item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_id
kitchen_utensils,1,9,11937,1937,290,781
kids,1,73,17505,1908,305,782
other,4,20,11886,815,146,783
kitchen_utensils,3,14,15743,1609,96,784
clothes,2,33,8564,1633,293,785
kids,2,67,31949,236,40,786
clothes,3,24,19089,1597,271,787
furniture,2,21,8205,858,68,788
clothes,2,55,3365,704,112,789
furniture,2,10,247,419,75,790
kitchen_utensils,1,94,1419,450,49,791
furniture,4,98,16406,1472,58,792
clothes,2,42,10337,1024,0,793
kids,4,60,10424,580,92,794
other,4,52,7794,1302,182,795
kitchen_utensils,3,27,18421,1904,76,796
other,2,7,31104,255,22,797
kids,3,60,8594,851,42,798
other,1,34,31323,383,57,799
kitchen_utensils,1,55,21218,166,9,800
other,2,57,16793,1043,10,801
clothes,3,29,26146,1486,178,802
other,2,74,25052,10,0,803
furniture,1,76,10380,1956,176,804
other,1,1,21596,498,69,805
kitchen_utensils,3,90,3831,787,39,806
clothes,4,17,6025,1858,204,807
kitchen_utensils,2,14,13158,1015,152,808
furniture,4,19,794,737,36,809
furniture,3,48,19312,493,34,810
kids,3,41,28616,1945,233,811
furniture,2,31,21386,105,10,812
furniture,4,72,2240,1840,128,813
furniture,2,89,17058,573,11,814
clothes,4,77,20276,876,26,815
other,2,47,25927,1877,75,816
kitchen_utensils,3,40,22554,423,63,817
kitchen_utensils,1,88,5584,1593,47,818
kitchen_utensils,3,52,21842,869,26,819
clothes,3,62,1748,381,60,820
furniture,2,99,12545,682,27,821
kitchen_utensils,1,4,31133,370,14,822
kitchen_utensils,1,8,19983,974,19,823
kids,4,46,456,188,24,824
clothes,3,34,1810,1867,280,825
clothes,1,6,22017,1108,144,826
kitchen_utensils,3,44,4612,1766,105,827
kitchen_utensils,1,71,1383,228,34,828
kitchen_utensils,4,58,28530,1064,180,829
furniture,4,50,30054,1431,171,830
other,2,53,8525,85,9,831
other,1,1,7180,945,18,832
furniture,4,60,9733,1939,193,833
kids,1,99,11487,95,14,834
furniture,4,46,11028,601,108,835
other,4,76,12730,519,5,836
other,1,18,21765,685,6,837
furniture,2,79,24511,1763,193,838
kids,3,7,31781,1514,151,839
clothes,2,35,5667,429,47,840
furniture,2,59,31780,1044,135,841
other,1,36,31072,1020,81,842
kids,1,71,456,1497,89,843
other,2,16,8796,1831,73,844
clothes,4,28,4476,151,19,845
kids,4,69,16060,1468,220,846
kitchen_utensils,3,27,6928,1165,93,847
furniture,2,12,1016,1681,285,848
furniture,1,2,18579,83,6,849
clothes,4,95,15374,539,21,850
other,2,9,3798,705,49,851
other,4,51,634,1017,122,852
other,1,6,20637,1198,167,853
clothes,4,51,30968,825,115,854
other,4,53,25080,1117,11,855
furniture,4,84,30449,1296,64,856
kitchen_utensils,4,42,9322,597,113,857
furniture,3,80,25817,1722,275,858
furniture,2,35,7253,669,73,859
kids,2,30,16033,366,43,860
other,3,89,29167,1091,76,861
kitchen_utensils,2,57,16095,760,98,862
furniture,1,13,14774,1448,57,863
furniture,1,65,630,384,65,864
other,4,65,15543,1729,293,865
other,2,78,30449,1654,297,866
kids,1,16,10987,1942,291,867
kids,1,47,30264,735,14,868
other,1,7,9406,762,91,869
clothes,1,12,23211,1461,58,870
other,2,76,203,1517,151,871
kids,1,3,15167,777,77,872
kitchen_utensils,4,29,10754,1814,181,873
furniture,3,23,21360,1528,122,874
other,3,10,25514,245,31,875
other,4,93,19698,1795,341,876
clothes,4,6,8616,445,17,877
kids,1,47,31738,183,25,878
kitchen_utensils,2,4,21028,1164,69,879
clothes,2,1,4226,320,57,880
kitchen_utensils,4,10,12794,1051,52,881
kitchen_utensils,4,14,14393,283,22,882
clothes,3,29,15434,357,7,883
kids,4,6,12183,1474,132,884
clothes,3,68,7969,272,10,885
kids,3,56,16886,502,85,886
kitchen_utensils,4,16,21177,803,56,887
kitchen_utensils,1,35,13611,1257,12,888
kids,1,17,3238,1620,0,889
other,3,94,31973,430,34,890
kids,1,61,19570,1805,306,891
kids,1,82,9129,793,47,892
other,1,7,9825,257,12,893
other,2,86,24613,1633,32,894
clothes,1,85,5649,1847,350,895
furniture,1,91,1327,1005,100,896
other,4,84,8615,1284,64,897
furniture,1,27,25337,1652,0,898
kitchen_utensils,3,73,11076,496,9,899
kitchen_utensils,2,8,25091,625,37,900
kitchen_utensils,2,88,29154,1653,0,901
clothes,1,47,15431,432,38,902
other,3,59,16491,897,134,903
kids,3,97,3163,381,3,904
furniture,1,30,2516,1786,0,905
kitchen_utensils,1,0,28821,685,130,906
kids,3,3,4160,118,5,907
clothes,3,30,16210,614,104,908
furniture,3,94,14386,1392,27,909
kids,4,69,20182,1940,213,910
clothes,4,70,11526,864,103,911
kids,3,20,19079,579,86,912
other,3,93,5690,379,64,913
kids,1,58,14485,1275,127,914
other,1,26,17206,1581,300,915
kitchen_utensils,3,36,9414,1931,19,916
other,4,65,22855,368,58,917
other,4,10,2177,430,30,918
furniture,1,82,8912,1694,16,919
kitchen_utensils,4,69,28010,1826,54,920
other,3,67,23957,313,6,921
kitchen_utensils,4,82,21127,1073,53,922
furniture,3,45,21432,1774,159,923
furniture,3,84,20844,1341,0,924
clothes,1,73,17291,145,8,925
kitchen_utensils,4,64,9374,1322,224,926
furniture,4,41,19167,965,135,927
kids,2,74,7501,742,29,928
furniture,1,90,29160,1090,196,929
kitchen_utensils,4,0,20318,127,13,930
other,4,7,17096,988,167,931
other,1,81,8750,1842,73,932
kitchen_utensils,1,64,17388,1989,198,933
kitchen_utensils,1,33,22600,1313,183,934
kids,4,13,8235,378,30,935
clothes,4,12,23100,1478,73,936
furniture,3,6,6147,1729,328,937
clothes,1,59,10602,789,31,938
clothes,4,80,25306,820,90,939
furniture,1,26,18047,1881,300,940
clothes,1,23,15745,772,108,941
furniture,3,75,20967,1260,50,942
furniture,2,38,18100,1844,258,943
kitchen_utensils,3,33,538,1722,172,944
clothes,2,32,24748,1348,134,945
clothes,4,11,16145,1094,32,946
furniture,2,68,735,438,26,947
kids,1,73,30667,392,74,948
furniture,1,84,12604,598,17,949
other,2,98,18811,1797,125,950
kitchen_utensils,2,65,11517,54,9,951
clothes,3,77,27414,1866,354,952
kitchen_utensils,2,98,23344,1851,203,953
kids,1,48,23961,1772,230,954
kitchen_utensils,2,39,2292,1961,58,955
kitchen_utensils,4,11,4667,288,34,956
kitchen_utensils,3,68,20256,898,116,957
other,1,12,3179,608,48,958
furniture,1,51,30244,754,67,959
kids,1,52,13935,40,4,960
other,2,12,21050,1784,17,961
other,1,57,13000,1835,275,962
clothes,1,57,5278,1080,10,963
kitchen_utensils,2,74,21292,1116,78,964
clothes,4,34,6079,1965,334,965
kids,1,53,3280,1117,201,966
other,1,5,17074,233,20,967
other,4,70,17544,1257,138,968
other,1,39,30512,96,1,969
clothes,3,79,16778,1999,379,970
kitchen_utensils,1,65,5482,609,79,971
kitchen_utensils,1,88,22823,325,52,972
furniture,4,76,114,1311,26,973
other,2,3,24028,384,61,974
kids,1,4,23924,368,29,975
kitchen_utensils,4,85,11364,1070,0,976
kids,1,11,9318,1796,323,977
clothes,2,40,190,1990,238,978
other,4,50,8678,991,49,979
kitchen_utensils,2,96,12842,1207,132,980
clothes,4,18,2645,1388,263,981
other,2,29,23685,1107,177,982
clothes,4,49,15221,1342,201,983
kids,3,2,30240,1803,234,984
kids,2,74,24460,519,31,985
clothes,4,33,30419,131,2,986
clothes,3,38,3163,1740,69,987
kids,2,61,2890,1532,214,988
clothes,3,78,24716,1758,175,989
furniture,3,14,514,1976,0,990
kids,4,5,29849,62,9,991
furniture,2,5,13464,1975,59,992
clothes,1,97,24654,550,5,993
other,3,38,23606,1916,76,994
kids,3,88,26408,913,82,995
furniture,3,13,1072,1281,64,996
clothes,2,88,18355,1392,0,997
kids,3,11,23030,1291,12,998
other,3,96,11817,1018,183,999
other,3,38,10854,1856,241,1000
furniture,4,58,4302,1955,0,1001
kitchen_utensils,1,59,1665,678,13,1002
clothes,1,97,14286,1104,22,1003
kids,4,2,20661,1047,157,1004
furniture,3,35,29284,537,75,1005
kids,3,40,15792,308,9,1006
furniture,1,36,0,1076,172,1007
furniture,3,91,4404,1001,150,1008
furniture,4,56,31242,138,20,1009
other,1,53,16939,1938,232,1010
kids,4,38,332,1776,159,1011
kids,4,94,2886,1174,211,1012
furniture,4,17,28941,390,66,1013
kitchen_utensils,2,2,28470,295,38,1014
other,4,93,23815,1262,113,1015
kids,4,83,1630,1925,0,1016
clothes,1,5,3835,68,11,1017
kitchen_utensils,2,20,23117,1881,150,1018
other,1,35,25537,1926,115,1019
clothes,4,77,24876,806,112,1020
kitchen_utensils,2,96,2227,935,9,1021
clothes,4,70,28463,405,32,1022
furniture,1,44,22163,74,11,1023
furniture,3,21,11423,1627,178,1024
kitchen_utensils,3,60,1014,474,47,1025
clothes,3,33,17105,1289,38,1026
kids,3,13,19972,396,19,1027
other,1,99,28278,305,51,1028
furniture,4,9,7815,719,79,1029
furniture,3,72,21776,52,2,1030
kids,1,16,20756,1249,137,1031
kids,4,45,6846,668,13,1032
kids,2,18,23995,1047,125,1033
kitchen_utensils,3,50,25336,1611,32,1034
kids,3,35,18554,1213,48,1035
furniture,2,4,7486,188,31,1036
kids,2,12,10636,621,86,1037
furniture,2,80,28018,868,78,1038
kids,3,65,22484,727,94,1039
kitchen_utensils,1,59,21923,1253,162,1040
furniture,1,29,22726,1260,113,1041
clothes,1,76,8971,402,20,1042
kids,1,11,251,135,16,1043
kids,2,82,37,1117,78,1044
clothes,1,13,20407,1618,48,1045
furniture,1,32,6904,1836,257,1046
clothes,2,47,11079,623,118,1047
clothes,1,95,5360,205,0,1048
kids,2,56,30947,704,14,1049
furniture,3,14,6701,440,79,1050
clothes,4,98,16319,61,0,1051
other,3,98,13048,984,78,1052
kids,1,91,31445,1487,237,1053
furniture,1,64,12044,1989,377,1054
other,3,20,21372,968,96,1055
kids,2,68,24160,986,167,1056
clothes,2,20,662,1576,110,1057
other,1,13,9656,537,16,1058
other,1,61,30206,1290,180,1059
furniture,3,81,30918,1462,277,1060
kids,4,94,28609,1579,284,1061
furniture,2,87,5705,775,77,1062
other,4,47,11526,1432,85,1063
other,2,85,16440,1684,134,1064
other,1,29,6487,365,18,1065
kitchen_utensils,2,83,17267,598,59,1066
kids,2,33,7827,811,97,1067
other,4,85,17471,536,10,1068
kitchen_utensils,1,97,18885,1376,96,1069
furniture,1,45,3958,518,98,1070
kitchen_utensils,4,67,26595,627,0,1071
kitchen_utensils,3,33,3237,951,123,1072
other,2,68,23477,1878,356,1073
clothes,4,7,15217,438,13,1074
kids,3,29,4254,1566,297,1075
kids,1,13,5056,1919,211,1076
kitchen_utensils,3,79,21777,1175,129,1077
clothes,1,94,14949,486,92,1078
furniture,3,66,6011,396,55,1079
kitchen_utensils,2,71,654,680,129,1080
kids,4,85,8406,79,4,1081
furniture,2,6,21281,735,7,1082
furniture,4,59,18904,1031,144,1083
other,1,9,11497,162,12,1084
kitchen_utensils,4,52,5829,1090,21,1085
other,4,7,18050,1493,0,1086
kitchen_utensils,2,80,3807,818,73,1087
clothes,2,72,25857,1602,0,1088
clothes,2,19,5309,692,13,1089
furniture,1,55,16387,1639,65,1090
furniture,1,72,25639,1995,179,1091
kitchen_utensils,2,30,4642,156,29,1092
other,4,53,21077,1360,13,1093
clothes,2,64,17874,1708,102,1094
furniture,2,90,28089,1505,150,1095
kitchen_utensils,3,55,12934,1774,337,1096
clothes,1,85,1780,354,10,1097
kitchen_utensils,1,71,20709,1807,216,1098
kids,1,89,3796,837,58,1099
clothes,3,9,1161,395,3,1100
other,2,96,31899,1250,50,1101
clothes,4,47,22043,1970,256,1102
kitchen_utensils,4,19,15357,1635,261,1103
kitchen_utensils,3,41,3462,1831,256,1104
furniture,2,59,30232,1814,290,1105
clothes,4,69,4534,505,90,1106
other,1,41,10698,1324,145,1107
other,1,27,5663,438,8,1108
furniture,1,69,6897,733,139,1109
other,4,40,12579,436,69,1110
other,1,68,7301,759,129,1111
furniture,4,26,29977,1293,142,1112
kids,3,0,29218,1754,245,1113
furniture,4,78,16509,1635,49,1114
kids,1,63,9846,1915,191,1115
other,3,59,7881,1593,47,1116
kids,3,91,10172,1774,70,1117
furniture,3,68,18045,1536,46,1118
furniture,4,68,7400,1222,12,1119
clothes,3,99,14018,1229,98,1120
other,4,97,13027,1206,12,1121
kitchen_utensils,1,96,21469,1666,266,1122
clothes,3,10,26189,1107,77,1123
kitchen_utensils,2,71,26007,1778,53,1124
other,2,47,4533,1397,97,1125
clothes,4,39,20768,1746,314,1126
kitchen_utensils,3,78,2871,884,79,1127
kitchen_utensils,2,91,25368,673,0,1128
clothes,2,77,3995,191,0,1129
kitchen_utensils,3,79,12301,1415,169,1130
clothes,4,43,20329,1761,211,1131
furniture,1,82,6908,1894,113,1132
kitchen_utensils,2,14,11172,1701,238,1133
furniture,2,3,11996,1454,29,1134
furniture,3,96,7243,211,40,1135
clothes,1,21,8005,1090,152,1136
clothes,4,62,17628,193,19,1137
kids,4,8,9638,49,3,1138
clothes,4,76,21265,222,42,1139
kids,3,9,25812,1015,152,1140
other,2,8,1534,1929,366,1141
furniture,4,95,5293,850,51,1142
clothes,2,88,1172,1882,37,1143
other,2,94,21783,736,58,1144
clothes,3,68,29299,1479,44,1145
clothes,2,83,13775,419,54,1146
kitchen_utensils,1,62,3655,1860,111,1147
kids,1,34,31886,464,32,1148
kids,3,29,10294,1601,64,1149
kitchen_utensils,1,52,9949,1611,96,1150
kitchen_utensils,2,26,12164,910,36,1151
clothes,3,28,2395,24,3,1152
clothes,2,49,10896,849,16,1153
furniture,2,83,8526,1212,24,1154
other,3,99,18766,286,34,1155
other,4,25,3946,205,12,1156
furniture,1,51,5593,1753,298,1157
kids,4,97,8469,865,8,1158
kids,2,69,29264,227,18,1159
clothes,1,61,31456,1696,305,1160
furniture,3,42,13245,1494,14,1161
kids,1,81,12575,317,47,1162
kids,3,6,13223,1861,167,1163
furniture,4,21,26047,1468,161,1164
kitchen_utensils,1,36,31163,629,113,1165
clothes,4,75,2201,280,47,1166
furniture,3,87,7105,1258,201,1167
kitchen_utensils,4,96,21202,960,96,1168
kitchen_utensils,4,3,15782,801,80,1169
clothes,2,17,18094,97,0,1170
kitchen_utensils,3,44,29781,607,12,1171
furniture,4,35,18293,168,30,1172
clothes,4,99,28444,740,118,1173
kitchen_utensils,1,28,13064,1764,264,1174
kitchen_utensils,4,7,22858,1801,324,1175
furniture,2,30,31659,1038,155,1176
clothes,4,95,8839,1212,84,1177
clothes,1,70,5747,119,1,1178
furniture,1,4,15881,299,11,1179
other,2,12,2881,206,39,1180
other,2,37,12724,1922,192,1181
furniture,4,21,30418,1691,0,1182
furniture,4,76,13633,765,84,1183
kids,1,44,16840,1583,269,1184
kitchen_utensils,4,41,16304,829,66,1185
other,1,35,1504,339,64,1186
furniture,4,96,3623,258,43,1187
kids,3,39,3690,975,165,1188
kids,4,60,18098,1875,93,1189
kids,2,5,10287,553,33,1190
kitchen_utensils,2,57,872,1114,189,1191
furniture,4,91,18568,711,21,1192
clothes,2,15,17198,1403,112,1193
kids,3,83,6398,814,122,1194
kitchen_utensils,2,77,4378,676,47,1195
kids,1,45,3743,369,18,1196
clothes,4,34,97,565,39,1197
kids,1,6,7380,288,23,1198
kids,1,75,16728,1392,180,1199
other,1,20,23690,566,96,1200
other,3,3,7249,634,63,1201
other,1,0,25410,903,171,1202
furniture,2,15,10610,152,1,1203
kids,1,15,3939,376,0,1204
other,1,36,22756,1733,329,1205
kitchen_utensils,4,89,3561,1412,28,1206
furniture,4,49,8527,1805,342,1207
clothes,4,16,7489,1178,141,1208
clothes,4,7,27986,422,71,1209
other,3,73,30643,1975,296,1210
kitchen_utensils,3,57,25958,1234,37,1211
kitchen_utensils,2,62,5800,499,54,1212
clothes,4,4,6279,377,45,1213
kitchen_utensils,2,55,1320,436,47,1214
kids,3,72,4542,1198,83,1215
other,1,90,26746,440,17,1216
kitchen_utensils,3,34,2652,1151,92,1217
other,3,60,7792,310,55,1218
furniture,1,69,21654,1848,18,1219
furniture,3,42,28038,1003,50,1220
kitchen_utensils,3,18,28270,205,10,1221
furniture,4,13,2704,1949,175,1222
furniture,4,60,13725,1227,196,1223
kitchen_utensils,2,33,6963,919,45,1224
kids,4,19,26479,1399,223,1225
other,2,32,28577,1422,127,1226
other,1,54,9527,316,31,1227
clothes,2,16,4213,1972,177,1228
furniture,1,64,20195,494,29,1229
clothes,4,14,12865,92,2,1230
clothes,1,86,28741,1365,177,1231
furniture,2,4,7449,1183,141,1232
clothes,4,45,28353,1361,149,1233
kitchen_utensils,3,70,16442,1286,12,1234
kids,1,77,24710,884,35,1235
kids,2,79,27914,597,101,1236
clothes,1,10,15462,1298,129,1237
kids,1,74,2274,1147,160,1238
clothes,4,61,13591,4,0,1239
furniture,4,72,15689,538,53,1240
furniture,2,15,26049,1791,71,1241
furniture,2,71,19679,1952,156,1242
other,4,34,13484,902,90,1243
kids,3,53,31685,956,124,1244
kitchen_utensils,4,96,23808,1284,25,1245
furniture,3,78,28611,1571,125,1246
kitchen_utensils,2,83,8151,1712,256,1247
furniture,3,84,13901,1241,24,1248
other,1,50,20033,1439,187,1249
kids,2,63,31231,1516,227,1250
kitchen_utensils,1,91,4484,195,21,1251
clothes,3,78,5118,1071,10,1252
clothes,4,38,4926,1702,323,1253
other,3,42,9329,37,6,1254
other,2,24,19068,44,1,1255
clothes,1,83,27121,671,120,1256
other,3,56,25575,83,1,1257
clothes,3,47,7798,1622,194,1258
kids,3,95,20191,126,2,1259
furniture,1,85,16594,1529,290,1260
kitchen_utensils,3,75,10506,232,44,1261
furniture,3,80,22023,1648,263,1262
kitchen_utensils,1,83,21196,1531,260,1263
clothes,1,9,23350,346,13,1264
other,1,34,7632,1671,250,1265
kitchen_utensils,3,90,27844,19,0,1266
clothes,4,27,30774,1147,11,1267
other,2,84,22206,1185,35,1268
kitchen_utensils,2,43,6453,51,3,1269
clothes,2,9,31332,349,17,1270
kids,3,36,8507,530,95,1271
other,4,67,15859,686,109,1272
furniture,3,34,31367,1745,226,1273
furniture,1,46,4562,1010,20,1274
clothes,3,37,8773,827,82,1275
furniture,1,78,170,1594,31,1276
kitchen_utensils,3,22,4770,281,53,1277
kitchen_utensils,1,22,27489,431,34,1278
kitchen_utensils,2,21,28765,569,91,1279
other,4,38,12255,1480,59,1280
furniture,1,64,16736,705,63,1281
clothes,4,26,13226,403,60,1282
kids,3,46,4838,1226,208,1283
kids,1,80,12568,1287,102,1284
clothes,4,88,1553,936,121,1285
furniture,1,31,13021,1481,29,1286
other,2,17,17686,1456,160,1287
furniture,2,77,29124,1500,105,1288
furniture,4,0,17394,1,0,1289
kitchen_utensils,4,63,9462,17,2,1290
kids,2,24,1972,1195,47,1291
kids,1,92,24639,133,17,1292
other,1,10,19161,576,0,1293
clothes,4,63,3945,1081,0,1294
kids,3,53,27808,114,12,1295
kids,4,25,16139,994,29,1296
clothes,3,95,5024,217,32,1297
furniture,1,74,23290,429,47,1298
furniture,2,66,19147,600,60,1299
clothes,1,58,27848,484,4,1300
other,1,18,1562,1233,0,1301
kitchen_utensils,3,27,23339,1928,19,1302
kitchen_utensils,1,88,31327,1589,286,1303
kitchen_utensils,2,9,28569,989,39,1304
kids,3,17,685,373,41,1305
kitchen_utensils,3,18,15104,188,0,1306
other,3,51,1556,1655,148,1307
other,3,6,18147,16,0,1308
clothes,3,34,5485,1003,190,1309
furniture,3,60,18723,1974,296,1310
clothes,1,85,22673,1653,314,1311
furniture,2,7,31496,512,46,1312
kitchen_utensils,4,84,26063,1447,245,1313
kids,4,86,61,209,4,1314
kids,2,81,8346,1287,38,1315
clothes,3,8,21143,138,1,1316
kitchen_utensils,1,82,16669,1563,140,1317
kitchen_utensils,4,38,25951,498,19,1318
other,4,32,18691,836,66,1319
clothes,2,56,28295,504,45,1320
clothes,1,1,15119,1747,104,1321
other,1,18,488,595,59,1322
kitchen_utensils,4,2,3424,1649,0,1323
kids,3,73,26668,1976,256,1324
kids,1,73,21937,1630,163,1325
kitchen_utensils,3,95,21212,1615,258,1326
kitchen_utensils,3,65,31875,1161,34,1327
furniture,3,8,27694,50,8,1328
clothes,1,2,14297,908,27,1329
clothes,3,94,18014,1378,206,1330
other,4,58,11861,1726,276,1331
other,3,19,26245,1306,13,1332
other,3,31,2343,1921,57,1333
other,3,43,19870,816,16,1334
kitchen_utensils,2,51,8180,1608,80,1335
other,2,98,20996,1229,12,1336
kids,1,76,23001,349,24,1337
other,2,27,10802,67,8,1338
other,3,39,18842,1374,68,1339
kids,3,72,4538,1423,170,1340
kids,4,25,27978,1333,93,1341
other,1,26,2719,1627,195,1342
clothes,2,12,11338,1355,135,1343
furniture,1,52,16811,1995,99,1344
other,4,22,11800,1587,158,1345
furniture,3,79,21175,1147,206,1346
furniture,1,57,23152,439,65,1347
kitchen_utensils,3,64,26222,509,20,1348
clothes,2,5,7340,1771,283,1349
kids,3,39,10628,1933,289,1350
kitchen_utensils,2,89,30363,706,0,1351
clothes,2,35,18333,545,81,1352
kitchen_utensils,1,11,22600,278,27,1353
clothes,3,22,11532,809,8,1354
kids,4,14,8462,1618,16,1355
kitchen_utensils,2,85,26994,1215,48,1356
other,3,38,12363,228,4,1357
other,4,32,30473,257,17,1358
kids,3,29,4491,536,96,1359
kids,1,48,18605,1084,119,1360
furniture,3,71,29176,467,46,1361
furniture,4,16,11404,543,59,1362
kitchen_utensils,3,2,30214,1411,183,1363
clothes,1,52,28254,1636,163,1364
clothes,2,63,26639,577,63,1365
kids,4,37,2189,424,16,1366
other,2,87,2276,1880,56,1367
clothes,2,75,17554,653,111,1368
kitchen_utensils,2,77,11257,509,10,1369
clothes,2,3,103,870,69,1370
clothes,3,68,816,297,38,1371
furniture,4,34,12907,408,53,1372
clothes,3,95,12558,135,13,1373
kids,2,55,16293,1271,216,1374
furniture,2,12,18204,1156,104,1375
clothes,2,81,5464,467,56,1376
clothes,4,73,9430,1149,45,1377
clothes,1,76,9471,124,2,1378
furniture,4,63,14630,1305,13,1379
other,1,85,26572,542,81,1380
other,3,90,24973,401,52,1381
furniture,2,36,5162,881,35,1382
kids,2,11,28179,613,61,1383
clothes,3,90,3993,1569,266,1384
other,3,89,6990,1455,43,1385
clothes,2,87,8962,1931,289,1386
clothes,2,28,25184,1914,76,1387
kids,4,57,2439,1414,268,1388
kitchen_utensils,2,44,27784,1987,298,1389
furniture,1,43,20760,11,1,1390
kids,4,41,8789,17,1,1391
kitchen_utensils,1,69,27155,885,159,1392
other,1,91,6377,1446,130,1393
kitchen_utensils,3,31,633,221,8,1394
furniture,4,31,22151,1596,0,1395
kitchen_utensils,4,93,12354,1813,308,1396
kitchen_utensils,4,20,22054,548,93,1397
kids,3,80,6976,1866,111,1398
kitchen_utensils,4,57,3782,1410,70,1399
kids,2,99,24546,581,75,1400
kitchen_utensils,2,82,26029,748,112,1401
kitchen_utensils,3,18,10202,1523,274,1402
clothes,4,30,25830,87,5,1403
clothes,2,69,13007,1799,143,1404
clothes,3,71,17857,679,13,1405
furniture,3,25,14812,164,13,1406
kitchen_utensils,4,48,16415,414,49,1407
kids,4,23,28941,410,61,1408
kids,1,58,23130,408,61,1409
clothes,1,76,9516,8,0,1410
kitchen_utensils,3,20,336,697,27,1411
kids,1,49,8261,1322,26,1412
clothes,1,95,20958,1518,227,1413
kitchen_utensils,4,15,21318,853,34,1414
other,2,34,6252,1477,162,1415
furniture,2,99,12119,543,86,1416
furniture,1,39,13797,1045,104,1417
kids,3,67,19999,1644,279,1418
furniture,3,52,6825,31,3,1419
furniture,1,51,8822,372,59,1420
furniture,3,42,30067,299,44,1421
kitchen_utensils,2,2,25427,423,29,1422
other,3,50,8532,941,75,1423
clothes,3,31,13263,97,0,1424
kitchen_utensils,4,88,22950,159,9,1425
clothes,1,94,9192,1152,57,1426
kids,1,57,13884,1024,163,1427
kids,2,30,5774,1748,227,1428
kitchen_utensils,3,48,23692,388,3,1429
other,1,13,26654,590,41,1430
clothes,1,95,1423,1914,57,1431
kids,3,10,14962,1917,230,1432
other,1,70,30645,1860,55,1433
clothes,2,32,5844,1007,70,1434
kids,2,96,9902,311,49,1435
clothes,3,17,2927,117,10,1436
other,4,67,1519,211,18,1437
clothes,2,76,6129,1111,211,1438
clothes,3,65,7582,905,99,1439
kitchen_utensils,2,39,2417,138,4,1440
furniture,4,58,3498,685,20,1441
other,1,74,21190,287,40,1442
kids,4,82,31023,190,1,1443
kids,3,97,14921,595,11,1444
other,4,19,28427,1564,172,1445
other,1,39,16206,1480,118,1446
furniture,4,14,18641,1239,0,1447
furniture,2,33,19902,1146,103,1448
furniture,3,69,406,23,1,1449
other,4,6,22586,1902,209,1450
kids,4,86,4376,836,83,1451
furniture,1,13,16322,808,64,1452
other,2,49,27762,110,5,1453
other,3,22,27145,1382,124,1454
clothes,1,18,22004,125,7,1455
other,2,52,30624,1328,53,1456
other,3,40,20251,726,36,1457
clothes,3,71,13225,190,32,1458
other,4,31,16859,1441,187,1459
clothes,3,2,29612,1436,215,1460
other,3,64,29045,101,6,1461
kids,3,34,27783,1553,248,1462
kids,1,8,6816,1664,33,1463
other,4,97,23472,1993,298,1464
clothes,4,29,16286,156,10,1465
kitchen_utensils,4,20,13899,814,122,1466
kids,4,83,23496,1473,176,1467
kitchen_utensils,2,26,27612,1594,47,1468
clothes,2,23,15214,59,8,1469
kids,4,83,7259,1989,39,1470
clothes,3,72,15423,1774,124,1471
other,2,24,19013,1256,37,1472
kids,3,92,26247,459,22,1473
kitchen_utensils,4,11,3584,104,1,1474
furniture,4,43,424,1877,300,1475
kids,2,19,28135,1810,307,1476
other,4,27,12008,1548,108,1477
clothes,4,24,9721,579,28,1478
other,3,80,15467,502,15,1479
furniture,4,18,15692,725,50,1480
other,1,67,2785,1426,185,1481
other,4,54,30978,622,49,1482
kids,3,63,25607,1271,127,1483
other,2,84,2682,804,136,1484
kids,3,44,16419,1391,83,1485
kids,1,59,4781,959,163,1486
kids,4,46,13704,400,64,1487
kids,4,99,31942,33,2,1488
furniture,2,92,29855,1136,113,1489
furniture,3,4,23296,1465,14,1490
clothes,3,27,23384,1331,252,1491
kids,1,54,28138,414,74,1492
furniture,1,28,21508,831,8,1493
kitchen_utensils,4,32,21137,1791,268,1494
kitchen_utensils,1,61,3902,170,11,1495
furniture,3,84,1597,831,91,1496
clothes,2,29,26508,136,5,1497
other,1,37,107,1373,151,1498
other,3,13,3354,1418,212,1499
kitchen_utensils,3,5,16098,1239,24,1500
other,4,44,28960,155,21,1501
other,1,78,28284,229,20,1502
kitchen_utensils,1,1,18707,1928,192,1503
kitchen_utensils,1,69,31424,764,0,1504
other,1,23,22343,1992,318,1505
other,2,32,22090,1545,216,1506
furniture,3,91,10263,24,0,1507
furniture,2,95,5601,491,29,1508
clothes,1,57,5144,401,8,1509
furniture,2,41,14830,1973,295,1510
kitchen_utensils,1,22,21684,1405,126,1511
furniture,1,33,19899,788,7,1512
furniture,4,20,11783,1848,184,1513
furniture,1,14,5937,1654,99,1514
furniture,4,2,24848,1338,147,1515
kitchen_utensils,3,1,9728,1617,258,1516
kitchen_utensils,2,18,27942,194,7,1517
clothes,4,74,25415,1021,153,1518
other,1,72,13416,752,90,1519
kids,2,19,2218,1554,233,1520
kitchen_utensils,4,23,30207,1129,180,1521
clothes,4,77,8189,948,47,1522
furniture,2,42,23207,302,12,1523
clothes,2,16,23967,19,0,1524
kids,4,76,9559,406,60,1525
kitchen_utensils,4,83,24581,1954,156,1526
other,4,0,12667,1458,116,1527
kids,3,92,30786,1968,216,1528
kitchen_utensils,4,12,13149,403,16,1529
furniture,4,61,225,1652,115,1530
kitchen_utensils,2,59,4085,1534,184,1531
other,4,1,29395,947,104,1532
