item_name-item_category,item_condition,item_postcode,item_status,user_lat_lng,userwhochangeditemstatus_id,item_datetime_posted,item_datetimechangeditemstatus,item_id
miscelaneaous-bicycle,medium_conditionbad_condition,13125,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c56f0>],19,2023-02-22,2023-02-22,190
appliance-refrigerator,good_condition,13156,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c4220>],575,2023-02-22,2023-02-25,191
clothes-woman_clothes,good_condition,13595,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c57b0>],37,2023-02-23,2023-02-25,192
miscelaneaous-ski_skates,medium_conditionbad_condition,13187,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c5810>],232,2023-02-23,2023-02-24,193
furniture-chair,medium_conditionbad_condition,13585,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5570>],871,2023-02-22,2023-02-22,194
furniture-cabinet,medium_conditionbad_condition,13086,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c58d0>],308,2023-02-22,2023-02-25,195
clothes-child_jacket,medium_conditionbad_condition,12247,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c5930>],118,2023-02-19,2023-02-22,196
shoes-manshoes,medium_conditionbad_condition,10709,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c4ee0>],689,2023-02-20,2023-02-23,197
furniture-sofafurniture-armchair,good_condition,12103,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5780>],983,2023-02-23,2023-02-25,198
appliance-coffee_machine,medium_conditionbad_condition,13051,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c54e0>],873,2023-02-20,2023-02-23,199
appliance-extractor_hood,medium_conditionbad_condition,14109,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c5ae0>],10,2023-02-21,2023-02-21,200
appliance-air_conditioner,medium_conditionbad_condition,10247,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c5b40>],838,2023-02-21,2023-02-22,201
appliance-drying_rack,medium_conditionbad_condition,12589,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c5ba0>],854,2023-02-24,2023-02-24,202
miscelaneaous-baby_carriage,medium_conditionbad_condition,10789,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5c00>],217,2023-02-22,2023-02-24,203
miscelaneaous-roller_skates,good_condition,10997,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5c60>],780,2023-02-22,2023-02-25,204
miscelaneaous-baby_carriage,good_condition,14057,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5cc0>],851,2023-02-22,2023-02-25,205
furniture-table,good_condition,12105,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c5d20>],478,2023-02-22,2023-02-26,206
furniture-cabinet,good_condition,13503,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5d50>],117,2023-02-20,2023-02-21,207
furniture-rollcontainers,good_condition,12053,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5de0>],398,2023-02-22,2023-02-23,208
musical_equipment-contrabass,medium_conditionbad_condition,12053,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5e10>],145,2023-02-20,2023-02-24,209
tech-laptop,medium_conditionbad_condition,12359,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5ea0>],721,2023-02-20,2023-02-23,210
musical_equipment-contrabass,good_condition,14163,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5f00>],329,2023-02-19,2023-02-24,211
clothes-woman_jacket,medium_conditionbad_condition,10559,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5f60>],434,2023-02-25,2023-02-26,212
appliance-dish_washer,medium_conditionbad_condition,10997,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5fc0>],550,2023-02-20,2023-02-23,213
musical_equipment-sound_amplifier,good_condition,13435,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6050>],714,2023-02-20,2023-02-25,214
shoes-manshoes,medium_conditionbad_condition,13629,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c60b0>],412,2023-02-20,2023-02-23,215
miscelaneaous-picture_frame,good_condition,14195,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6110>],980,2023-02-25,2023-02-25,216
furniture-mirror,medium_conditionbad_condition,12621,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c58a0>],125,2023-02-21,2023-02-21,217
appliance-kettle,good_condition,10629,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c61d0>],100,2023-02-21,2023-02-24,218
clothes-child_clothes,good_condition,12047,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6230>],55,2023-02-23,2023-02-26,219
appliance-heater,good_condition,12277,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6290>],153,2023-02-22,2023-02-23,220
furniture-shoe_rack,medium_conditionbad_condition,12439,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c62f0>],455,2023-02-22,2023-02-24,221
musical_equipment-battery,medium_conditionbad_condition,10777,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6350>],7,2023-02-20,2023-02-20,222
furniture-sofa,good_condition,10405,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c63b0>],360,2023-02-25,2023-02-26,223
tech-laptop,medium_conditionbad_condition,13409,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c5ff0>],706,2023-02-23,2023-02-23,224
musical_equipment-piano,good_condition,13189,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5ab0>],381,2023-02-21,2023-02-23,225
furniture-bedside_table,medium_conditionbad_condition,12207,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c64d0>],921,2023-02-23,2023-02-26,226
miscelaneaous-carpet,good_condition,12279,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6530>],549,2023-02-24,2023-02-25,227
appliance-air_conditioner,medium_conditionbad_condition,10623,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6590>],977,2023-02-20,2023-02-22,228
miscelaneaous-picture_frame,medium_conditionbad_condition,12247,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c65f0>],343,2023-02-24,2023-02-25,229
tech-phone,good_condition,12619,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6650>],282,2023-02-22,2023-02-26,230
tech-desktop,medium_conditionbad_condition,12359,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c66b0>],963,2023-02-21,2023-02-24,231
furniture-bed,medium_conditionbad_condition,10787,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6710>],854,2023-02-22,2023-02-22,232
miscelaneaous-roller_skates,medium_conditionbad_condition,10967,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6770>],602,2023-02-22,2023-02-23,233
musical_equipment-battery,medium_conditionbad_condition,10779,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c67d0>],310,2023-02-22,2023-02-23,234
tech-desktop,medium_conditionbad_condition,12105,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6830>],339,2023-02-24,2023-02-25,235
furniture-bedside_table,medium_conditionbad_condition,13467,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c66e0>],645,2023-02-24,2023-02-24,236
appliance-clothes_iron,good_condition,13129,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c68f0>],585,2023-02-23,2023-02-24,237
furniture-bedside_table,medium_conditionbad_condition,12627,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6950>],612,2023-02-20,2023-02-20,238
appliance-heater,good_condition,10969,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c69b0>],898,2023-02-20,2023-02-26,239
musical_equipment-sound_amplifier,medium_conditionbad_condition,10589,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6a40>],851,2023-02-24,2023-02-26,240
furniture-cot,good_condition,10365,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c41c0>],971,2023-02-21,2023-02-22,241
miscelaneaous-ski_skates,medium_conditionbad_condition,10439,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6b00>],419,2023-02-23,2023-02-25,242
tech-keyboard,medium_conditionbad_condition,10787,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6b60>],207,2023-02-22,2023-02-26,243
clothes-child_jacket,good_condition,13187,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6bc0>],508,2023-02-21,2023-02-25,244
furniture-sofa,good_condition,14167,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6c20>],909,2023-02-20,2023-02-25,245
musical_equipment-guitar,medium_conditionbad_condition,10967,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6c80>],594,2023-02-23,2023-02-25,246
appliance-sandwich_maker,good_condition,14163,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6ce0>],590,2023-02-21,2023-02-25,247
furniture-cot,good_condition,12557,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6d40>],44,2023-02-21,2023-02-25,248
miscelaneaous-roller_skates,good_condition,12157,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6d70>],260,2023-02-20,2023-02-21,249
miscelaneaous-baby_carriage,medium_conditionbad_condition,10435,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6aa0>],892,2023-02-19,2023-02-22,250
musical_equipment-contrabass,good_condition,13581,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6e60>],666,2023-02-21,2023-02-22,251
shoes-child_shoes,good_condition,12627,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6410>],894,2023-02-23,2023-02-23,252
appliance-refrigerator,medium_conditionbad_condition,10555,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6f20>],338,2023-02-21,2023-02-24,253
appliance-heater,good_condition,14199,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6f80>],394,2023-02-21,2023-02-25,254
appliance-air_conditioner,good_condition,12353,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6fe0>],905,2023-02-25,2023-02-26,255
appliance-vacuum_cleaner,medium_conditionbad_condition,12059,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c6ec0>],709,2023-02-24,2023-02-26,256
furniture-rollcontainers,medium_conditionbad_condition,10369,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c70a0>],961,2023-02-23,2023-02-26,257
shoes-child_shoes,good_condition,10999,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7100>],817,2023-02-20,2023-02-26,258
musical_equipment-guitar,good_condition,13156,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7160>],15,2023-02-24,2023-02-25,259
lighting-chandelier,medium_conditionbad_condition,13125,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7040>],571,2023-02-20,2023-02-21,260
miscelaneaous-books,medium_conditionbad_condition,12103,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c6dd0>],982,2023-02-24,2023-02-26,261
appliance-vacuum_cleaner,medium_conditionbad_condition,12587,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7070>],111,2023-02-20,2023-02-20,262
furniture-chair,good_condition,14109,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c72e0>],676,2023-02-19,2023-02-26,263
miscelaneaous-roller_skates,medium_conditionbad_condition,12309,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c71c0>],824,2023-02-24,2023-02-26,264
miscelaneaous-carpet,medium_conditionbad_condition,10179,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c73a0>],622,2023-02-25,2023-02-25,265
clothes-man_clothes,good_condition,12353,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7400>],924,2023-02-21,2023-02-24,266
furniture-cabinet,good_condition,12109,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7250>],567,2023-02-24,2023-02-25,267
miscelaneaous-plant,good_condition,12435,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c74c0>],166,2023-02-20,2023-02-21,268
furniture-bed,good_condition,13627,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7520>],357,2023-02-21,2023-02-26,269
furniture-cot,good_condition,13585,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7580>],856,2023-02-23,2023-02-23,270
shoes-woman_shoes,medium_conditionbad_condition,10557,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7460>],624,2023-02-21,2023-02-22,271
appliance-coffee_machine,medium_conditionbad_condition,10785,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7640>],177,2023-02-23,2023-02-24,272
tech-phone,medium_conditionbad_condition,12165,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c76a0>],356,2023-02-20,2023-02-26,273
appliance-sandwich_maker,medium_conditionbad_condition,10249,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7700>],699,2023-02-22,2023-02-26,274
appliance-popcorn_maker,good_condition,14059,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c75e0>],252,2023-02-19,2023-02-22,275
furniture-mirror,good_condition,13585,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c77c0>],630,2023-02-19,2023-02-21,276
appliance-drying_rack,medium_conditionbad_condition,12157,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7820>],585,2023-02-23,2023-02-23,277
miscelaneaous-ski_skates,good_condition,13053,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7850>],547,2023-02-23,2023-02-23,278
appliance-washing_machine,medium_conditionbad_condition,13437,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c78e0>],443,2023-02-19,2023-02-22,279
tech-desktop,medium_conditionbad_condition,14165,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7940>],251,2023-02-20,2023-02-22,280
furniture-bookcase,good_condition,13589,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c79a0>],754,2023-02-22,2023-02-24,281
miscelaneaous-baby_carriage,medium_conditionbad_condition,10553,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7880>],810,2023-02-20,2023-02-23,282
miscelaneaous-plant,medium_conditionbad_condition,12459,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7a60>],169,2023-02-21,2023-02-26,283
furniture-shoe_rack,medium_conditionbad_condition,12203,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7ac0>],625,2023-02-21,2023-02-23,284
appliance-popcorn_maker,good_condition,12459,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7b20>],756,2023-02-20,2023-02-26,285
shoes-child_shoes,medium_conditionbad_condition,10719,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7b80>],273,2023-02-24,2023-02-25,286
tech-desktop,medium_conditionbad_condition,13189,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7be0>],815,2023-02-21,2023-02-26,287
miscelaneaous-baby_carriage,medium_conditionbad_condition,13158,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7c40>],633,2023-02-23,2023-02-26,288
shoes-woman_shoes,good_condition,10785,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7ca0>],142,2023-02-23,2023-02-25,289
clothes-child_clothes,medium_conditionbad_condition,13581,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7d00>],541,2023-02-22,2023-02-23,290
furniture-cot,good_condition,10825,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7d60>],334,2023-02-26,2023-02-26,291
appliance-pan,good_condition,14052,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7c10>],76,2023-02-23,2023-02-24,292
appliance-air_conditioner,medium_conditionbad_condition,12623,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7a00>],748,2023-02-21,2023-02-26,293
miscelaneaous-books,medium_conditionbad_condition,12435,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7df0>],946,2023-02-21,2023-02-26,294
appliance-pan,medium_conditionbad_condition,13347,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7ee0>],960,2023-02-21,2023-02-22,295
furniture-rollcontainers,medium_conditionbad_condition,13357,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7f40>],697,2023-02-20,2023-02-24,296
miscelaneaous-baby_carriage,good_condition,12687,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7e20>],681,2023-02-21,2023-02-26,297
clothes-man_clothes,medium_conditionbad_condition,12059,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c7fd0>],472,2023-02-23,2023-02-25,298
furniture-bookcase,medium_conditionbad_condition,10317,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c60e0>],938,2023-02-22,2023-02-23,299
appliance-pan,medium_conditionbad_condition,12309,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c5e40>],501,2023-02-24,2023-02-25,300
appliance-drying_rack,medium_conditionbad_condition,12587,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c74f0>],817,2023-02-21,2023-02-22,301
appliance-washing_machine,good_condition,12555,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307c7e50>],850,2023-02-23,2023-02-25,302
furniture-rollcontainers,good_condition,10627,not_available,[<shapely.geometry.point.Point object at 0x7fb7307c53c0>],209,2023-02-20,2023-02-20,303
appliance-stove,good_condition,12439,not_available,[<shapely.geometry.point.Point object at 0x7fb7307902b0>],498,2023-02-22,2023-02-22,304
appliance-extractor_hood,good_condition,10409,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790040>],357,2023-02-24,2023-02-25,305
appliance-washing_machine,good_condition,13088,not_available,[<shapely.geometry.point.Point object at 0x7fb730790340>],75,2023-02-23,2023-02-24,306
clothes-child_jacket,good_condition,12359,not_available,[<shapely.geometry.point.Point object at 0x7fb7307903a0>],399,2023-02-22,2023-02-25,307
furniture-cot,good_condition,10779,not_available,[<shapely.geometry.point.Point object at 0x7fb730790400>],176,2023-02-20,2023-02-22,308
furniture-sofa,medium_conditionbad_condition,12439,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790460>],894,2023-02-20,2023-02-25,309
miscelaneaous-plant,good_condition,10709,not_available,[<shapely.geometry.point.Point object at 0x7fb7307904c0>],197,2023-02-20,2023-02-26,310
miscelaneaous-ski_skates,medium_conditionbad_condition,10789,not_available,[<shapely.geometry.point.Point object at 0x7fb730790190>],541,2023-02-22,2023-02-23,311
appliance-coffee_machine,good_condition,12589,not_available,[<shapely.geometry.point.Point object at 0x7fb7307903d0>],981,2023-02-24,2023-02-25,312
furniture-cabinet,medium_conditionbad_condition,12349,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307905e0>],518,2023-02-24,2023-02-24,313
tech-phone,good_condition,13158,not_available,[<shapely.geometry.point.Point object at 0x7fb730790640>],46,2023-02-19,2023-02-23,314
furniture-cot,good_condition,12685,not_available,[<shapely.geometry.point.Point object at 0x7fb730790520>],528,2023-02-23,2023-02-23,315
lighting-chandelier,medium_conditionbad_condition,12679,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790700>],33,2023-02-22,2023-02-25,316
appliance-coffee_machine,medium_conditionbad_condition,12589,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790760>],491,2023-02-21,2023-02-26,317
appliance-coffee_machine,medium_conditionbad_condition,13405,not_available,[<shapely.geometry.point.Point object at 0x7fb7307907c0>],767,2023-02-22,2023-02-23,318
appliance-pan,medium_conditionbad_condition,10551,not_available,[<shapely.geometry.point.Point object at 0x7fb730790820>],577,2023-02-24,2023-02-24,319
furniture-cot,medium_conditionbad_condition,10585,not_available,[<shapely.geometry.point.Point object at 0x7fb730790880>],471,2023-02-23,2023-02-25,320
furniture-cabinet,medium_conditionbad_condition,14199,not_available,[<shapely.geometry.point.Point object at 0x7fb7307908e0>],32,2023-02-24,2023-02-25,321
musical_equipment-sound_amplifier,medium_conditionbad_condition,12439,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307906a0>],396,2023-02-20,2023-02-21,322
lighting-lightbulb,good_condition,13089,not_available,[<shapely.geometry.point.Point object at 0x7fb730790610>],659,2023-02-23,2023-02-24,323
appliance-sandwich_maker,medium_conditionbad_condition,10317,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790a30>],478,2023-02-24,2023-02-26,324
miscelaneaous-plant,good_condition,10365,not_available,[<shapely.geometry.point.Point object at 0x7fb730790a90>],32,2023-02-20,2023-02-24,325
shoes-manshoes,good_condition,13125,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790970>],578,2023-02-21,2023-02-23,326
miscelaneaous-ski_skates,good_condition,10999,not_available,[<shapely.geometry.point.Point object at 0x7fb730790b50>],145,2023-02-22,2023-02-22,327
tech-keyboard,good_condition,12347,not_available,[<shapely.geometry.point.Point object at 0x7fb730790bb0>],257,2023-02-20,2023-02-20,328
lighting-chandelier,good_condition,14193,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790a60>],152,2023-02-26,2023-02-26,329
lighting-lightbulb,medium_conditionbad_condition,13599,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790c70>],582,2023-02-24,2023-02-25,330
musical_equipment-battery,good_condition,12109,not_available,[<shapely.geometry.point.Point object at 0x7fb730790cd0>],850,2023-02-19,2023-02-23,331
miscelaneaous-books,good_condition,12679,not_available,[<shapely.geometry.point.Point object at 0x7fb7307909a0>],160,2023-02-19,2023-02-24,332
appliance-stove,medium_conditionbad_condition,14055,not_available,[<shapely.geometry.point.Point object at 0x7fb730790d90>],835,2023-02-19,2023-02-22,333
clothes-man_clothes,good_condition,14163,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790df0>],573,2023-02-20,2023-02-22,334
tech-desktop,medium_conditionbad_condition,12207,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790e50>],766,2023-02-23,2023-02-26,335
miscelaneaous-ironing_board,good_condition,14129,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790eb0>],310,2023-02-20,2023-02-26,336
appliance-dish_washer,medium_conditionbad_condition,13349,not_available,[<shapely.geometry.point.Point object at 0x7fb730790f10>],197,2023-02-21,2023-02-23,337
furniture-sofa,medium_conditionbad_condition,13599,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790f70>],253,2023-02-23,2023-02-25,338
appliance-refrigerator,good_condition,14199,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790250>],117,2023-02-24,2023-02-24,339
appliance-extractor_hood,good_condition,10963,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790b20>],608,2023-02-25,2023-02-26,340
appliance-dish_washer,medium_conditionbad_condition,12555,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791090>],656,2023-02-20,2023-02-22,341
clothes-child_clothes,good_condition,10823,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790f40>],323,2023-02-20,2023-02-26,342
miscelaneaous-books,good_condition,12207,not_available,[<shapely.geometry.point.Point object at 0x7fb730791150>],968,2023-02-25,2023-02-25,343
lighting-lighting,medium_conditionbad_condition,10557,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307911b0>],597,2023-02-20,2023-02-26,344
clothes-man_clothes,good_condition,14169,not_available,[<shapely.geometry.point.Point object at 0x7fb730791210>],63,2023-02-22,2023-02-23,345
miscelaneaous-books,medium_conditionbad_condition,10553,not_available,[<shapely.geometry.point.Point object at 0x7fb730791270>],573,2023-02-22,2023-02-24,346
furniture-sofafurniture-armchair,good_condition,10435,not_available,[<shapely.geometry.point.Point object at 0x7fb730791030>],285,2023-02-22,2023-02-25,347
appliance-air_conditioner,medium_conditionbad_condition,12053,not_available,[<shapely.geometry.point.Point object at 0x7fb730790070>],386,2023-02-25,2023-02-26,348
miscelaneaous-picture_frame,good_condition,10319,not_available,[<shapely.geometry.point.Point object at 0x7fb7307913c0>],789,2023-02-21,2023-02-25,349
furniture-bookcase,medium_conditionbad_condition,13086,not_available,[<shapely.geometry.point.Point object at 0x7fb7307913f0>],559,2023-02-20,2023-02-26,350
tech-phone,good_condition,13439,not_available,[<shapely.geometry.point.Point object at 0x7fb730791480>],813,2023-02-23,2023-02-25,351
furniture-table,medium_conditionbad_condition,13351,avaliable,[<shapely.geometry.point.Point object at 0x7fb730790c40>],482,2023-02-21,2023-02-26,352
musical_equipment-contrabass,medium_conditionbad_condition,10717,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791540>],782,2023-02-23,2023-02-25,353
clothes-child_jacket,medium_conditionbad_condition,13409,not_available,[<shapely.geometry.point.Point object at 0x7fb7307915a0>],731,2023-02-20,2023-02-21,354
miscelaneaous-plant,good_condition,10713,not_available,[<shapely.geometry.point.Point object at 0x7fb730791600>],772,2023-02-22,2023-02-23,355
miscelaneaous-bicycle,medium_conditionbad_condition,13355,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791630>],684,2023-02-24,2023-02-24,356
tech-desktop,medium_conditionbad_condition,10119,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307916c0>],557,2023-02-20,2023-02-21,357
furniture-table,medium_conditionbad_condition,12309,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791420>],410,2023-02-22,2023-02-26,358
appliance-popcorn_maker,good_condition,10707,not_available,[<shapely.geometry.point.Point object at 0x7fb730791780>],772,2023-02-23,2023-02-23,359
appliance-clothes_iron,good_condition,10829,not_available,[<shapely.geometry.point.Point object at 0x7fb7307917e0>],814,2023-02-24,2023-02-26,360
appliance-sandwich_maker,good_condition,14050,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791840>],742,2023-02-21,2023-02-26,361
appliance-air_conditioner,good_condition,12157,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307918a0>],732,2023-02-21,2023-02-26,362
appliance-sandwich_maker,good_condition,14055,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791900>],600,2023-02-21,2023-02-26,363
musical_equipment-piano,medium_conditionbad_condition,13587,not_available,[<shapely.geometry.point.Point object at 0x7fb730791960>],445,2023-02-22,2023-02-25,364
appliance-dish_washer,medium_conditionbad_condition,13581,not_available,[<shapely.geometry.point.Point object at 0x7fb7307919c0>],83,2023-02-23,2023-02-25,365
clothes-child_clothes,medium_conditionbad_condition,12059,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791660>],275,2023-02-20,2023-02-21,366
lighting-lightbulb,medium_conditionbad_condition,13051,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307919f0>],830,2023-02-22,2023-02-25,367
furniture-bed,good_condition,10777,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791a50>],72,2023-02-22,2023-02-26,368
furniture-cot,medium_conditionbad_condition,14199,not_available,[<shapely.geometry.point.Point object at 0x7fb7307914e0>],143,2023-02-20,2023-02-24,369
miscelaneaous-carpet,good_condition,10437,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791ba0>],714,2023-02-20,2023-02-21,370
furniture-cot,good_condition,10557,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791c00>],407,2023-02-23,2023-02-25,371
appliance-refrigerator,medium_conditionbad_condition,10709,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791c60>],647,2023-02-23,2023-02-25,372
furniture-sofafurniture-armchair,good_condition,10627,not_available,[<shapely.geometry.point.Point object at 0x7fb730791b70>],630,2023-02-21,2023-02-21,373
clothes-child_clothes,medium_conditionbad_condition,10557,not_available,[<shapely.geometry.point.Point object at 0x7fb730790160>],165,2023-02-20,2023-02-22,374
shoes-manshoes,good_condition,10961,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791db0>],723,2023-02-20,2023-02-23,375
musical_equipment-contrabass,medium_conditionbad_condition,14053,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791e10>],958,2023-02-22,2023-02-25,376
musical_equipment-contrabass,good_condition,14197,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791cf0>],92,2023-02-20,2023-02-25,377
furniture-cot,good_condition,13465,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791b40>],982,2023-02-19,2023-02-24,378
