item_id,item_condition,item_postcode,item_lat,item_lng,item_status,searched_item_postcode,item_datetime_posted,item_datetimechangeditemstatus,n_stars,user_looker_id,user_looker_lat,user_looker_lng,item_category,item_name,searched_item_name,searched_item_category
1209,1,14109,5.252.583.451,1.322.909.101,not_available,10178,2023-02-26,2023-03-19,5,1178,5.258.541.274,133.065.051,musical_equipment,battery,tech,keyboard
1494,2,13591,5.258.719.058,1.329.445.879,not_available,13353,2023-03-07,2023-03-07,5,936,5.254.285.381,1.336.019.522,furniture,sofa,appliance,vacuum_cleaner
937,2,10119,5.255.861.569,1.331.043.464,avaliable,14195,2023-02-19,2023-02-23,4,800,5.241.362.265,1.342.113.163,clothes,man_jacket,appliance,dish_washer
367,1,10439,5.244.795.259,1.358.897.617,avaliable,13587,2023-02-19,2023-03-03,4,1415,5.250.510.059,1.334.146.688,appliance,air_conditioner,shoes,child_shoes
339,1,10405,5.250.100.077,1.349.005.777,not_available,14165,2023-03-06,2023-03-06,3,1179,5.255.305.555,1.342.102.531,appliance,dish_washer,musical_equipment,piano
471,2,12107,5.253.334.746,1.325.894.007,avaliable,12109,2023-03-02,2023-03-13,5,1454,5.261.692.805,1.342.185.218,miscelaneaous,plant,appliance,sandwich_maker
879,2,13403,5.243.453.173,1.357.696.351,avaliable,10315,2023-02-23,2023-03-19,2,365,5.244.606.572,1.335.109.407,musical_equipment,sound_amplifier,lighting,lightbulb
381,2,13595,5.252.335.903,1.334.539.741,avaliable,13627,2023-02-23,2023-03-03,3,96,5.248.258.001,1.350.387.663,miscelaneaous,suitcase,furniture,rollcontainers
51,2,10997,5.241.821.767,1.321.762.133,not_available,14057,2023-02-21,2023-02-22,1,1,5.259.720.324,1.329.737.556,musical_equipment,sound_amplifier,musical_equipment,sound_amplifier
970,2,12685,5.248.010.084,1.344.830.319,avaliable,12351,2023-02-20,2023-03-04,2,666,5.246.339.398,1.337.693.446,home,carpet,furniture,trolley
981,3,12101,5.253.285.765,1.328.333.287,avaliable,12459,2023-02-23,2023-03-15,1,194,5.245.548.564,1.342.985.251,appliance,blender,furniture,chair
774,2,10409,5.253.215.748,1.339.591.876,not_available,13509,2023-03-16,2023-03-17,5,1143,5.246.576.829,1.338.448.218,furniture,bed,appliance,heater
1439,1,12459,5.246.059.003,134.869.648,not_available,10625,2023-03-12,2023-03-19,2,1384,5.248.774.795,1.341.449.934,miscelaneaous,ironing_board,appliance,refrigerator
826,2,13089,5.252.823.738,1.331.766.705,not_available,13086,2023-02-18,2023-03-14,5,885,5.253.063.536,1.339.504.095,miscelaneaous,frame,appliance,kettle
1374,3,13129,5.248.428.353,1.356.996.103,avaliable,10587,2023-03-05,2023-03-05,5,1321,5.253.292.604,1.337.712.543,clothes,woman_jacket,furniture,sofa
863,3,12099,5.250.727.322,1.341.450.204,avaliable,13469,2023-02-20,2023-02-24,3,48,5.246.739.282,1.332.422.691,home,mattress,musical_equipment,battery
217,2,12587,5.244.293.838,1.336.546.723,avaliable,14055,2023-03-06,2023-03-14,2,830,5.248.010.084,134.828.742,appliance,coffee_machine,appliance,pan
824,3,13347,5.250.993.475,1.332.535.225,not_available,12355,2023-02-23,2023-03-16,3,177,5.249.878.829,1.329.953.349,appliance,popcorn_maker,appliance,kettle
128,1,12207,5.251.179.823,1.338.444.642,not_available,10967,2023-03-04,2023-03-17,2,978,5.247.020.462,1.341.780.063,kids,baby_carriage,miscelaneaous,picture_frame
143,3,10365,5.252.987.652,1.342.210.603,avaliable,14050,2023-02-28,2023-02-28,4,391,5.243.316.969,1.351.348.098,miscelaneaous,roller_skates,appliance,vacuum_cleaner
892,1,13057,5.246.011.395,1.344.117.297,avaliable,12307,2023-03-02,2023-03-13,3,578,5.258.972.083,1.334.856.365,miscelaneaous,plant,kids,baby_carriage
1240,1,10781,5.256.546.025,1.339.707.239,avaliable,14195,2023-03-08,2023-03-18,2,1350,5.244.545.663,1.345.599.307,tech,desktop,appliance,dish_washer
1274,2,10963,5.246.453.145,1.345.419.186,avaliable,10961,2023-03-06,2023-03-08,5,87,5.240.568.548,1.339.585.879,appliance,washing_machine,appliance,air_conditioner
665,2,13089,5.254.869.286,1.341.195.835,avaliable,13057,2023-02-26,2023-03-02,1,1194,5.253.566.567,1.326.853.018,musical_equipment,battery,appliance,popcorn_maker
595,3,10367,5.250.006.999,1.325.794.438,not_available,10785,2023-03-05,2023-03-17,3,1018,5.253.435.863,1.358.960.584,furniture,table,furniture,shoe_rack
1428,2,13359,5.249.925.468,1.361.391.376,not_available,12157,2023-03-11,2023-03-14,2,467,5.253.604.088,1.329.226.272,musical_equipment,contrabass,lighting,lightbulb
230,1,13583,5.256.372.719,1.347.258.349,not_available,10119,2023-02-19,2023-03-10,4,655,5.249.054.627,134.922.943,appliance,popcorn_maker,furniture,sofa
54,1,12435,5.253.618.964,1.340.502.561,avaliable,12167,2023-03-06,2023-03-15,1,679,5.254.655.353,1.334.534.706,appliance,pan,appliance,heater
1095,2,10119,5.243.498.193,1.344.479.826,not_available,13439,2023-03-02,2023-03-09,4,395,5.249.572.161,1.338.410.022,miscelaneaous,suitcase,appliance,dish_washer
1400,3,13189,5.255.419.174,1.339.460.988,not_available,12351,2023-02-27,2023-03-11,4,409,5.250.673.296,1.323.996.583,furniture,bed,appliance,kettle
1073,2,10719,525.113.558,1.337.155.807,avaliable,12627,2023-03-10,2023-03-11,4,1104,5.239.842.508,1.322.798.217,kids,baby_carriage,appliance,vacuum_cleaner
1290,1,13059,5.248.987.586,1.335.197.458,avaliable,13347,2023-02-24,2023-03-12,4,1080,5.257.552.493,1.327.075.375,lighting,lightbulb,lighting,lightbulb
835,1,14089,5.249.738.973,1.344.655.082,avaliable,10435,2023-02-18,2023-02-28,5,1036,5.253.763.717,132.784.617,appliance,air_conditioner,appliance,sandwich_maker
1017,1,10318,5.257.327.815,1.360.207.584,avaliable,13589,2023-02-23,2023-03-16,4,1432,5.247.669.659,1.332.384.497,furniture,armchair,appliance,coffee_machine
1338,3,13581,5.242.833.932,1.330.235.065,avaliable,12101,2023-02-24,2023-03-16,5,487,5.250.366.607,1.322.396.448,appliance,extractor_hood,furniture,cot
822,3,13585,5.252.127.439,134.367.612,avaliable,13507,2023-02-21,2023-02-26,4,580,5.254.128.576,1.338.586.758,clothes,woman_jacket,furniture,chair
1261,3,12107,5.243.037.328,1.343.753.732,avaliable,12161,2023-03-04,2023-03-10,2,903,5.252.750.274,1.343.130.064,clothes,child_clothes,furniture,cupboard
935,2,13509,524.157.517,1.335.177.042,not_available,12353,2023-02-20,2023-03-11,4,409,5.251.351.245,1.334.305.996,musical_equipment,contrabass,miscelaneaous,board
1477,2,13595,5.247.231.971,1.329.720.875,not_available,13589,2023-03-08,2023-03-17,4,327,5.258.577.029,1.344.749.891,miscelaneaous,shopping_venture,furniture,shoe_rack
129,1,12161,5.242.759.557,1.336.931.014,not_available,12157,2023-02-21,2023-03-05,4,852,5.252.830.346,1.326.638.398,shoes,man_shoes,kids,stroller
1375,3,12103,5.247.145.189,1.339.861.994,avaliable,12057,2023-02-28,2023-03-14,4,589,5.251.423.351,1.337.270.511,furniture,bookcase,miscelaneaous,plant
1058,1,10717,5.245.292.808,1.338.008.157,not_available,10585,2023-02-21,2023-03-01,1,1208,5.247.945.108,1.330.120.456,home,mattress,tech,phone
792,1,10587,5.249.162.104,1.346.549.424,not_available,14199,2023-02-24,2023-03-11,5,1148,5.255.592.244,134.784.038,clothes,child_clothes,clothes,man_jacket
385,1,10781,5.247.946.045,1.346.817.084,avaliable,14199,2023-02-24,2023-03-10,5,377,5.250.303.438,1.326.626.049,furniture,desk,clothes,woman_jacket
1223,2,14193,5.253.063.956,1.335.024.548,avaliable,13187,2023-03-12,2023-03-18,2,594,5.249.633.223,134.330.902,furniture,shelf,musical_equipment,piano
141,1,12679,5.251.865.328,1.317.193.939,not_available,12527,2023-02-18,2023-02-28,2,791,525.037.189,1.326.117.363,shoes,child_shoes,furniture,sofa
21,1,10997,5.256.331.184,1.345.219.849,not_available,10249,2023-03-05,2023-03-09,3,1026,5.254.311.252,1.337.669.957,clothes,woman_clothes,appliance,sandwich_maker
851,2,14129,5.252.428.863,131.663.239,avaliable,10825,2023-02-28,2023-03-13,5,212,5.255.968.746,1.338.626.785,furniture,rollcontainers,appliance,vacuum_cleaner
768,1,10999,5.254.642.032,1.332.831.462,avaliable,10715,2023-03-02,2023-03-06,3,259,5.249.837.954,1.340.526.428,miscelaneaous,frame,appliance,extractor_hood
361,1,10779,5.254.350.078,1.345.249.359,avaliable,12357,2023-02-28,2023-03-15,4,591,5.244.293.838,1.333.965.441,miscelaneaous,books,furniture,bookcase
1440,2,10437,5.249.394.677,1.343.206.196,avaliable,13086,2023-03-02,2023-03-05,1,368,5.249.540.198,1.349.676.248,lighting,lightbulb,tech,laptop
1143,1,12357,5.243.513.974,1.332.239.085,not_available,10367,2023-03-07,2023-03-17,2,870,5.241.174.444,1.333.677.877,shoes,man_shoes,lighting,chandelier
1302,3,10629,5.252.398.366,1.333.481.801,not_available,10315,2023-02-21,2023-03-14,1,281,5.252.453.981,1.332.291.539,clothes,child_clothes,clothes,child_clothes
224,2,13587,5.247.115.633,1.330.981.921,not_available,12205,2023-03-13,2023-03-19,4,1144,5.251.317.304,135.720.494,miscelaneaous,books,appliance,extractor_hood
642,1,12103,525.331.663,133.632.593,not_available,12161,2023-02-20,2023-02-26,4,1151,5.252.203.943,1.341.482.442,furniture,shoe_rack,appliance,refrigerator
351,2,10119,525.056.962,1.334.771.421,avaliable,12165,2023-03-01,2023-03-17,3,497,5.251.387.221,1.329.370.703,kids,baby_carriage,furniture,trolley
162,3,10319,5.242.871.435,1.336.772.098,not_available,12489,2023-03-16,2023-03-18,1,1189,5.248.530.739,1.335.747.272,tech,keyboard,kids,stroller
1422,1,12685,5.253.962.027,1.339.561.856,not_available,10823,2023-03-05,2023-03-15,3,1293,524.970.633,1.349.173.592,tech,laptop,kids,stroller
334,2,13439,5.243.513.974,1.348.319.433,not_available,14193,2023-02-25,2023-03-03,3,1283,5.259.707.942,1.360.018.946,appliance,washing_machine,lighting,lightbulb
10,3,13088,5.251.947.206,1.334.458.881,avaliable,12277,2023-03-07,2023-03-14,4,847,5.244.852.626,1.331.190.183,clothes,man_jacket,appliance,sandwich_maker
806,3,10319,5.253.269.925,1.346.546.986,not_available,10409,2023-03-01,2023-03-11,4,1054,524.190.992,1.337.957.311,miscelaneaous,purse,furniture,sofa
1268,1,10439,5.250.166.635,1.356.923.633,avaliable,10719,2023-02-27,2023-03-18,4,1285,5.250.583.195,1.327.197.729,appliance,washing_machine,clothes,child_clothes
476,3,12305,5.253.195.002,1.339.013.585,not_available,12524,2023-02-19,2023-03-08,2,804,5.246.442.287,1.331.506.992,tech,desktop,furniture,mirror
632,2,10555,5.247.463.792,1.337.693.265,avaliable,12629,2023-02-26,2023-03-08,3,263,5.251.024.734,1.333.504.063,tech,desktop,furniture,mirror
750,2,12107,5.263.372.596,1.356.203.095,avaliable,12621,2023-03-06,2023-03-18,5,352,5.249.261.987,1.332.193.078,shoes,woman_shoes,appliance,drying_rack
648,2,12557,5.246.970.088,1.337.236.194,not_available,12279,2023-02-24,2023-02-25,4,758,5.247.210.109,1.357.141.074,appliance,air_conditioner,appliance,coffee_machine
1327,3,10783,5.248.949.106,1.335.945.452,avaliable,12109,2023-02-22,2023-03-16,4,1207,525.158.043,1.357.123.625,furniture,shoe_rack,clothes,man_clothes
1386,2,12247,5.249.897.414,1.333.495.002,avaliable,10365,2023-02-28,2023-03-13,4,1267,5.251.895.872,1.318.637.223,furniture,mirror,tech,phone
599,2,10243,5.253.779.886,1.333.235.686,not_available,12687,2023-03-02,2023-03-15,5,218,5.248.750.092,1.334.486.166,miscelaneaous,suitcase,home,mattress
150,3,12103,5.247.112.885,1.331.962.677,not_available,13351,2023-02-23,2023-02-25,2,1341,5.252.547.538,1.355.671.283,miscelaneaous,ironing_board,furniture,bookcase
1480,1,12157,5.254.204.871,1.346.769.477,avaliable,13581,2023-02-21,2023-03-09,1,663,5.244.014.251,1.353.699.691,home,carpet,furniture,table
800,2,13583,5.249.793.955,1.342.896.441,not_available,12589,2023-02-22,2023-03-05,1,345,5.248.786.616,1.348.949.084,furniture,mirror,furniture,trolley
243,2,10627,5.246.067.377,1.337.289.381,not_available,13597,2023-03-09,2023-03-13,1,131,5.250.799.999,133.409.307,appliance,pan,tech,laptop
868,1,12055,5.241.038.462,1.359.892.867,avaliable,13353,2023-02-21,2023-03-15,5,633,5.247.306.026,1.335.894.465,appliance,refrigerator,appliance,washing_machine
1154,2,12207,5.245.829.322,1.336.280.782,not_available,10367,2023-02-25,2023-03-11,2,1443,5.244.374.089,1.353.688.945,musical_equipment,contrabass,miscelaneaous,roller_skates
1105,1,14089,5.242.204.947,1.341.726.292,not_available,12209,2023-02-25,2023-03-01,2,726,5.250.341.492,133.442.906,furniture,rollcontainers,clothes,child_clothes
541,3,13587,5.252.491.756,1.339.759.399,avaliable,12049,2023-02-24,2023-03-09,2,789,5.249.256.921,1.340.208.927,miscelaneaous,suitcase,clothes,woman_clothes
626,3,12689,5.242.585.741,132.932.244,avaliable,10179,2023-03-06,2023-03-09,1,564,5.243.141.454,1.339.740.726,clothes,child_jacket,miscelaneaous,books
379,1,10245,5.258.222.236,1.351.149.302,not_available,12681,2023-02-19,2023-02-26,5,153,5.250.012.467,1.318.902.864,appliance,clothes_iron,clothes,child_jacket
779,3,10585,5.247.094.133,1.348.693.494,avaliable,13156,2023-02-24,2023-03-15,5,286,52.581.578,1.345.375.122,clothes,child_clothes,furniture,shoe_rack
1184,3,10249,5.251.144.223,1.335.108.515,not_available,13465,2023-02-22,2023-02-26,3,521,5.249.935.409,1.343.117.498,clothes,man_clothes,kids,stroller
891,1,10369,5.250.566.695,1.335.900.686,avaliable,13409,2023-02-21,2023-03-19,5,44,5.254.768.123,13.378.999,furniture,shelf,musical_equipment,sound_amplifier
341,2,13505,5.257.972.658,1.343.549.303,avaliable,10827,2023-03-14,2023-03-15,1,226,5.253.310.086,1.330.151.157,miscelaneaous,frame,appliance,popcorn_maker
1010,3,12099,5.250.007.591,1.343.597.928,avaliable,10179,2023-02-28,2023-03-06,5,458,5.250.566.662,1.335.601.886,clothes,woman_jacket,clothes,man_clothes
1097,3,10407,5.257.071.989,1.331.918.518,not_available,10407,2023-03-13,2023-03-17,1,1277,525.316.394,1.347.106.376,furniture,bedside_table,home,carpet
141,1,10779,5.255.166.363,1.342.375.707,avaliable,10405,2023-02-21,2023-03-02,3,641,5.243.257.297,136.044.026,furniture,trolley,tech,keyboard
1325,1,14055,525.457.734,1.326.135.261,not_available,10318,2023-03-08,2023-03-15,4,1239,5.249.399.066,1.335.906.251,tech,phone,musical_equipment,sound_amplifier
386,3,14197,5.252.778.499,1.345.531.369,avaliable,13127,2023-02-28,2023-03-12,1,1220,5.237.114.768,1.325.603.205,furniture,cot,furniture,rollcontainers
358,1,13629,5.240.797.058,1.341.534.915,avaliable,13086,2023-02-24,2023-02-25,5,67,525.342.006,1.341.557.535,appliance,clothes_iron,furniture,chair
713,3,12209,5.255.203.426,135.575.374,not_available,12169,2023-03-01,2023-03-06,5,112,5.252.931.276,1.339.523.845,furniture,shoe_rack,appliance,pan
273,3,13156,5.245.124.519,1.332.623.315,avaliable,13503,2023-02-19,2023-02-28,2,1209,5.260.611.276,1.358.565.862,appliance,extractor_hood,lighting,chandelier
437,2,12557,5.252.621.082,1.343.585.194,not_available,12165,2023-03-03,2023-03-15,5,1160,5.260.816.562,1.338.233.268,furniture,wardrobe,miscelaneaous,bicycle
395,1,10119,5.249.308.369,1.340.043.723,not_available,12437,2023-02-18,2023-03-10,1,273,5.252.210.589,1.344.035.429,miscelaneaous,books,miscelaneaous,carpet
1455,3,12209,5.250.615.989,1.360.419.668,not_available,12169,2023-02-26,2023-03-06,4,177,5.250.378.172,133.401.099,appliance,pan,furniture,desk
379,2,10785,5.242.969.916,1.328.009.184,not_available,12357,2023-02-18,2023-03-11,5,1295,5.251.637.724,1.336.155.827,furniture,cot,clothes,man_jacket
1179,2,12557,5.243.374.993,1.352.566.811,not_available,10249,2023-03-03,2023-03-08,5,14,5.250.491.261,1.348.909.423,furniture,desk,furniture,cupboard
433,2,10707,525.518.769,1.334.575.593,not_available,12043,2023-02-18,2023-03-11,4,857,5.249.038.439,1.336.763.951,clothes,man_jacket,appliance,dish_washer
1149,2,13407,5.243.367.613,1.356.939.498,avaliable,12053,2023-02-27,2023-03-15,2,410,5.252.687.663,1.341.104.537,appliance,heater,appliance,blender
329,2,10781,5.253.079.698,1.337.552.111,not_available,10179,2023-03-09,2023-03-11,4,513,5.251.320.307,1.332.807.657,shoes,child_shoes,furniture,bedside_table
316,3,12349,524.847.612,1.339.148.401,not_available,10247,2023-02-22,2023-03-17,2,848,5.254.550.486,1.346.366.014,clothes,man_clothes,musical_equipment,guitar
427,3,10709,5.245.413.549,1.329.388.922,avaliable,13627,2023-02-26,2023-02-26,1,1025,524.963.628,1.345.885.525,musical_equipment,piano,appliance,refrigerator
580,2,10243,5.248.504.836,1.346.347.499,not_available,13509,2023-02-20,2023-03-11,2,925,5.251.018.237,1.332.326.315,miscelaneaous,bicycle,musical_equipment,piano
517,1,13409,5.252.027.492,1.335.220.021,not_available,10585,2023-03-13,2023-03-13,2,1489,5.246.720.538,1.330.071.551,furniture,sofa,miscelaneaous,books
1382,2,13407,5.252.825.262,1.337.215.211,not_available,12685,2023-03-04,2023-03-18,5,340,5.255.728.837,1.336.124.669,appliance,extractor_hood,home,carpet
65,1,13187,5.254.960.693,1.338.643.133,not_available,10625,2023-03-13,2023-03-15,1,1300,5.245.226.137,1.369.953.656,furniture,cabinet,furniture,rollcontainers
1416,2,13593,5.255.861.569,133.498.683,avaliable,10435,2023-02-26,2023-03-04,3,462,5.251.403.618,1.339.523.845,furniture,cot,shoes,woman_shoes
862,3,12167,5.252.957.056,1.329.153.573,avaliable,13467,2023-02-19,2023-02-21,5,1495,5.243.172.936,1.345.826.896,furniture,cupboard,appliance,vacuum_cleaner
86,3,10781,5.238.667.237,1.337.107.945,avaliable,13127,2023-02-18,2023-02-28,4,1403,5.246.313.405,1.343.626.274,shoes,child_shoes,clothes,man_clothes
1454,2,10435,5.258.879.105,1.334.203.037,avaliable,10827,2023-03-08,2023-03-14,1,607,5.248.192.914,1.341.728.287,appliance,air_conditioner,lighting,chandelier
266,3,13627,5.244.172.896,1.344.270.149,not_available,10587,2023-02-26,2023-03-13,1,637,5.257.490.132,1.348.532.739,kids,stroller,appliance,clothes_iron
1417,1,12249,5.235.134.696,1.343.910.054,avaliable,13583,2023-02-18,2023-02-18,1,1103,5.256.135.559,1.337.116.003,home,carpet,musical_equipment,contrabass
86,3,12157,5.246.346.785,1.334.515.132,avaliable,13089,2023-03-11,2023-03-18,5,779,524.428.048,1.342.113.818,clothes,woman_clothes,furniture,cot
61,1,12557,524.877.061,1.344.041.661,avaliable,10823,2023-02-23,2023-03-14,1,516,5.252.217.558,1.333.673.202,furniture,bookcase,lighting,chandelier
1116,2,12357,5.249.090.563,1.334.165.063,avaliable,10407,2023-02-27,2023-03-12,3,72,5.243.850.452,1.338.760.043,furniture,trolley,appliance,refrigerator
1334,1,12526,525.014.055,1.340.692.121,not_available,14163,2023-02-25,2023-03-10,3,1153,5.256.493.291,134.141.774,furniture,trolley,appliance,coffee_machine
24,2,10437,5.250.952.456,1.319.940.052,avaliable,10999,2023-03-07,2023-03-09,1,1315,5.249.946.602,1.332.632.986,miscelaneaous,board,tech,desktop
1237,3,12249,5.248.292.748,1.335.902.712,avaliable,12051,2023-02-26,2023-03-18,2,1131,5.253.263.117,1.333.495.002,appliance,stove,appliance,kettle
595,3,13437,5.249.528.904,1.341.726.292,not_available,10961,2023-03-03,2023-03-09,2,755,5.253.040.622,1.317.255.063,appliance,stove,miscelaneaous,ski_skates
660,3,12627,5.252.602.308,133.296.167,not_available,12353,2023-02-19,2023-02-23,5,369,5.253.598.641,1.331.989.296,clothes,man_jacket,furniture,desk
799,3,13158,5.248.152.322,1.318.728.441,avaliable,14199,2023-02-18,2023-02-23,3,140,5.249.149.495,1.332.599.623,furniture,shelf,miscelaneaous,books
1165,1,10629,5.251.433.553,1.332.202.058,avaliable,13465,2023-03-15,2023-03-19,5,1358,5.243.144.879,1.338.018.445,kids,baby_carriage,clothes,child_jacket
1246,2,12045,5.241.994.554,1.340.268.637,not_available,12159,2023-03-06,2023-03-12,3,874,525.158.043,1.316.221.497,furniture,shelf,appliance,drying_rack
363,3,12307,5.251.831.441,1.347.871.262,not_available,10557,2023-02-23,2023-03-14,5,595,5.244.282.913,1.328.004.245,clothes,woman_jacket,miscelaneaous,suitcase
1176,1,13509,5.252.773.251,1.331.643.074,not_available,13627,2023-02-20,2023-03-12,2,354,5.255.542.828,1.342.419.582,lighting,lightbulb,musical_equipment,battery
1023,3,12355,5.246.974.367,1.332.169.626,avaliable,12357,2023-02-27,2023-03-02,5,75,5.255.784.088,1.324.691.998,kids,stroller,miscelaneaous,roller_skates
353,1,13405,5.247.266.448,1.338.104.575,not_available,12055,2023-03-03,2023-03-09,2,1353,5.260.171.055,1.335.144.046,furniture,desk,miscelaneaous,suitcase
461,3,10709,5.263.190.684,1.341.683.949,avaliable,10317,2023-02-25,2023-02-27,2,425,5.247.241.173,1.327.142.056,appliance,pan,furniture,shelf
1161,1,10559,5.255.956.147,1.343.607.204,avaliable,13359,2023-03-11,2023-03-12,2,944,5.254.936.355,1.344.974.324,miscelaneaous,bicycle,clothes,man_jacket
1250,1,10785,5.256.665.132,1.333.618.464,not_available,12435,2023-03-04,2023-03-10,5,615,5.251.524.717,1.334.998.481,musical_equipment,sound_amplifier,appliance,popcorn_maker
251,2,13158,5.254.445.385,1.337.117.024,avaliable,10119,2023-03-06,2023-03-18,3,1125,5.242.781.936,1.331.502.943,clothes,child_clothes,clothes,child_clothes
178,1,12045,5.257.079.047,1.351.520.192,not_available,10997,2023-02-25,2023-03-13,5,713,5.245.847.206,1.334.627.229,furniture,shelf,clothes,child_clothes
1064,1,13351,5.248.320.769,1.347.577.179,avaliable,13357,2023-03-01,2023-03-17,3,627,5.253.386.987,1.345.599.307,home,carpet,furniture,table
751,1,12161,5.243.592.505,1.355.814.914,not_available,12526,2023-02-18,2023-03-06,5,998,5.245.823.785,1.336.046.159,miscelaneaous,ski_skates,appliance,extractor_hood
842,2,10785,5.250.313.535,1.335.663.799,avaliable,12349,2023-02-20,2023-03-16,4,1053,5.254.139.519,1.331.542.218,miscelaneaous,ironing_board,miscelaneaous,shopping_venture
454,2,12623,5.253.982.701,1.338.875.758,not_available,10783,2023-02-17,2023-03-12,1,709,5.253.850.211,1.330.966.292,appliance,vacuum_cleaner,lighting,lighting
138,3,12279,524.962.007,1.341.086.963,avaliable,14195,2023-02-21,2023-03-09,4,248,5.249.951.459,1.342.893.903,home,carpet,musical_equipment,guitar
1153,3,13583,5.245.556.393,1.328.531.194,not_available,13435,2023-02-20,2023-03-09,5,355,5.244.360.837,1.330.108.519,lighting,lightbulb,appliance,popcorn_maker
252,1,12055,5.252.177.576,1.341.554.844,not_available,13595,2023-02-18,2023-03-11,3,682,5.244.844.252,134.315.377,furniture,shoe_rack,miscelaneaous,bicycle
1280,1,10367,5.256.252.305,134.180.237,not_available,12629,2023-03-05,2023-03-18,3,788,5.247.537.443,1.343.545.733,lighting,lightbulb,clothes,man_jacket
297,1,12683,5.256.545.526,1.337.659.398,not_available,13187,2023-02-27,2023-03-02,3,1472,5.247.619.773,1.343.322.568,furniture,wardrobe,kids,baby_carriage
769,3,12629,5.257.871.543,1.328.896.465,not_available,12165,2023-02-23,2023-03-11,1,362,5.246.500.016,1.337.209.294,miscelaneaous,purse,furniture,shoe_rack
137,3,13347,5.245.335.697,1.340.637.903,not_available,12205,2023-02-24,2023-03-10,5,757,5.255.675.155,1.337.711.181,furniture,trolley,furniture,bed
1366,2,12159,5.242.265.446,1.342.869.573,not_available,12459,2023-02-18,2023-03-11,2,188,5.251.476.313,1.339.554.999,appliance,extractor_hood,appliance,kettle
1481,1,10963,524.608.041,1.318.599.216,avaliable,12205,2023-02-18,2023-02-22,5,242,525.554.604,1.335.580.492,appliance,pan,furniture,bookcase
1280,2,13469,5.251.442.062,1.333.898.646,avaliable,13409,2023-03-03,2023-03-16,2,984,5.250.703.435,1.320.068.223,furniture,cot,lighting,lightbulb
178,2,10555,5.258.167.935,134.540.461,not_available,12051,2023-02-20,2023-03-08,4,1130,5.251.790.525,1.345.256.417,shoes,child_shoes,appliance,air_conditioner
1461,2,13409,5.249.764.635,1.355.037.846,avaliable,10587,2023-02-27,2023-03-19,4,1244,5.250.378.274,1.313.324.983,appliance,dish_washer,miscelaneaous,suitcase
1464,2,12307,5.252.332.734,1.343.278.194,not_available,13057,2023-02-21,2023-03-03,2,833,5.252.187.829,1.347.427.567,miscelaneaous,roller_skates,appliance,dish_washer
1142,3,13407,5.252.310.998,1.328.610.906,not_available,13129,2023-03-04,2023-03-13,4,702,5.255.052.948,1.350.807.671,furniture,trolley,miscelaneaous,picture_frame
755,2,12683,5.251.582.761,13.302.024,not_available,10823,2023-02-21,2023-03-14,2,403,5.242.570.872,1.361.668.333,appliance,refrigerator,miscelaneaous,bicycle
710,1,13435,524.983.038,1.343.326.821,avaliable,10319,2023-02-28,2023-03-03,1,1492,5.246.559.125,1.319.095.739,shoes,child_shoes,miscelaneaous,ironing_board
44,1,12163,524.708.303,1.340.963.452,not_available,12107,2023-02-22,2023-03-11,2,881,524.269.221,1.340.715.125,musical_equipment,guitar,appliance,blender
1467,1,10623,5.245.078.295,133.090.119,avaliable,12621,2023-02-17,2023-02-25,4,933,5.245.829.322,1.345.613.832,furniture,bookcase,furniture,bedside_table
321,2,13405,5.242.414.311,1.355.053.043,not_available,10437,2023-02-26,2023-03-05,5,1407,525.210.915,1.328.155.017,appliance,refrigerator,appliance,air_conditioner
650,3,13509,5.246.083.413,132.718.238,not_available,13593,2023-02-26,2023-03-06,1,169,5.247.172.985,1.337.705.541,furniture,desk,furniture,cabinet
1034,3,10827,5.250.031.905,1.330.956.052,not_available,12309,2023-02-26,2023-03-13,2,1355,5.242.570.564,1.342.860.072,appliance,clothes_iron,miscelaneaous,suitcase
1331,3,10439,5.240.603.115,1.325.172.606,avaliable,10969,2023-03-04,2023-03-15,5,855,5.241.700.543,1.339.821.542,clothes,woman_jacket,miscelaneaous,ironing_board
708,1,13469,5.248.860.152,1.334.746.722,avaliable,13086,2023-03-06,2023-03-13,2,520,5.254.248.093,1.312.894.991,appliance,vacuum_cleaner,kids,stroller
566,3,10713,5.249.886.471,1.340.960.769,avaliable,10961,2023-03-14,2023-03-15,1,1490,5.248.173.303,134.265.308,shoes,child_shoes,miscelaneaous,picture_frame
718,3,10409,5.250.433.651,1.354.129.044,avaliable,10317,2023-03-05,2023-03-10,3,392,5.253.338.794,1.339.226.688,furniture,cot,furniture,sofa
42,3,14169,5.249.011.384,1.338.549.907,not_available,13086,2023-02-19,2023-03-13,3,1349,524.797.421,1.355.830.687,lighting,lightbulb,furniture,cupboard
232,1,13585,5.250.952.792,1.320.024.906,not_available,10243,2023-02-27,2023-03-06,3,342,5.249.886.831,1.346.644.308,furniture,mirror,home,carpet
1089,1,12057,5.245.549.387,1.337.900.911,avaliable,14195,2023-03-07,2023-03-07,1,1050,5.247.900.869,1.330.086.038,furniture,bookcase,furniture,wardrobe
118,1,10789,5.250.618.977,134.282.097,not_available,12623,2023-03-03,2023-03-05,2,184,525.038.752,1.340.224.013,musical_equipment,sound_amplifier,musical_equipment,piano
