search_id,item_category,item_condition,distance,item_available_timer,n_views,n_likes,item_available
797,5,3,31840,85,80,8,0
798,2,4,12490,72,1086,86,0
799,3,1,26510,97,1309,209,0
800,1,3,14180,74,1084,54,1
801,3,3,4717,82,65,8,1
802,1,2,1716,2,876,26,0
803,3,1,28921,86,1697,84,1
804,3,4,30909,39,1769,0,0
805,2,1,17136,29,1466,249,0
806,5,1,15319,2,1534,138,0
807,3,3,9274,44,900,162,1
808,5,1,13252,2,1456,116,1
809,4,3,5864,39,1106,88,0
810,3,4,30275,21,814,113,1
811,5,1,5328,87,697,69,1
812,4,4,1336,95,875,78,0
813,5,4,4020,31,1612,64,0
814,1,1,57,53,562,84,1
815,2,1,10477,20,688,116,1
816,5,2,20940,76,542,75,1
817,5,2,24910,0,1135,158,1
818,1,4,27304,39,18,2,0
819,1,2,20808,26,774,61,0
820,2,3,7505,72,1939,213,0
821,4,4,3864,93,901,99,0
822,2,2,14575,92,1142,34,1
823,1,2,2686,3,1628,32,0
824,1,2,21983,46,1001,180,1
825,3,4,7470,90,122,17,1
826,3,3,9594,95,1167,81,1
827,1,2,15982,71,579,5,1
828,5,3,19273,67,788,94,0
829,2,3,11988,7,1464,87,0
830,5,3,17363,34,1912,57,1
831,1,4,19794,72,331,19,1
832,2,1,21719,97,1451,43,1
833,4,1,28832,62,565,90,1
834,5,4,14823,26,210,29,1
835,3,2,1367,43,1825,91,1
836,3,4,16808,25,450,36,0
837,5,2,24638,18,1760,246,1
838,2,3,27091,45,1725,172,0
839,2,4,24551,58,1231,61,1
840,5,3,24861,24,1825,127,1
841,2,4,6492,29,1831,274,0
842,5,4,25289,85,731,51,1
843,1,4,26068,11,1415,212,0
844,3,2,29005,20,1200,36,0
845,3,3,3025,92,1179,117,1
846,2,4,24465,9,1011,50,0
847,5,3,4593,42,485,0,1
848,5,1,10419,45,511,30,0
849,1,2,11345,55,1634,196,0
850,1,2,17428,30,1901,171,1
851,3,3,10907,64,1107,166,1
852,4,2,9415,87,785,133,0
853,3,4,5863,28,299,35,1
854,1,3,10977,31,1906,152,0
855,2,2,13118,25,337,23,1
856,3,4,21251,66,773,0,0
857,3,2,23561,61,415,8,1
858,3,3,6137,51,442,17,0
859,4,1,27793,35,354,42,1
860,3,1,6904,75,1909,286,0
861,5,3,15176,79,1998,339,1
862,3,3,28282,18,1779,302,1
863,2,3,6744,69,1239,37,0
864,2,1,13910,70,404,36,1
865,1,3,15738,13,1863,335,1
866,1,2,18637,70,976,146,0
867,2,1,23165,64,1190,11,0
868,2,1,4685,96,868,17,0
869,4,2,30165,18,343,54,0
870,4,1,25307,33,470,42,1
871,3,3,26017,55,545,103,1
872,2,2,12766,77,997,99,0
873,1,2,1762,54,490,53,0
874,2,3,8705,26,1230,24,0
875,2,1,15952,6,879,149,0
876,3,4,24541,97,36,4,1
877,2,2,20839,58,246,4,1
878,2,1,27719,31,126,5,0
879,5,1,24070,50,15,0,1
880,1,4,18684,96,1385,263,1
881,5,4,21675,58,179,1,0
882,4,4,19196,55,984,108,0
883,4,1,1219,3,1991,59,1
884,1,3,22538,47,561,56,1
885,5,3,2734,28,125,6,0
886,5,1,7925,60,1051,42,0
887,2,1,12360,30,1025,123,0
888,4,2,2850,42,261,28,1
889,4,4,20784,11,1187,47,0
890,5,3,14564,54,1880,244,1
891,5,4,2527,17,388,3,0
892,3,4,17409,96,29,5,1
893,5,3,26974,5,889,151,0
894,5,2,13198,36,1282,38,1
895,5,2,13100,94,1909,343,1
896,5,2,12666,41,1246,124,1
897,1,2,23429,44,1556,124,0
898,4,4,31111,3,98,11,1
899,5,2,21283,53,1657,115,0
900,1,1,2598,19,174,0,1
901,4,3,28226,5,1454,87,1
902,3,3,18177,12,837,83,1
903,1,3,26853,89,944,160,1
904,1,1,17977,88,1481,207,0
905,1,2,8780,76,1254,175,1
906,1,1,20447,89,1242,0,0
907,2,2,12609,9,989,39,1
908,2,1,28550,4,438,48,0
909,3,2,4893,6,1002,60,1
910,3,1,31204,19,1649,0,0
911,2,2,23190,17,303,51,1
912,2,2,16858,57,215,40,0
913,2,2,6921,40,213,14,1
914,2,1,25233,99,658,72,0
915,2,2,22530,29,705,70,1
916,1,3,16789,5,959,38,1
917,4,2,15656,32,520,78,1
918,5,3,15036,72,547,60,0
919,5,3,8023,5,1286,115,1
920,4,1,12029,27,392,39,0
921,1,2,26029,13,541,59,1
922,5,1,17816,9,455,54,0
923,2,1,15510,88,1851,222,0
924,2,3,26529,82,61,10,0
925,1,1,267,23,1266,227,1
926,3,4,523,35,1504,45,0
927,4,2,27803,26,1528,0,0
928,4,4,28096,13,1337,13,1
929,2,2,7835,39,1266,50,1
930,1,4,25504,21,414,16,1
931,3,4,4075,39,1814,344,1
932,3,2,4309,43,1926,346,0
933,1,2,4304,74,112,7,1
934,5,3,7104,74,883,44,1
935,2,1,22714,39,1087,32,1
936,2,4,15219,2,1247,124,0
937,1,3,15141,95,271,0,1
938,4,3,3036,34,2,0,1
939,5,1,13860,13,565,28,1
940,4,2,29505,86,1773,106,0
941,1,3,16808,59,1986,317,1
942,2,1,7270,97,1233,0,0
943,2,3,5591,75,299,29,0
944,2,3,19867,61,1661,33,1
945,3,1,3328,11,1682,67,0
946,3,3,8843,63,802,80,0
947,2,4,31549,55,1952,253,0
948,4,3,24773,54,1991,99,0
949,2,2,26272,72,360,46,1
950,2,4,13002,20,1739,34,1
951,3,2,11158,35,21,3,1
952,1,1,447,50,1274,178,0
953,4,4,9601,47,1588,142,0
954,5,1,4533,13,1955,195,0
955,5,3,5093,32,1161,81,0
956,3,2,25594,82,1746,226,0
957,2,3,28159,52,1008,60,0
958,1,4,6065,41,1635,179,1
959,5,3,3397,84,943,103,1
960,5,3,16412,24,1441,0,0
961,1,1,7785,8,1827,91,0
962,1,1,13372,42,1274,229,0
963,4,2,6456,47,1183,70,0
964,4,4,20909,30,1771,141,0
965,1,1,31320,24,545,21,1
966,1,4,1230,87,156,6,1
967,4,3,26563,79,327,0,0
968,1,2,24354,47,1521,197,0
969,1,3,20841,73,298,32,0
970,2,2,10897,79,663,13,1
971,1,1,10034,32,76,8,1
972,2,3,17873,70,547,60,1
973,3,4,17232,78,1308,143,0
974,4,4,3427,26,449,49,1
975,3,4,30445,50,1418,127,0
976,4,3,18293,99,845,143,1
977,1,1,13216,0,1811,72,1
978,5,3,6471,98,38,7,0
979,2,4,2754,99,945,37,0
980,4,4,8789,23,1906,57,0
981,1,2,22938,74,577,0,1
982,5,4,25035,61,655,0,0
983,1,3,18594,65,1561,46,1
984,3,3,13304,40,825,33,1
985,2,2,21948,88,288,17,0
986,4,3,29847,67,971,77,1
987,1,4,2161,83,879,0,0
988,1,4,6670,27,1886,113,1
989,4,1,30310,53,34,3,1
990,5,3,924,10,1640,278,1
991,2,3,17992,20,1398,195,0
992,3,3,25189,46,825,148,0
993,1,3,25701,63,829,16,0
994,4,4,25568,73,211,23,0
995,2,3,3167,82,249,39,1
996,5,3,26074,88,189,35,1
997,2,4,13693,44,397,19,0
998,2,2,26321,21,500,75,0
999,3,1,21489,4,488,14,1
1000,1,1,6606,8,1752,35,1
1001,2,1,31070,57,1969,374,0
1002,2,3,4675,63,571,102,0
1003,2,4,27644,60,850,102,0
1004,3,4,18434,61,1931,135,0
1005,5,2,4888,78,1311,170,0
1006,1,4,16337,4,299,23,1
1007,2,3,2690,99,1230,0,1
1008,3,1,26477,94,1028,61,0
1009,1,2,20116,75,1282,89,1
1010,3,4,31540,95,1401,182,1
1011,3,1,3304,54,1044,125,1
1012,1,4,7768,37,1991,59,1
1013,1,3,31504,96,1947,97,1
1014,2,3,16539,52,1666,199,1
1015,2,4,8041,1,1852,240,0
1016,5,4,3892,70,1015,182,1
1017,1,2,2417,13,168,6,1
1018,2,4,15702,3,1376,151,1
1019,2,1,22680,34,77,4,1
1020,3,1,6909,97,1243,99,1
1021,2,2,31268,68,190,19,1
1022,4,1,29477,19,749,127,0
1023,2,1,17499,74,456,22,0
1024,2,2,20061,73,743,66,1
1025,4,3,3106,90,1392,222,1
1026,4,3,24772,39,240,9,0
1027,1,3,4535,29,275,0,0
1028,2,4,11864,78,1653,214,1
1029,1,3,13961,47,15,1,1
1030,5,4,14021,76,787,47,1
1031,5,3,12187,88,1509,241,1
1032,5,3,1822,67,1987,99,0
1033,3,2,8591,2,817,138,0
1034,1,4,2408,45,1774,195,1
1035,2,1,3082,37,52,6,0
1036,5,2,17791,84,858,102,0
1037,4,4,9502,6,525,63,1
1038,1,3,12870,14,731,116,0
1039,4,1,11106,56,1800,108,0
1040,5,1,5892,32,1934,58,1
1041,5,4,27601,71,1141,148,0
1042,3,1,17187,53,168,13,0
1043,2,2,23010,55,1177,94,0
1044,1,2,25463,10,1955,19,1
1045,3,4,31713,51,575,63,0
1046,4,2,11397,56,412,4,0
1047,4,4,25675,35,1587,79,0
1048,4,3,1986,13,1668,16,1
1049,2,1,18694,46,1282,102,1
1050,5,4,12916,24,411,32,0
1051,5,1,11950,89,1920,307,1
1052,4,2,15739,0,468,18,0
1053,2,3,1478,55,923,73,0
1054,4,4,28448,9,1478,221,0
1055,2,1,21871,96,906,90,1
1056,3,3,30453,47,538,102,0
1057,5,3,14591,5,1403,266,1
1058,4,2,22972,50,592,106,0
1059,5,4,23685,44,303,57,0
1060,5,3,8835,87,1224,12,1
1061,3,2,31672,1,1207,120,0
1062,1,4,6088,58,1161,58,1
1063,2,2,19904,80,719,64,0
1064,5,2,17902,31,1039,135,1
1065,1,1,23990,88,1646,82,1
1066,5,3,12996,33,1066,202,0
1067,2,2,7956,20,1378,68,1
1068,4,3,30425,83,290,14,1
1069,3,4,25658,77,1434,71,1
1070,5,3,26413,76,1203,84,0
1071,2,1,5375,88,362,50,0
1072,3,1,27553,39,464,32,0
1073,1,2,6345,67,523,88,0
1074,1,4,189,53,1391,0,0
1075,4,2,28529,87,220,13,0
1076,2,3,7473,14,1150,69,1
1077,1,1,12455,81,571,57,0
1078,3,3,19161,45,669,127,0
1079,3,1,21726,76,1120,201,1
1080,4,2,27907,48,772,0,1
1081,4,2,18597,42,1723,241,0
1082,5,2,30781,18,1326,225,0
1083,2,2,737,85,788,78,0
1084,5,3,9263,93,792,134,0
1085,4,3,987,47,49,4,0
1086,4,1,31038,4,1343,214,1
1087,1,1,23536,87,1707,273,0
1088,1,4,10113,39,1892,208,0
1089,2,2,13156,43,1176,176,0
1090,5,4,4580,11,1383,110,1
1091,1,3,2839,17,1996,259,1
1092,1,3,13268,80,350,17,0
1093,1,4,26589,2,1795,305,1
1094,5,3,22138,24,1621,307,0
1095,2,3,25810,47,223,2,0
1096,1,2,25365,77,256,30,0
1097,5,1,6835,93,105,11,0
1098,3,2,2930,32,1314,52,0
1099,2,3,19616,79,399,71,1
1100,1,4,13396,83,1662,66,0
1101,3,3,612,2,1604,112,1
1102,1,3,11465,98,1816,236,1
1103,5,4,9455,96,1201,0,0
1104,5,2,26803,40,3,0,0
1105,4,2,24549,16,1646,49,0
1106,2,3,14634,17,1266,215,1
1107,5,2,24453,44,1994,79,1
1108,1,3,13195,57,1890,37,1
1109,4,4,18136,51,1347,148,0
1110,4,3,5927,51,1627,81,1
1111,5,2,17054,62,718,107,1
1112,5,2,8229,68,527,68,1
1113,1,1,19875,86,1404,154,0
1114,4,2,31842,79,347,31,0
1115,3,2,14996,86,728,94,0
1116,5,1,26080,4,1270,50,1
1117,5,3,11057,80,983,29,1
1118,1,2,1520,75,1041,187,0
1119,3,4,9644,65,836,91,1
1120,2,1,3889,74,1481,133,1
1121,1,3,23027,7,1245,87,1
1122,3,2,21083,96,601,24,1
1123,5,2,5354,92,688,55,0
1124,5,1,12050,33,645,51,1
1125,4,1,12841,87,1611,64,1
1126,4,2,10525,44,1152,207,1
1127,4,3,27678,79,134,13,0
1128,3,1,28990,3,1602,224,1
1129,2,2,20025,90,176,14,0
1130,4,3,221,39,602,90,1
1131,3,1,30514,58,597,23,0
1132,1,1,9540,86,99,13,0
1133,2,2,17550,46,1609,144,0
1134,1,4,16457,93,564,0,1
1135,2,3,18962,37,11,1,0
1136,2,4,6666,14,1281,128,0
1137,5,4,9739,51,1764,229,1
1138,4,2,6363,60,328,9,1
1139,1,1,16911,37,1616,0,0
1140,3,3,7171,26,1660,232,1
1141,3,2,15304,54,1414,169,1
1142,2,4,12559,43,1957,195,0
1143,5,4,1804,64,34,0,1
1144,2,1,24066,81,716,78,0
1145,3,1,29141,39,1856,296,0
1146,2,2,27939,82,1969,216,0
1147,4,1,15655,30,945,170,0
1148,2,1,29564,53,753,90,1
1149,1,3,3583,23,1580,173,0
1150,1,3,26827,80,2000,360,1
1151,1,2,6220,69,1930,135,0
1152,3,3,8273,42,355,60,0
1153,1,3,14736,11,485,19,1
1154,4,3,9241,45,300,57,0
1155,3,2,1854,19,1772,88,1
1156,2,4,18068,33,305,24,1
1157,1,1,19251,96,1685,50,1
1158,3,2,23982,93,1804,198,0
1159,1,3,12584,92,752,52,0
1160,1,3,30912,49,1223,122,1
1161,5,1,365,14,1140,45,1
1162,5,1,6814,46,1831,238,1
1163,1,3,24445,49,1261,37,1
1164,2,3,14927,89,537,16,0
1165,4,4,4211,59,218,4,1
1166,1,3,6816,96,1510,105,0
1167,5,1,24305,12,1789,53,1
1168,2,1,19029,75,645,25,1
1169,3,1,20949,53,1630,16,0
1170,1,2,29908,5,1238,235,0
1171,3,1,7713,45,1529,168,1
1172,2,3,10586,48,576,92,1
1173,3,3,22318,14,76,13,0
1174,2,1,15868,13,1431,85,0
1175,2,1,6515,11,1494,239,0
1176,4,2,5464,78,437,65,0
1177,4,1,31459,70,1448,173,1
1178,1,3,4261,20,964,144,1
1179,3,2,16137,10,460,9,1
1180,5,2,19529,17,946,0,0
1181,3,3,26360,16,828,49,0
1182,1,1,21296,53,1739,278,1
1183,1,4,4748,15,24,2,1
1184,4,4,30149,64,903,135,1
1185,3,2,5936,80,164,9,0
1186,4,3,7311,66,1301,130,1
1187,1,2,30104,99,733,95,1
1188,2,1,30200,85,744,66,0
1189,2,3,3093,5,996,179,0
1190,5,4,14403,56,1661,282,0
1191,2,2,30002,3,102,1,0
1192,4,2,9192,97,693,117,0
1193,2,3,6819,51,1944,369,1
1194,3,4,28069,95,896,170,0
1195,4,3,25889,28,68,8,1
1196,1,4,27031,82,539,91,1
1197,3,2,29203,37,578,80,1
1198,1,3,591,8,1228,85,0
1199,5,4,12759,26,955,162,1
1200,4,1,9733,24,158,11,0
1201,2,4,18940,14,1251,62,1
1202,3,4,6176,60,1888,264,0
1203,5,4,24297,50,707,49,1
1204,4,4,6870,79,885,88,0
1205,3,3,27112,6,602,24,1
1206,1,3,97,89,1663,266,0
1207,4,2,30904,22,951,28,1
1208,1,3,5276,46,979,146,1
1209,2,2,24840,36,2,0,1
1210,1,3,16722,75,1336,80,0
1211,1,2,1354,9,624,68,0
1212,5,4,16673,13,431,47,1
1213,2,3,1849,72,1793,71,1
1214,4,3,14304,86,612,85,0
1215,1,2,24566,43,672,6,1
1216,4,2,15563,57,210,33,1
1217,1,4,24266,79,1345,242,1
1218,3,1,31138,0,687,82,1
1219,4,3,1286,63,1389,125,1
1220,2,2,4640,41,72,10,0
1221,3,3,14832,29,341,57,1
1222,2,3,815,70,857,51,0
1223,1,1,843,20,1878,93,1
1224,5,4,16250,67,472,56,1
1225,5,2,24861,26,465,69,1
1226,3,2,19117,27,1108,22,0
1227,1,3,26048,11,241,12,1
1228,5,2,3529,10,1672,33,1
1229,4,1,30954,0,946,122,1
1230,2,4,29567,76,353,63,1
1231,5,2,19693,35,779,38,0
1232,5,2,18345,5,1689,135,1
1233,4,4,16207,10,1175,188,0
1234,5,1,17198,75,1357,108,0
1235,4,1,17599,62,1013,131,0
1236,1,3,26986,29,1510,75,1
1237,1,1,9256,24,1533,45,1
1238,4,3,13897,60,654,78,0
1239,5,1,23973,69,1816,272,1
1240,1,2,28400,70,310,6,1
1241,2,4,15806,45,1872,355,0
1242,1,1,25332,87,789,110,1
1243,1,3,16018,23,802,80,0
1244,4,3,19842,32,1589,238,1
1245,1,4,7801,27,759,129,0
1246,4,2,30701,44,931,93,0
1247,3,1,1974,79,245,26,1
1248,1,2,17215,59,1892,189,0
1249,3,4,22355,90,644,57,0
1250,4,3,26595,11,1505,180,1
1251,2,3,25258,19,1322,0,1
1252,5,2,26626,1,1901,38,0
1253,1,3,20106,43,511,61,1
1254,3,2,7261,17,1975,296,0
1255,4,1,22734,48,1392,111,1
1256,4,1,28931,40,354,35,0
1257,2,1,4327,54,1146,45,1
1258,3,3,27392,82,84,5,0
1259,2,4,12311,99,478,0,1
1260,1,2,31643,18,128,17,0
1261,1,1,15844,90,1006,40,0
1262,3,2,22119,4,406,28,1
1263,2,2,31465,45,489,92,1
1264,1,3,8747,39,394,55,0
1265,3,3,24082,43,946,122,1
1266,5,2,24786,11,1455,276,0
1267,4,4,20970,41,184,0,1
1268,1,1,29404,3,84,0,0
1269,2,1,2541,7,509,81,0
1270,2,4,17010,29,1966,373,1
1271,3,1,27966,76,1754,192,1
1272,5,3,5503,1,1563,46,1
1273,2,1,801,17,1302,117,0
1274,1,3,26487,5,1033,165,0
1275,5,1,9918,84,154,20,0
1276,5,4,8726,17,788,94,1
1277,4,2,1189,62,1635,49,1
1278,2,1,29327,79,250,45,0
1279,3,3,22703,83,1187,189,0
1280,4,3,1892,19,953,57,0
1281,3,2,8718,16,34,4,0
1282,2,4,2323,33,1059,74,1
1283,4,1,5709,99,800,8,0
1284,4,1,5550,90,1246,49,1
1285,2,2,31904,65,992,119,0
1286,5,3,3268,80,1198,167,1
1287,3,1,21853,1,230,9,1
1288,5,2,12902,70,1598,191,0
1289,2,1,24505,52,1149,160,1
1290,1,4,10467,21,1457,160,1
1291,4,2,30974,26,273,2,1
1292,2,1,9751,82,1186,118,1
1293,4,3,31629,95,413,70,0
1294,5,4,114,6,593,23,1
1295,1,1,15075,40,1539,138,0
1296,5,1,2982,33,1336,240,1
1297,1,2,28043,17,1181,11,1
1298,2,1,21674,96,658,85,0
1299,1,4,22653,77,1756,333,0
1300,2,4,9855,69,1314,105,0
1301,2,2,11349,70,710,78,1
1302,4,3,61,33,308,33,1
1303,5,3,28152,34,1338,147,0
1304,4,1,19716,13,112,17,0
1305,3,3,26018,5,1847,129,0
1306,3,4,15805,61,455,86,1
1307,1,3,4855,19,668,80,1
1308,2,4,14480,22,824,0,0
1309,5,2,19290,70,442,22,0
1310,4,3,3515,24,1278,204,0
1311,4,2,21891,96,1377,68,1
1312,3,1,4119,46,1399,195,1
1313,2,1,2399,60,1378,179,1
1314,1,1,21422,84,246,7,0
1315,3,2,24712,89,135,25,1
1316,2,3,30553,22,1081,86,1
1317,3,1,7451,12,1121,112,1
1318,2,1,27221,93,1333,253,0
1319,4,3,29350,87,1593,191,1
1320,1,2,29176,2,854,8,1
1321,1,3,10329,84,578,11,0
1322,4,4,31271,63,1974,157,1
1323,1,1,30617,27,1198,203,1
1324,3,3,7397,22,1582,142,0
1325,4,2,24512,30,879,26,0
1326,1,4,11087,24,362,50,0
1327,3,2,5863,26,788,110,0
1328,1,1,11597,47,776,116,1
1329,2,3,4761,64,117,0,1
1330,1,2,16572,73,865,77,0
1331,3,4,4482,62,604,0,1
1332,5,1,14546,97,617,24,0
1333,2,3,16384,70,929,102,0
1334,5,3,1669,96,888,142,1
1335,2,2,631,73,543,86,1
1336,3,1,1775,91,234,16,0
1337,1,3,1220,85,2,0,1
1338,2,1,26467,41,457,27,1
1339,1,1,19223,59,926,83,1
1340,4,1,22902,39,258,20,0
1341,5,3,17289,66,949,0,1
1342,3,3,31983,53,1265,215,0
1343,2,4,2753,22,15,2,1
1344,2,1,88,25,1334,173,0
1345,2,4,18380,98,167,16,0
1346,4,4,14745,95,801,48,1
1347,3,2,15679,92,1806,72,1
1348,1,1,31886,29,528,10,0
1349,3,4,10568,63,1781,284,0
1350,5,4,13453,48,121,7,1
1351,4,4,26463,54,1689,16,1
1352,1,4,19126,4,1651,0,0
1353,4,3,13328,56,1164,104,1
1354,5,2,31332,59,1152,184,1
1355,3,3,476,8,434,0,0
1356,1,4,20639,26,588,11,0
1357,5,4,5062,62,102,3,1
1358,3,2,12885,34,590,35,1
1359,4,2,3786,62,1378,192,0
1360,4,4,22313,49,248,19,1
1361,5,1,5755,91,1910,0,1
1362,3,1,13295,29,210,8,1
1363,3,1,15700,90,1133,135,0
1364,5,4,28028,64,927,166,0
1365,4,4,24101,41,424,38,0
1366,2,2,30706,78,1108,0,1
1367,5,4,14968,33,1446,0,1
1368,3,3,15957,17,1720,68,1
1369,1,2,16686,5,211,0,0
1370,4,3,17982,79,711,7,1
1371,2,4,1047,13,1711,136,0
1372,3,2,4516,49,1279,76,0
1373,4,1,11032,86,809,0,1
1374,4,1,4094,87,1073,96,1
1375,3,2,5091,79,1528,168,1
1376,2,2,10749,95,82,15,1
1377,2,2,15806,9,1541,292,1
1378,5,4,16498,69,833,149,1
1379,3,4,26344,64,785,70,0
1380,1,3,19161,73,642,121,1
1381,1,4,18947,58,1899,189,1
1382,4,3,6693,14,506,80,0
1383,1,3,28778,46,1835,183,1
1384,5,4,1513,25,1126,135,0
1385,4,4,26319,89,240,4,0
1386,4,1,23969,51,683,40,1
1387,3,1,29467,94,1053,179,0
1388,4,4,4862,25,134,9,0
1389,5,3,29473,84,800,120,1
1390,4,1,3415,51,1983,158,0
1391,4,3,16840,41,611,97,1
1392,1,1,11273,38,780,78,0
1393,5,3,14282,64,1084,184,0
1394,4,2,30611,8,1068,74,0
1395,2,2,22867,58,655,6,0
1396,5,4,15312,13,1790,286,0
1397,3,4,14321,7,1542,123,1
1398,1,2,1021,35,1617,32,0
1399,5,1,18836,66,493,44,1
1400,5,4,5797,99,1936,0,0
1401,1,1,18253,13,1968,78,1
1402,2,3,12203,44,449,71,1
1403,1,1,5155,59,425,38,0
1404,2,3,15819,77,329,29,0
1405,5,4,27027,40,1558,264,1
1406,5,4,6101,81,995,139,1
1407,3,1,8979,73,681,81,0
1408,3,1,9329,50,135,9,1
1409,5,3,25727,87,1996,39,1
1410,4,4,7328,66,1770,70,1
1411,3,1,12686,91,200,36,1
1412,2,2,10571,71,837,83,0
1413,3,4,12487,95,1701,0,1
1414,2,2,13070,13,1762,158,0
1415,4,3,4961,13,900,36,1
1416,3,1,28548,95,741,96,1
1417,4,2,8721,23,560,84,1
1418,1,1,29478,97,1008,50,0
1419,5,4,9690,29,1524,121,0
1420,1,2,17319,70,29,2,0
1421,3,2,27321,78,422,8,1
1422,2,1,29483,50,885,97,1
1423,3,3,6894,62,1327,238,1
1424,3,4,29434,58,1740,156,0
1425,2,1,3562,99,416,12,0
1426,3,4,19884,58,642,57,1
1427,4,4,8297,28,831,108,1
1428,3,2,15262,17,749,97,1
1429,3,2,31050,11,1666,149,1
1430,4,4,31581,52,1332,39,0
1431,3,4,28556,73,1806,307,1
1432,5,4,22561,59,649,19,0
1433,4,1,1831,44,1931,366,0
1434,5,4,30093,11,115,16,0
1435,5,4,21050,33,1545,61,1
1436,2,2,10033,83,74,8,0
1437,4,1,16311,66,1703,51,1
1438,5,4,22177,34,36,1,0
1439,3,1,246,82,104,12,1
1440,3,4,4350,92,1640,131,0
1441,4,1,3569,43,1314,170,0
1442,3,2,14177,21,138,24,1
1443,4,1,3207,14,1787,0,0
1444,4,3,15617,23,1530,275,0
1445,4,1,9457,78,527,42,1
1446,4,2,27927,96,172,5,0
1447,5,4,11989,12,1924,269,0
1448,1,3,1247,71,1053,105,1
1449,4,4,2220,45,540,91,0
1450,1,4,1344,6,19,0,1
1451,5,3,24511,19,279,30,1
1452,5,3,10780,86,1532,291,0
1453,1,1,31099,84,1391,83,1
1454,4,4,30356,68,1419,0,0
1455,4,4,30439,17,1205,60,0
1456,5,1,27909,57,1627,130,0
1457,3,3,22324,11,1663,266,1
1458,5,3,17050,59,393,31,1
1459,4,2,17175,79,22,1,1
1460,2,4,16814,18,352,0,0
1461,4,3,26484,62,1520,182,0
1462,3,1,15964,54,843,134,1
1463,4,3,28198,45,1470,14,0
1464,2,1,15919,81,550,71,1
1465,1,3,22613,7,1872,262,0
1466,4,3,20992,49,504,15,1
1467,4,3,17872,66,145,18,1
1468,3,2,8475,19,818,106,1
1469,3,4,1477,37,446,35,1
1470,1,1,18703,87,1454,276,1
1471,5,4,26815,6,18,1,0
1472,2,4,15775,98,1404,98,0
1473,5,2,6789,77,542,37,1
1474,4,4,17361,14,533,69,0
1475,4,4,23178,53,142,21,0
1476,2,3,14966,30,908,9,1
1477,1,3,18897,75,278,8,0
1478,4,2,2870,86,75,4,1
1479,4,3,17310,46,516,41,0
1480,4,2,14495,61,1905,323,0
1481,5,2,14983,93,713,99,1
1482,2,2,25163,45,128,12,1
1483,2,2,12692,6,1054,147,0
1484,4,2,19349,48,1952,156,1
1485,3,4,24835,83,1642,279,0
1486,2,1,27944,15,1450,217,1
1487,1,1,1181,29,1961,58,1
1488,2,2,26400,32,552,5,1
1489,3,3,8985,65,901,36,1
1490,4,2,14516,67,592,94,1
1491,1,4,7196,39,812,16,1
1492,5,3,6507,7,1070,42,0
1493,2,4,12830,21,217,2,1
1494,5,1,29551,74,1289,128,1
1495,2,1,12205,45,1609,305,1
1496,5,1,31883,77,593,11,1
1497,5,3,26382,46,1839,18,1
1498,4,4,20127,8,264,31,1
1499,2,1,12870,82,1401,112,0
1500,2,3,19859,33,1024,163,1
1501,5,4,31156,14,324,58,0
1502,1,1,1076,41,1487,118,0
1503,5,2,18618,64,1822,309,1
1504,2,4,23273,2,998,119,0
1505,4,2,17440,24,106,2,1
1506,3,2,12944,15,361,21,1
1507,3,3,14709,64,1087,119,1
1508,1,3,28271,39,767,15,0
1509,5,3,12832,37,1464,190,1
1510,2,3,19699,16,1422,99,1
1511,1,4,29906,3,543,97,0
1512,5,2,23373,32,1664,149,1
1513,3,3,8342,31,1773,141,1
1514,5,2,16541,10,1,0,1
1515,3,4,9487,94,1142,182,1
1516,3,3,6126,16,258,46,1
1517,3,4,18761,11,919,110,1
1518,4,4,942,5,476,28,0
1519,1,4,9533,40,871,156,0
1520,5,2,26240,70,807,112,1
1521,3,3,8510,41,1298,64,0
1522,3,3,3236,80,307,15,1
1523,3,3,19577,3,1507,165,1
1524,2,3,9469,16,456,13,1
1525,4,3,29220,20,790,86,1
1526,5,1,9062,29,713,99,1
1527,3,2,13571,99,51,0,0
1528,4,1,10566,76,891,169,0
1529,3,3,15464,12,713,92,1
1530,2,2,21878,88,1442,173,1
1531,1,4,12282,31,79,8,0
1532,2,2,29733,19,122,3,0
1533,5,3,28346,82,42,7,0
1534,5,2,26534,34,1447,115,1
1535,5,3,26950,97,1474,176,0
1536,4,1,17606,57,770,130,0
1537,5,2,24275,3,1966,255,0
1538,2,2,25388,5,1475,0,1
1539,1,1,6127,84,764,7,1
1540,2,1,19219,17,121,22,0
1541,2,3,25308,55,1426,185,1
1542,3,1,15132,68,1170,46,0
1543,4,3,1357,9,661,6,1
1544,2,4,986,58,650,104,1
1545,5,2,24332,78,1379,0,0
1546,1,2,20356,87,128,23,0
1547,3,2,29328,16,1547,154,0
1548,4,1,21784,24,1879,37,0
1549,5,2,23113,40,1766,88,0
1550,1,1,30095,16,164,11,1
1551,5,3,7576,90,698,20,0
1552,5,4,15750,9,1083,140,1
1553,5,2,22755,34,646,45,0
1554,2,1,137,41,458,9,0
1555,1,4,2217,40,295,17,1
1556,3,1,5955,20,1389,180,1
1557,5,1,1765,1,1295,38,1
1558,3,1,15768,11,1619,145,0
1559,4,1,28968,4,932,139,1
1560,2,4,10997,50,1532,91,1
1561,1,4,13198,39,1340,120,0
1562,3,1,19063,84,1186,201,0
1563,5,3,3393,56,1428,214,0
1564,1,4,12837,50,414,78,0
