item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_available
2,1,15,10736,1371,246,0
1,2,68,3557,611,97,0
1,4,30,9666,1339,120,1
1,3,38,31222,1268,50,1
1,3,72,30459,1521,136,1
2,1,48,14331,1050,84,0
5,2,14,20475,1769,53,0
5,1,36,25350,740,7,0
1,3,99,26388,926,37,0
4,2,22,28061,1786,17,0
4,3,69,8587,1452,246,0
4,4,29,8037,709,99,0
1,3,79,18683,59,10,1
3,1,66,28616,1375,41,0
3,3,12,192,1299,246,1
4,1,77,26780,1820,109,1
5,2,94,12876,465,60,0
5,4,90,31680,326,13,0
3,1,14,26174,997,109,0
4,1,58,543,1693,67,1
1,3,79,7137,1178,129,1
1,1,4,8987,1781,213,0
1,1,54,23676,629,37,0
3,4,78,23563,1002,110,0
3,3,82,2633,369,70,0
1,4,56,16469,1370,219,1
5,2,82,9057,1400,28,0
1,4,80,9397,1898,208,0
5,1,43,18557,1502,15,1
3,1,92,4237,54,9,0
1,3,45,26857,773,69,1
5,3,74,11491,1291,129,1
4,1,96,8500,1061,169,0
1,3,51,6321,1197,107,1
4,1,22,8250,1104,44,1
3,2,52,6316,398,27,1
3,2,2,1827,1975,79,0
4,2,99,8163,1634,147,0
2,3,70,29967,1429,171,1
1,4,35,12084,113,9,0
1,2,20,30785,1050,42,1
3,1,99,30928,1085,65,0
4,2,87,6975,110,5,0
1,2,30,4359,1477,177,0
3,4,50,8421,102,12,0
5,1,76,20086,380,45,1
4,3,45,16470,783,78,0
4,4,3,3232,706,0,1
3,3,10,30081,971,58,0
3,4,68,27895,207,22,1
3,1,56,17745,1199,0,0
5,3,22,8257,194,15,1
4,2,34,1939,694,41,1
4,2,91,20992,1337,187,1
3,3,67,14685,682,6,0
2,2,97,24583,1654,181,0
4,3,71,8842,715,114,1
4,1,4,26494,1539,292,1
5,1,18,28313,534,0,1
2,3,47,14702,940,141,0
4,4,79,1126,665,99,1
4,1,97,26037,111,4,0
3,2,14,6889,7,0,0
2,4,99,7900,1745,0,0
5,2,43,27102,1195,23,1
1,1,72,24493,1809,198,1
4,1,6,15685,635,57,0
2,3,30,22204,1478,29,1
1,4,77,7981,497,0,0
2,3,57,21533,424,67,1
1,4,43,13902,1095,131,0
5,3,26,6935,1083,43,0
3,2,20,14129,269,21,0
5,2,82,6865,1333,93,1
4,2,34,15158,1562,0,0
4,3,19,28720,1709,187,0
2,2,14,3311,1318,39,1
4,3,79,29880,873,69,1
1,4,94,26110,1778,302,0
3,3,14,22984,455,77,0
3,2,29,8878,1607,96,0
4,3,2,26991,1747,331,1
5,4,95,8173,928,148,1
5,4,26,3875,721,0,1
5,1,89,27011,1620,48,1
5,2,59,20486,369,55,0
2,4,18,16953,1982,59,1
2,3,88,6732,1881,206,1
3,3,29,8545,555,5,0
3,1,56,3692,59,7,1
3,2,68,6312,163,26,1
2,4,19,5398,280,33,1
4,3,90,28309,1447,130,0
3,3,53,28185,82,6,0
3,3,53,2101,17,0,1
4,3,81,11938,1054,105,0
4,2,29,19067,982,88,0
1,2,12,22293,1686,50,1
3,2,64,10684,1317,52,0
5,1,8,12197,1448,101,1
4,2,5,24710,548,49,1
1,3,87,4862,1547,108,1
1,4,90,15130,872,34,1
3,1,71,26139,1200,132,0
4,2,12,29005,312,24,0
2,4,71,19140,1274,89,0
4,2,7,8642,950,38,0
2,1,70,7486,1801,252,0
5,3,1,14377,1274,229,1
1,2,88,15529,5,0,1
2,2,67,20351,1021,132,1
1,2,81,14666,568,51,1
5,4,70,3403,600,66,0
2,3,35,15087,1819,236,0
5,1,73,23178,1108,144,1
4,3,17,27286,527,21,1
2,3,63,19886,342,20,0
3,1,54,18135,137,26,1
4,3,35,27386,1661,16,0
3,2,30,7578,1201,156,1
3,3,50,2446,1883,75,0
5,3,28,13423,367,3,0
3,2,87,29842,1554,93,0
3,1,96,2716,623,93,0
5,3,83,3285,580,5,1
3,2,49,4384,1574,141,0
1,2,59,7824,583,17,0
4,1,67,3015,1410,42,0
5,1,21,2573,1323,26,0
5,3,91,3572,1147,149,1
5,2,51,28604,1205,156,1
5,4,95,26197,598,53,0
4,3,24,28970,672,114,1
1,2,30,22016,9,1,0
3,4,87,21935,91,9,0
4,1,0,1355,1801,72,0
4,2,50,25707,1767,212,0
5,4,69,21747,275,5,1
1,3,45,13169,67,10,0
5,2,25,21489,477,52,1
1,2,79,18177,1683,185,0
2,4,98,10436,1204,72,0
2,3,59,1666,1843,331,0
1,4,64,19046,1096,131,0
3,3,43,26844,1403,112,0
1,1,91,3900,487,14,1
2,3,13,19159,1084,0,0
5,4,95,22350,699,104,1
3,1,9,8836,233,18,0
5,4,49,15179,1168,0,0
4,1,68,11333,190,22,1
4,4,27,10069,1046,73,0
3,3,8,27719,1827,219,0
5,2,95,25854,1099,10,1
2,4,96,3133,1183,189,1
1,4,87,5010,1833,54,1
1,1,11,24105,1352,13,1
5,1,98,18769,752,120,0
2,1,3,28711,1465,131,1
2,4,98,28517,1949,136,1
2,3,11,1675,1903,95,0
4,3,73,5065,2000,280,1
2,4,30,17664,1594,302,0
1,3,25,24154,676,13,1
2,1,96,17785,1582,110,1
1,4,15,17172,1790,340,1
1,4,65,12278,1362,40,1
3,1,37,3573,1476,132,0
4,1,3,3086,1605,160,1
2,2,83,16254,1060,63,1
2,1,81,2530,1201,120,1
3,2,18,25682,1853,111,1
3,1,64,19982,92,6,1
5,4,95,15314,668,6,1
5,2,86,5517,971,58,1
5,3,40,20236,1965,235,1
4,2,48,20095,700,105,1
4,1,22,25855,1677,16,1
5,3,77,11276,201,8,0
2,3,10,4474,674,47,0
4,4,10,2921,961,134,0
4,3,24,0,1382,193,0
3,2,17,11054,1540,215,0
3,4,83,11201,1163,197,0
2,4,47,29237,922,138,1
5,1,54,27418,790,31,0
5,3,99,31531,49,1,1
4,2,84,1238,1236,197,1
5,1,80,26761,1455,101,1
4,3,44,6034,220,19,0
5,3,8,7316,694,97,1
1,3,55,15720,135,5,0
5,1,29,14340,351,24,1
5,4,84,8048,146,10,1
3,3,62,6968,597,29,1
3,3,98,18208,1511,105,1
3,1,22,18808,1018,142,1
4,3,51,1210,889,151,1
2,3,2,26611,1322,211,1
5,4,56,4251,456,63,0
1,2,64,22645,1001,130,1
3,3,93,383,1866,335,1
3,4,80,28933,1558,218,1
4,2,15,20759,1702,68,1
4,1,20,5055,1605,128,1
4,4,38,17815,667,86,1
2,4,40,9902,639,12,1
3,4,40,17987,792,71,0
1,4,73,14138,94,9,1
1,1,29,28664,1885,131,0
3,1,34,23628,1917,306,0
4,3,39,17834,1955,332,0
4,2,26,27225,568,68,0
5,2,61,16860,57,3,1
5,1,53,733,1974,315,1
4,1,77,17404,239,33,1
3,4,23,26813,612,97,0
5,1,95,240,1570,188,0
2,4,33,25508,934,0,1
5,1,4,29102,1531,30,1
2,4,41,5336,1794,251,1
3,2,37,16304,1044,93,1
1,2,37,4021,602,0,1
1,2,1,11049,454,77,1
5,2,31,11258,304,9,1
4,2,90,5060,1986,99,0
5,1,66,3554,101,10,1
5,4,59,10824,1158,220,1
5,1,17,162,1593,238,1
1,4,46,25882,101,16,0
2,3,45,28179,127,19,1
2,1,78,26646,1023,61,1
2,2,43,20214,972,19,1
4,1,24,8565,821,82,0
1,2,89,13011,1484,148,0
3,1,27,3128,1939,116,1
2,1,44,26853,218,23,0
1,4,51,29889,677,94,0
2,2,19,10075,1401,0,1
1,4,49,29972,399,31,0
4,1,22,28266,1395,153,0
1,2,88,16046,1131,101,0
1,2,7,16600,652,45,1
4,2,78,19890,76,12,0
5,2,67,208,996,159,0
2,2,37,10893,1743,122,1
4,4,23,13336,1561,265,0
1,1,41,12685,1684,16,0
4,1,59,30001,1710,256,1
2,1,19,2100,1880,263,1
1,3,54,18702,1031,72,0
1,1,6,15342,523,83,0
2,3,44,25543,1622,178,0
2,1,4,13318,294,47,0
5,2,87,6206,1556,217,0
3,1,4,26272,1817,90,0
2,4,59,11943,1123,56,0
2,1,39,12369,924,157,1
2,3,65,9088,37,6,1
5,2,5,11317,1052,10,0
5,4,94,27448,461,46,0
5,1,1,21813,6,0,0
1,2,81,13959,1395,223,1
1,1,49,9031,612,12,0
1,2,78,155,684,68,0
4,1,7,8027,1090,87,1
5,1,75,14402,969,116,0
3,1,21,3267,32,5,1
4,1,12,27046,345,0,1
5,1,2,15769,1075,53,1
3,3,48,17943,1948,77,1
1,1,5,18846,1483,222,1
2,4,76,4582,738,110,0
5,3,89,7717,844,16,0
3,2,77,11701,228,22,0
3,3,87,28680,303,24,1
5,1,4,4257,1412,56,0
2,4,55,18708,815,97,1
1,3,13,1672,871,139,0
5,2,43,6162,1599,79,0
1,4,97,23567,110,11,0
4,1,66,31312,410,36,0
1,1,45,17914,1675,83,0
4,1,58,30665,587,29,0
3,2,58,14402,57,0,0
3,1,60,27547,1003,70,0
1,2,11,29389,446,31,1
1,3,97,28603,1042,135,0
3,3,43,19868,1754,280,0
1,1,72,11436,1727,120,1
3,3,2,17602,194,7,0
5,1,47,6642,563,39,0
5,4,39,22731,976,48,0
5,3,57,27701,1610,48,1
1,3,72,11280,1104,209,1
3,2,82,2792,1215,133,1
3,4,85,5197,681,54,0
3,4,70,1494,1253,112,1
3,4,90,31472,1367,218,0
3,1,42,20109,917,165,0
1,3,56,27533,1632,163,1
1,1,85,31587,248,4,1
3,2,35,26859,439,52,0
1,4,96,24282,384,38,1
4,3,82,19704,933,177,1
5,4,9,27617,957,19,0
2,3,37,2624,456,45,0
2,4,39,20710,1788,178,1
2,4,77,8090,548,82,1
1,4,3,10309,1014,40,1
2,1,11,21286,86,2,0
2,4,84,18352,1274,242,1
3,2,19,13704,144,0,0
3,1,45,30421,1671,116,0
2,2,38,12688,1710,119,1
2,4,14,7531,99,7,1
4,1,37,31853,1079,75,1
1,1,19,21982,285,39,1
3,2,56,30577,1926,365,1
5,2,71,30656,980,186,0
2,2,99,17464,1875,131,1
1,1,75,29766,105,10,0
2,4,13,15187,1675,50,0
5,2,18,2872,681,108,0
2,1,50,28203,399,51,1
2,1,56,945,1418,241,1
1,3,62,27576,411,57,1
3,1,86,18549,1612,193,1
3,3,46,5233,323,32,1
3,1,68,5764,129,12,0
3,3,95,19893,995,29,0
5,1,23,18856,1871,243,0
1,2,74,20789,212,6,0
4,4,7,19166,817,138,1
2,4,20,5111,1802,18,0
3,3,21,11176,33,1,0
1,2,54,5565,1873,224,0
5,2,16,13727,178,3,0
4,1,29,26123,317,6,1
1,3,44,10786,392,54,0
3,4,24,18211,744,52,1
2,3,0,18836,1520,45,0
4,3,27,11260,135,17,0
4,1,78,30964,1819,127,1
1,4,10,8160,699,83,1
5,2,94,27902,1106,199,1
1,4,17,16368,478,23,1
5,3,69,3497,1164,104,0
3,2,56,28282,527,57,1
4,1,3,23383,1243,24,1
3,1,92,30456,86,10,0
2,3,3,2213,790,7,1
4,4,85,11192,59,10,0
2,2,13,31661,441,70,1
2,1,25,29424,794,87,0
4,4,49,14689,1267,114,1
4,2,85,27521,1978,217,0
2,1,35,19301,342,47,0
5,3,52,7273,1732,0,1
2,2,24,7848,1652,33,0
5,1,85,31153,1210,205,0
4,2,33,1037,895,71,1
4,3,93,12382,286,51,0
4,2,0,13584,116,8,1
4,4,9,7749,1492,134,0
4,3,92,11316,861,68,0
2,3,20,16151,118,22,1
1,2,77,20785,3,0,1
5,3,75,21909,1559,0,0
1,3,62,21561,550,38,1
2,3,97,2582,970,155,0
1,1,4,13097,960,182,0
3,4,21,8123,669,60,0
2,2,26,27881,1287,77,0
2,1,79,17517,348,62,1
4,4,80,23866,1322,158,0
1,3,67,25837,1084,32,1
1,4,13,20573,1265,164,1
3,4,79,3562,456,82,1
5,4,43,1901,1663,49,1
2,1,37,7176,1,0,1
1,1,9,23685,298,2,0
1,3,67,17089,383,7,1
2,4,24,19896,443,31,1
2,4,66,16979,55,4,1
3,1,99,16306,105,3,0
5,4,83,27003,545,92,1
2,2,99,2260,1046,156,1
3,2,25,1654,1980,99,0
1,3,92,29780,1871,355,0
5,1,26,12434,1744,261,1
2,4,95,23923,1610,177,1
4,4,25,7353,1300,78,0
3,1,73,16263,1811,199,0
3,4,36,19398,1238,160,0
1,3,93,2104,1743,209,0
3,3,26,11282,1702,119,0
1,2,29,2764,1681,319,1
1,2,66,22595,1139,0,1
5,4,2,24923,121,4,0
3,3,33,17276,549,0,0
1,4,34,3140,1060,169,0
2,4,64,264,168,31,0
1,2,4,27955,1803,54,1
2,4,71,2083,1367,27,0
1,1,69,17016,485,0,0
4,2,14,31104,383,49,0
2,1,24,22818,714,0,1
4,4,47,9434,869,104,1
5,4,54,595,1494,119,0
2,4,4,1014,1867,56,0
2,2,22,19796,521,57,1
3,1,66,17794,1770,212,0
5,2,33,18114,1996,179,1
3,1,85,29974,992,79,0
3,1,66,12063,979,29,1
3,3,83,1803,1329,79,1
2,1,52,14092,1731,103,0
1,4,53,14242,1152,149,0
1,3,75,30852,814,97,0
3,1,30,29720,1648,181,1
3,4,6,14185,1281,153,1
2,4,54,985,1953,78,1
1,3,19,28906,38,5,0
3,3,92,21583,1557,108,0
2,1,26,29338,565,16,1
2,3,20,22764,1899,37,1
5,4,72,27235,1805,342,1
1,4,71,29630,1722,68,0
5,2,70,15592,1789,53,1
1,2,56,1019,1175,35,1
4,4,95,19899,985,78,0
4,3,6,24090,635,76,1
2,1,75,13900,1504,255,1
1,4,60,24892,1716,154,1
2,4,85,290,1208,36,1
1,1,41,18719,407,8,0
4,1,73,294,1071,96,0
5,1,88,7446,233,18,0
1,2,80,31520,6,0,1
1,1,62,6868,1634,130,0
2,4,37,6145,310,0,1
4,1,6,2699,903,18,1
3,1,66,19736,1251,125,0
5,4,34,26561,1448,57,0
4,3,87,17934,1921,134,0
4,4,28,15151,556,33,0
3,1,54,23657,80,11,0
5,1,0,10555,451,72,1
4,3,10,27990,1472,264,0
2,2,79,7403,1976,138,1
2,3,45,1070,1699,186,1
4,1,49,7722,681,68,0
1,2,72,21407,106,8,0
4,1,62,18977,1590,127,0
5,1,91,14837,280,44,0
4,1,86,31866,884,44,1
1,1,80,20940,658,6,0
4,4,31,14898,1600,192,1
5,3,61,11185,1553,108,1
2,4,93,20020,1639,213,1
4,2,52,3449,1677,0,0
3,1,84,19190,1573,235,0
3,3,48,21832,484,38,0
5,2,19,1466,1717,120,1
5,1,19,3015,131,5,0
1,3,12,6279,1330,212,0
1,2,18,17926,351,17,0
5,4,26,19904,1042,125,1
2,1,14,26487,47,8,0
2,4,80,4164,815,32,1
3,3,13,8208,1151,23,0
3,2,97,30149,1574,78,1
4,3,40,24926,984,108,0
1,1,87,20881,458,32,1
4,1,79,31753,724,36,0
3,4,86,20824,553,27,1
5,2,54,13642,884,114,0
1,4,92,5716,879,167,1
2,1,19,21415,833,149,1
2,1,57,5104,1892,132,1
2,1,13,27052,624,118,0
1,1,51,18845,752,45,0
1,3,13,12034,722,36,1
3,1,29,11669,265,13,0
2,3,12,19779,1096,153,1
2,2,6,28933,259,0,0
3,2,15,11655,1793,286,0
1,1,50,8805,540,37,1
1,4,26,28578,846,84,0
3,1,38,6962,581,29,1
3,3,72,16541,1591,238,1
1,4,81,29982,1364,163,0
2,1,10,14405,757,136,1
1,4,96,6555,1190,130,0
4,4,55,22105,1257,12,1
3,3,5,24649,1323,13,1
2,1,54,5773,689,130,0
4,4,96,6758,1608,289,1
5,3,61,5090,1767,212,0
5,3,15,19756,1004,180,1
2,1,25,27129,1904,304,0
4,1,39,2693,639,31,0
2,4,88,23106,674,20,1
5,2,37,1794,1852,37,1
2,4,45,5152,1534,199,1
3,1,35,12003,732,117,0
3,4,45,25166,1966,0,0
4,1,48,16308,774,131,0
1,3,6,1976,1509,150,1
4,2,32,24489,945,132,0
4,1,51,30594,123,4,0
1,3,31,7023,778,147,0
5,2,90,24617,1409,28,1
3,4,62,10437,1189,178,0
2,3,14,10460,147,19,0
2,3,0,27766,945,103,1
4,3,96,29636,1380,248,0
2,1,42,1625,259,46,1
3,3,38,180,551,99,0
5,1,51,29561,920,64,1
5,2,72,12342,1476,162,1
3,1,40,35,1462,0,0
3,1,86,29811,172,32,1
1,4,17,7430,71,7,0
3,4,61,20902,461,55,0
5,1,92,7623,1650,264,1
5,4,97,21409,100,14,1
1,4,10,1825,1290,219,1
5,3,34,28946,426,72,1
4,1,94,26458,927,64,0
5,4,43,26709,1252,150,1
1,4,10,16984,139,26,1
4,4,11,6393,867,34,1
1,4,15,8069,976,165,1
4,3,47,30616,699,41,0
1,1,14,13993,1149,57,1
3,2,80,27479,1154,173,0
4,2,74,31955,815,154,1
2,3,11,13533,869,34,0
4,4,28,12330,118,11,0
5,4,71,12868,912,118,1
4,2,65,6325,1924,0,0
3,3,34,31893,135,0,1
3,1,24,23770,709,113,1
4,2,63,17355,934,149,1
2,3,12,23643,620,12,0
4,3,70,7955,1154,207,0
4,2,32,12668,1358,244,0
1,4,47,4590,1136,22,1
1,2,6,21126,1384,221,0
2,1,23,11408,1124,146,0
3,2,86,3165,128,5,0
3,1,6,5764,682,27,0
4,1,98,31360,965,183,0
2,2,56,31642,764,61,0
3,3,20,5103,1182,70,0
4,4,42,10840,1687,67,0
1,4,45,16105,1839,165,0
4,4,0,19458,1230,86,0
2,2,67,16451,781,109,0
1,2,65,10238,1958,352,0
2,1,12,31255,1608,96,0
4,1,16,22244,1255,163,1
3,3,98,18937,627,75,1
1,4,94,18442,1971,39,1
2,1,91,8126,1894,170,0
1,3,69,2449,1571,204,0
5,2,26,6438,1962,255,1
1,2,25,7880,1209,36,1
1,2,37,10461,691,69,1
3,3,41,31350,1482,192,0
2,2,12,14301,1113,133,0
5,4,57,11798,455,68,1
5,4,72,5477,829,149,1
1,1,61,727,605,90,1
1,3,20,30891,1756,17,1
2,4,79,31130,754,75,0
1,1,69,28308,867,147,1
4,2,78,7205,221,8,1
4,1,6,14585,1814,253,0
5,4,96,26113,504,55,0
5,3,87,31598,834,8,1
3,4,66,3576,852,0,0
4,4,55,25536,135,8,1
2,4,58,11856,623,105,1
5,1,61,16109,1415,141,1
5,2,64,15388,1850,333,0
3,1,38,28809,426,63,1
5,3,41,9996,228,15,1
3,4,57,4931,1348,148,1
1,2,55,13927,1810,289,0
1,2,62,11702,623,56,1
3,1,7,14393,1787,107,0
5,3,88,11984,228,9,1
1,3,66,14262,873,69,1
4,1,34,19668,1136,147,0
5,3,31,20576,1390,139,1
2,2,38,22711,1088,152,0
2,1,92,17710,1145,148,0
3,2,93,5977,1499,224,1
5,3,92,1285,1543,0,0
2,3,38,27077,1401,224,1
4,3,6,7518,1909,76,0
1,1,19,15010,1964,196,1
5,4,49,12373,1990,139,0
1,1,80,6833,1532,168,0
1,1,3,26481,1948,97,1
4,3,26,31874,654,6,0
1,2,32,14147,85,0,0
4,1,99,5427,680,34,0
4,3,50,28628,565,101,0
4,4,85,1434,778,101,0
3,2,23,29968,926,83,0
3,4,74,5776,851,76,0
2,3,4,11350,1214,218,0
2,4,84,24794,299,32,0
2,3,96,9396,1006,181,1
1,3,94,21725,1412,112,1
3,3,21,1234,186,26,1
2,3,98,17035,1942,174,1
4,2,45,26577,330,23,1
4,2,20,30618,1882,244,1
2,3,56,5639,1175,141,1
3,2,72,27146,342,47,1
5,3,9,14168,73,3,1
3,4,81,12546,1323,26,0
3,4,38,11122,1410,197,1
1,4,93,15256,1842,202,1
2,2,38,30562,663,66,1
2,4,29,24635,540,70,1
2,4,29,22672,742,0,1
3,4,66,20142,345,6,1
5,1,49,17091,1539,76,1
1,4,84,11105,167,20,0
5,3,13,31241,1942,38,0
2,3,67,1380,1530,229,1
1,1,77,22058,641,44,1
3,2,38,8930,1764,123,1
2,4,96,21009,690,6,0
5,2,85,21050,1808,0,1
3,4,36,19830,867,138,1
3,1,64,21659,1187,213,0
4,3,47,31269,1939,368,0
3,1,69,29609,346,34,0
1,2,18,27620,296,47,0
2,3,11,6761,1042,52,1
2,3,63,2983,1331,146,1
2,4,13,23456,1321,79,0
5,4,82,30915,1645,263,1
3,3,53,12395,944,84,1
3,2,71,25020,1977,79,1
2,1,77,29205,1903,57,1
3,4,6,21644,1349,256,0
5,1,9,12562,107,6,1
4,2,15,23996,1573,62,0
4,3,61,16381,21,2,0
2,2,38,9215,826,66,0
2,1,13,564,1650,247,1
4,3,99,21810,1640,311,1
3,1,81,17022,631,6,0
3,1,58,30628,1365,245,1
3,1,34,723,159,0,0
1,3,14,12014,211,12,0
2,2,48,28604,750,82,1
4,4,12,12230,550,71,0
3,3,39,3067,1482,222,1
1,4,59,6779,416,0,1
4,2,30,9129,1562,296,0
3,1,11,7891,1930,289,0
5,1,68,1352,1989,338,0
1,1,85,25990,1672,183,0
1,1,35,28090,960,76,0
2,3,62,20493,254,27,1
5,4,7,7929,437,74,0
2,2,13,5147,85,16,0
5,3,97,21757,552,82,1
4,4,88,29723,676,47,1
2,3,80,29429,1294,219,0
1,4,20,12689,672,114,0
4,3,9,8978,51,7,1
1,2,96,6307,648,6,0
2,3,53,1364,1937,271,0
4,3,33,16767,836,16,0
3,1,76,23197,1008,40,1
4,1,70,26631,1497,104,1
5,3,53,25563,384,30,1
4,4,54,22955,346,44,0
4,4,82,14138,748,59,0
3,4,51,9001,1990,139,0
5,1,52,14108,1579,126,1
1,1,25,3351,656,39,0
5,4,79,14612,208,4,0
3,3,99,23856,1203,0,0
3,4,12,31541,464,46,0
2,4,53,23788,402,72,1
3,1,81,9698,1338,133,1
4,1,80,12018,976,117,1
3,1,93,28704,96,18,1
5,1,54,11081,551,5,1
3,2,14,7374,1549,108,1
5,1,75,31990,1600,48,1
1,4,29,26984,263,42,1
3,1,57,26102,49,4,0
5,4,97,14461,1463,248,0
3,1,28,21565,1881,244,1
5,3,43,15876,1825,200,1
4,2,72,24466,1889,151,0
2,3,60,31777,458,22,0
1,4,9,4899,1246,199,0
1,3,94,18367,539,10,0
4,4,8,26818,1593,223,0
5,4,68,23788,1171,222,1
5,1,85,22388,547,21,1
1,4,35,15917,1238,99,1
2,3,28,17766,1860,55,0
3,2,61,23663,1411,28,1
1,4,61,3230,1777,284,1
1,4,50,21673,195,5,1
1,3,98,19678,1134,124,0
4,3,47,25012,533,37,1
1,3,73,16055,363,18,0
1,1,88,14176,369,14,1
1,2,70,21633,1748,174,0
2,4,43,17686,1430,85,1
1,3,46,25393,1231,196,0
2,4,80,3708,1464,248,1
2,3,97,16996,1764,299,0
1,1,59,31612,1318,171,1
1,2,5,27710,538,75,1
4,1,92,4500,851,0,1
5,2,0,4236,1015,162,0
1,4,37,10950,1728,120,1
3,3,44,29425,1530,290,0
4,2,99,30970,1918,0,1
5,4,5,1112,416,58,0
2,1,71,29074,1123,44,0
4,2,11,30648,372,7,1
2,1,39,8836,1704,323,1
2,2,63,13653,1712,119,1
3,1,56,31518,868,138,1
3,4,43,17701,777,23,0
3,4,68,7016,1241,74,1
5,2,97,4010,1252,62,1
5,3,64,24952,1798,161,0
3,2,80,3849,84,15,1
3,3,68,25140,260,15,0
5,1,19,26455,161,20,1
5,4,50,29020,1013,141,0
4,4,85,21633,80,14,0
1,3,37,958,3,0,1
1,2,10,10914,1992,278,1
4,2,61,4178,694,90,0
3,4,44,664,1581,237,0
4,4,74,11088,1556,171,0
5,1,65,22304,895,107,0
2,1,60,485,1622,16,1
5,1,39,2688,496,69,1
1,2,30,11278,938,103,0
2,1,97,19830,437,39,0
1,2,48,10592,133,15,0
1,1,31,1523,1343,214,0
4,2,92,29079,1662,99,1
4,3,43,29142,1754,315,1
2,1,98,15324,1025,30,0
3,3,9,17882,1546,247,1
1,3,13,6711,1843,239,0
3,3,91,1253,1584,253,0
1,2,48,20803,310,18,1
3,4,58,5338,1277,12,0
5,1,31,4316,1387,208,0
2,2,33,12081,239,26,1
2,4,98,19123,749,134,1
3,3,77,13321,772,7,1
5,2,14,12546,1925,19,0
4,2,24,13698,1403,154,0
5,3,76,18714,1898,208,0
5,1,38,3437,1439,187,0
2,1,95,13114,1536,122,0
1,3,4,19762,485,72,0
4,3,87,30465,170,5,0
3,3,41,5125,433,25,0
2,2,29,28017,1015,0,0
2,2,99,16798,527,84,0
5,2,4,5412,788,78,1
5,1,99,27188,665,19,0
4,2,94,30605,1293,64,0
4,2,47,11910,1632,261,0
1,2,19,17644,1351,189,0
4,4,40,30455,920,9,0
2,2,92,8249,1567,62,0
2,1,59,8838,900,135,1
3,2,13,15519,384,0,1
5,2,2,25576,55,9,1
3,2,32,9994,377,37,1
4,4,21,11979,1819,36,1
4,3,50,2083,384,26,1
4,4,75,8887,1876,56,1
1,3,20,28767,991,188,0
4,4,93,23612,1912,305,1
3,2,52,19705,129,16,1
3,3,47,25940,832,124,1
3,4,84,12836,398,43,1
4,4,62,3134,732,73,0
1,4,3,18589,325,61,0
1,3,10,13806,1259,188,1
4,2,49,17220,1172,46,1
2,3,23,28329,1256,175,0
4,4,18,7182,897,26,0
2,2,60,4133,1740,243,0
5,3,0,21852,1330,252,0
2,4,67,30619,80,12,1
2,1,0,8519,159,20,0
3,3,89,15093,1736,52,0
2,4,9,6127,1389,180,0
5,3,72,25761,138,15,1
2,4,23,11384,1079,64,0
5,2,72,4023,916,82,0
5,1,19,18309,1603,0,0
4,2,84,23113,1887,37,1
2,4,47,11062,685,27,1
3,4,56,23431,361,61,1
2,4,80,20039,144,14,0
3,4,68,27752,1578,0,1
1,4,57,23231,1486,44,1
1,2,85,31434,36,0,1
3,3,29,26301,1101,198,1
1,1,60,12522,682,68,0
2,4,31,2854,1528,244,0
4,2,38,12282,1907,286,0
5,1,67,27982,1537,184,1
4,3,94,30791,1524,243,1
5,3,52,21597,1897,18,1
4,1,60,10104,1938,0,0
5,2,96,6801,1872,205,1
5,4,25,31093,1002,20,1
2,4,96,24679,1705,34,1
3,2,0,116,1800,162,0
4,2,82,10110,1452,72,0
5,2,45,15371,376,60,1
1,1,58,24922,1533,245,1
5,1,62,29974,1150,218,0
3,2,86,21672,434,52,0
5,3,32,10278,1868,74,1
5,3,53,1516,944,18,0
1,4,34,29964,304,51,1
5,1,3,17901,1133,203,0
4,2,50,8231,282,11,1
3,4,84,597,958,47,0
4,2,62,2141,1397,111,0
1,2,89,3686,1678,167,0
2,1,60,17109,1823,0,0
2,2,65,24114,981,19,0
5,1,81,6020,1210,217,1
2,3,55,29193,1733,138,1
3,3,37,31135,1572,94,0
4,2,16,2216,1751,87,1
4,3,96,10879,325,58,1
4,1,74,5023,1410,84,1
2,3,43,6942,1568,94,0
2,3,70,27539,1934,154,0
1,1,2,7412,121,13,0
3,3,1,18736,155,20,1
3,1,2,19826,1783,267,1
2,2,69,4804,34,0,0
3,2,73,1459,1587,253,1
4,2,62,2902,848,42,1
5,3,35,19975,718,14,0
5,1,78,22841,1807,0,0
4,2,30,25972,1585,221,1
3,3,10,31878,1670,133,0
5,4,58,26419,705,126,0
3,2,68,15107,294,26,1
1,3,1,6049,43,4,0
2,4,10,12045,800,72,0
4,3,30,1630,1298,25,0
5,1,88,9806,1495,74,1
1,2,2,28497,756,113,0
2,3,78,6757,1643,16,0
4,2,26,17990,1113,77,0
4,3,43,28342,306,58,0
5,1,72,24024,1225,147,1
1,4,76,15932,654,13,0
5,1,56,7287,42,2,0
3,1,10,5336,1591,286,0
2,4,25,24800,212,8,0
3,3,78,4739,1720,68,0
1,2,44,27919,273,49,1
1,1,50,5842,1186,59,0
2,1,51,23592,1124,191,0
4,4,22,23568,1518,258,0
3,1,68,23145,1470,249,1
3,3,92,23072,1399,209,0
2,4,90,28260,771,30,0
4,1,99,20225,315,25,0
2,4,14,26620,1741,330,1
4,2,83,21710,1513,30,1
3,4,56,11449,1038,103,0
3,2,62,18955,272,48,1
4,3,88,24053,1864,205,0
1,1,11,17793,1699,135,0
