item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_available
2,1,18,10378,1694,287,1
4,2,77,9590,1598,15,0
5,3,60,16041,1280,12,1
2,3,37,9086,1501,60,0
2,3,98,20724,528,47,0
5,3,65,24462,134,13,1
3,1,35,14157,1822,72,1
3,3,64,17078,1369,0,1
2,2,5,7997,432,30,0
1,1,22,10584,331,43,1
4,4,13,15589,1257,163,0
1,4,40,13962,580,11,0
2,4,94,14837,878,79,1
5,3,14,14956,833,83,1
4,2,53,19212,768,46,1
1,3,66,29711,1324,145,0
2,1,90,6927,1970,334,1
1,1,62,9856,970,184,1
3,1,7,21840,1444,245,0
4,4,77,23523,611,109,0
5,4,83,12890,1572,0,0
1,4,61,3142,1387,263,0
3,4,58,12429,665,0,0
4,4,81,27794,64,8,1
2,2,67,30229,665,39,1
1,1,30,13981,136,19,0
3,4,92,7874,105,9,1
5,2,69,28666,263,26,0
2,1,67,9678,249,9,1
4,1,97,3864,1616,290,1
5,3,67,8386,1316,52,1
3,2,5,23126,383,19,1
3,3,42,27292,961,38,1
5,1,85,6448,1395,27,0
2,3,83,3775,1423,85,1
1,3,77,29121,1447,231,0
4,3,28,6044,636,50,0
1,2,21,24830,1566,281,1
2,3,88,19180,943,66,1
1,4,8,31121,93,4,0
2,3,45,30202,1076,96,0
3,4,38,820,1572,188,1
2,4,11,16788,413,12,1
4,2,91,1391,936,131,0
4,4,24,5236,158,7,1
3,2,64,1314,1468,0,0
2,1,15,21770,269,13,1
1,2,79,3298,453,4,0
3,4,11,22149,1827,18,0
1,1,51,15857,1258,125,1
3,3,69,3393,1741,278,0
3,4,91,1696,1415,155,0
3,1,19,7204,20,3,1
5,4,57,31688,594,59,1
5,4,31,22777,289,11,1
3,3,94,5073,1085,65,0
4,1,99,7534,1747,104,0
2,2,46,14832,133,17,1
4,1,4,17640,777,147,1
4,3,60,10697,453,54,1
4,3,27,2736,1139,113,0
5,1,66,24796,1222,85,0
1,2,17,14036,549,27,1
2,4,47,28790,768,61,0
1,3,98,15069,983,0,0
4,4,83,5588,521,88,1
4,4,68,6855,1900,95,1
4,3,56,24419,1385,110,1
2,4,24,22874,1693,253,0
2,3,51,15615,1091,185,1
5,2,98,19078,1415,254,0
4,4,65,11649,461,13,0
5,2,32,8364,349,6,0
1,1,54,4373,1917,172,1
3,2,23,540,1512,15,1
5,1,3,7407,1865,223,0
2,3,3,7549,1026,123,0
3,3,71,27938,1129,67,1
5,1,27,20137,476,90,1
1,2,59,17301,858,51,1
5,1,70,5485,205,6,0
2,2,40,24986,1002,90,0
4,4,58,31587,1975,118,0
2,1,60,16781,1686,0,0
3,3,97,4952,566,11,0
4,3,49,8764,206,39,1
5,1,76,4539,1427,199,1
1,3,91,3190,1541,261,1
4,3,31,27093,455,31,1
4,3,5,1538,257,48,1
5,2,7,29938,570,91,1
4,3,26,15973,569,45,0
1,3,78,21352,404,24,0
3,4,99,17426,915,73,1
5,2,19,26461,534,0,1
1,1,83,29748,623,24,0
2,1,62,23630,307,3,0
1,2,97,21335,891,89,1
3,4,69,13280,1604,96,0
5,2,61,27194,694,104,1
3,4,89,14433,1401,112,0
3,1,5,595,1941,116,1
4,4,45,3802,339,50,0
2,1,38,21395,373,63,1
2,2,78,2596,304,45,1
4,3,57,9196,1327,13,0
4,2,62,14679,1365,218,1
5,4,26,20489,1181,47,0
3,3,58,9696,622,18,1
4,3,62,18986,382,57,0
3,1,80,20078,1104,121,1
3,2,61,7553,1961,274,1
2,1,66,7580,1057,10,1
4,2,59,10721,1772,70,0
1,4,33,12091,329,32,0
4,2,87,21868,326,3,0
3,2,69,26374,92,10,0
4,3,41,7535,1342,214,1
5,1,95,617,764,53,1
1,1,58,25459,1744,191,1
1,1,44,8427,618,80,1
2,2,54,2426,334,23,0
2,3,23,9743,1779,266,0
3,3,61,14855,11,0,0
5,4,61,28173,1330,53,1
1,2,64,20096,1568,31,0
2,2,25,29608,1236,0,1
2,1,70,16435,668,13,1
4,3,95,7378,123,12,1
3,4,60,29771,1722,292,1
1,3,46,25671,909,72,0
5,1,77,27037,665,126,0
3,4,44,148,283,11,1
3,2,36,27892,428,59,1
3,4,55,9219,1931,57,0
3,2,35,30298,765,38,0
2,2,52,27894,125,18,1
3,4,17,6012,1915,114,1
2,1,50,29947,99,16,1
2,3,50,12484,506,70,0
2,3,61,24744,166,23,0
2,4,20,1130,169,0,0
1,1,91,12968,1753,298,0
2,2,29,18397,1052,0,1
3,1,38,13451,1336,93,1
1,1,56,25189,1485,178,0
5,3,51,21598,1409,28,0
4,1,1,8415,642,0,0
3,3,69,8660,1851,296,1
2,4,77,22158,566,50,0
5,4,80,6718,1552,248,0
5,2,32,12583,832,16,1
5,4,50,8424,197,33,0
2,3,59,23830,210,8,0
5,4,16,13512,1074,53,1
2,2,21,31126,1148,218,1
1,3,44,28893,639,115,1
4,1,19,9614,396,19,1
4,4,15,8657,624,24,0
2,3,42,25108,1127,45,1
3,3,68,18453,1950,117,1
1,2,1,24273,1751,192,0
3,2,1,30763,1959,19,1
1,1,71,24113,160,6,0
1,2,24,23201,761,83,0
2,1,28,13180,1023,143,1
4,4,71,6593,1406,14,1
1,3,26,13868,839,16,0
3,1,18,14419,884,61,0
4,2,37,17477,984,186,1
2,3,18,15927,1752,315,0
4,1,55,9206,1724,137,0
1,1,73,21235,118,5,1
3,1,94,28949,1434,172,1
4,1,38,705,599,17,1
2,3,17,22962,133,9,1
3,3,49,26738,1647,49,0
3,4,40,2205,1606,64,0
2,3,61,25799,585,64,0
3,2,79,15253,701,70,0
1,3,76,27853,1716,85,1
2,1,20,7515,1998,199,0
5,2,99,20069,1805,126,0
2,3,0,8674,402,64,1
1,1,20,7251,1155,138,1
2,2,79,9051,110,20,1
4,2,51,6046,1671,233,1
5,4,91,6020,1460,58,0
5,3,62,13756,1080,0,1
2,2,47,2129,1018,132,1
5,1,96,15846,1703,204,0
5,4,30,7450,1288,231,1
1,1,35,8443,471,61,1
2,2,41,2738,1191,190,1
4,3,83,8802,1562,140,0
5,3,0,2086,1344,201,1
1,4,54,11407,285,28,0
5,1,19,22373,430,12,0
5,3,81,22074,1953,312,1
2,2,16,30920,325,45,0
4,1,0,16694,133,5,0
5,1,6,20338,868,69,1
5,4,34,1532,1182,23,1
2,4,78,14401,1368,246,1
4,4,10,5718,1168,105,1
1,2,47,13640,154,29,0
2,1,89,5282,1229,159,1
5,3,2,540,103,3,1
2,2,23,11570,1203,228,1
5,4,86,26293,347,0,0
4,4,86,14857,534,85,1
2,4,13,12381,295,11,1
4,2,12,9116,1023,173,1
1,4,41,27462,1297,194,1
1,3,84,24675,129,23,0
2,1,34,31405,967,164,0
4,4,51,15627,406,24,1
3,1,99,22636,1,0,1
1,1,21,26019,19,2,0
2,4,2,4346,1327,199,0
4,1,4,15472,1791,322,0
5,4,4,6094,1212,12,0
1,1,76,13660,959,28,1
4,3,82,3359,1045,156,1
2,2,87,4704,214,2,0
2,3,95,13507,1972,236,1
4,3,56,3549,46,1,0
4,3,17,30975,505,85,0
4,3,97,10145,1867,149,1
3,3,31,24160,1710,205,0
5,2,68,29065,870,121,1
3,3,78,8119,260,23,1
4,2,40,20815,1764,0,1
4,4,81,19569,137,20,0
4,4,15,25647,373,63,0
2,4,65,19301,1234,160,1
4,2,41,8011,1503,285,0
1,4,13,12396,1606,0,0
5,3,30,19353,470,42,0
1,2,64,4876,964,125,0
5,4,13,26273,1253,50,0
2,2,15,11355,227,27,0
1,3,12,8687,1990,159,1
4,1,73,31306,1239,223,0
4,1,63,8931,1271,38,0
2,4,13,19142,1168,116,0
1,2,62,23084,485,29,0
2,2,0,19079,1274,191,1
4,4,98,11277,1077,53,1
1,1,80,5489,475,57,1
5,2,92,10495,1505,90,0
3,1,70,23366,1868,18,0
4,4,46,25601,1897,94,1
2,3,30,21359,76,3,0
4,4,17,1355,951,0,0
5,1,8,24431,1198,155,1
4,4,41,6602,476,33,0
4,3,20,504,326,3,1
5,3,74,2590,1313,157,0
1,2,63,11715,1338,214,1
5,4,18,10741,655,85,1
1,2,66,15367,1482,29,0
1,1,13,19614,433,25,1
3,3,34,12314,419,62,0
4,2,77,23196,1251,37,0
3,1,27,25391,226,36,0
5,2,11,638,1510,60,0
3,4,55,14021,135,18,0
4,3,41,23143,710,120,1
5,4,98,26545,394,55,1
5,2,6,4623,398,27,0
1,4,77,1071,266,21,0
2,3,87,29786,925,148,1
5,2,23,20866,126,13,1
3,2,48,24069,715,7,1
1,4,87,20086,1952,136,0
4,3,24,14142,411,57,0
5,1,98,11110,1647,197,1
3,4,25,21144,864,43,1
4,2,53,10926,268,2,1
5,2,39,8143,1322,92,1
1,3,94,3069,578,63,0
1,3,76,7332,478,0,1
1,4,50,29484,1351,121,1
1,4,31,1190,222,39,0
1,3,73,27471,501,10,0
3,3,91,25222,766,76,1
2,4,30,17361,1355,81,0
2,4,73,31713,12,0,1
4,3,93,31401,1616,161,0
4,2,90,13352,1484,148,0
3,2,71,30560,1813,145,1
3,1,56,8663,274,10,1
1,2,95,12317,907,0,0
3,2,46,15490,1864,186,1
4,3,6,19931,325,48,0
3,1,93,5702,1700,221,1
3,3,57,5096,727,14,0
3,2,90,24600,293,32,1
3,1,65,21327,364,47,0
1,1,55,11490,1766,158,1
2,4,38,19618,1119,55,1
2,2,88,5143,132,14,0
3,1,83,18390,647,64,0
2,3,24,13312,992,29,0
5,2,1,24658,787,118,0
1,1,12,21233,1227,49,0
4,1,38,491,730,51,0
2,3,40,4033,375,11,0
3,1,61,16553,1712,154,0
5,3,28,15815,176,10,0
3,2,90,3049,1793,161,0
3,3,92,23278,1022,132,0
4,4,61,22166,1004,70,1
4,3,35,27058,1682,302,1
4,3,43,30683,1763,299,1
5,1,76,24043,876,148,1
3,4,75,9056,830,24,0
1,1,19,23176,685,75,0
4,2,27,30323,1698,203,0
1,4,94,11449,1199,47,0
4,2,32,3662,316,31,1
3,4,73,5662,1214,169,1
2,1,44,18708,780,101,0
2,2,76,13696,685,130,0
3,1,14,12317,22,0,0
4,3,53,17980,252,22,0
1,1,49,2868,804,88,0
3,4,6,1217,215,34,1
1,2,69,18538,401,68,0
2,4,88,25249,789,134,0
2,4,15,19512,355,67,1
1,1,33,22289,811,137,0
3,4,32,13659,555,44,0
2,1,11,15248,1040,10,0
1,1,25,3110,763,83,0
3,2,15,1381,1483,237,0
1,2,24,5458,246,14,1
3,2,56,4937,1837,73,1
5,1,18,22209,361,57,0
5,3,76,8614,499,4,0
1,4,54,29644,768,99,1
1,4,54,15227,575,92,0
4,2,15,30219,1280,115,1
1,3,15,22240,170,0,1
1,1,37,21836,310,37,1
3,1,63,22850,1144,80,0
4,2,11,6381,699,125,1
1,4,9,28982,1087,76,0
3,4,81,30933,1438,215,1
4,1,17,2247,795,111,1
4,2,38,23794,698,0,0
5,1,27,14009,1874,74,1
4,4,71,20330,1160,92,1
1,1,51,5974,1725,155,0
5,2,10,24136,215,34,1
4,3,21,28593,1292,155,1
1,4,19,16239,217,28,0
3,4,71,1592,355,7,1
2,3,3,24859,1649,247,1
3,1,9,29535,1163,0,1
3,2,97,1991,404,68,0
2,3,96,16736,398,39,0
2,3,30,29601,615,55,1
4,4,47,6831,1623,243,1
5,1,79,15983,321,3,1
4,3,66,7463,1888,113,1
4,3,35,3514,981,166,1
3,1,98,22996,1612,16,1
3,4,57,13358,1184,47,0
1,1,90,29527,332,26,1
5,3,77,13781,580,46,0
2,2,56,14731,1626,178,0
4,4,54,9148,550,0,1
2,2,94,826,1811,199,0
1,2,96,25434,541,21,0
1,1,53,13582,1383,96,1
1,1,36,30935,731,131,0
4,4,46,13029,1746,244,1
2,3,68,17528,1896,303,1
5,1,82,23466,1123,134,1
1,1,76,30492,92,3,0
5,2,42,10757,187,31,0
1,1,11,2419,953,171,0
3,3,33,28480,1195,47,1
1,1,23,25895,1694,304,1
1,1,16,11831,1262,214,0
5,3,81,8389,1605,48,1
2,1,65,10153,17,3,1
1,2,37,22935,1701,255,1
5,1,63,24715,1354,230,1
5,3,33,18923,652,19,1
2,2,30,3868,1052,105,0
4,3,41,17909,1767,318,1
3,1,46,25891,1201,108,0
3,1,3,27730,213,19,0
3,2,80,6202,1130,0,0
4,1,17,9108,1463,0,0
2,1,83,344,1461,175,0
4,4,70,9186,737,132,0
4,2,69,1350,1473,235,1
5,2,59,234,374,71,1
4,1,13,18187,1072,85,1
4,3,85,85,1348,161,0
4,4,61,28323,1716,205,0
2,2,48,6154,841,0,0
4,1,73,23988,461,32,0
4,4,33,17523,645,38,1
3,2,37,18468,629,106,1
3,3,39,17367,679,0,1
3,1,72,27336,836,58,0
1,1,96,282,1136,170,1
5,1,93,9351,643,83,1
3,3,70,31885,338,23,0
1,2,42,4941,85,7,0
1,3,89,5831,1754,70,0
4,4,19,3919,1469,146,1
5,3,4,19918,464,60,0
5,4,76,4413,725,79,0
4,3,51,31593,1484,74,0
1,2,24,24157,1093,43,0
4,3,50,18704,22,4,1
5,4,83,3104,1676,50,1
1,4,50,9787,1831,109,1
5,4,39,12268,1490,14,1
3,2,0,23246,64,10,1
4,1,64,14628,1175,164,0
1,2,22,24666,544,43,0
4,1,10,17756,768,107,0
4,4,20,4625,1079,129,1
1,3,83,2127,1104,44,1
2,3,64,30467,350,7,1
4,3,83,13905,1800,288,0
1,4,83,15196,1252,25,1
2,4,89,6650,119,8,1
1,1,86,23492,682,54,0
2,2,82,14108,1713,119,1
5,4,73,13701,1219,48,0
1,4,24,28469,1320,39,0
4,2,63,18215,1262,50,0
4,1,45,18513,1263,239,1
5,1,78,5486,1779,53,0
4,1,73,19254,236,44,0
3,4,2,27516,778,108,1
3,4,36,27513,403,44,0
2,4,9,18558,322,6,1
1,2,16,9955,504,20,0
1,1,16,17164,531,79,1
3,1,54,15539,700,133,0
4,1,69,318,188,11,1
3,4,31,3862,325,45,0
2,3,79,28617,141,2,0
5,3,26,5954,884,0,0
4,2,40,3473,1145,171,0
1,4,66,18893,150,4,0
5,4,64,25003,48,0,0
5,4,70,30741,903,81,1
5,4,68,11189,69,6,0
2,4,55,220,85,10,0
2,4,20,2687,1793,53,1
3,4,19,28084,1645,164,1
3,1,67,17069,1283,76,1
4,4,70,24307,145,15,1
5,1,13,5955,608,72,0
2,2,8,26955,1232,98,1
3,4,51,24244,887,62,1
5,1,94,24713,732,7,0
2,4,30,10484,1037,31,1
3,1,27,20892,945,113,0
4,3,79,21718,1568,141,0
4,2,54,13620,1691,321,0
3,3,50,16307,188,35,1
4,3,53,10873,390,23,0
3,1,2,1342,1381,207,1
3,4,7,19757,1431,14,0
1,2,81,21010,1062,53,0
1,4,0,17027,1319,26,1
2,1,76,8203,1788,339,0
5,2,99,10669,1634,32,0
3,2,62,29510,1357,122,0
1,3,73,25018,933,37,1
2,1,3,10605,1298,129,0
1,4,53,16395,1429,85,1
2,4,88,19885,1884,301,1
2,3,45,18621,1416,269,0
4,4,41,12364,252,20,1
3,2,84,17540,1853,259,1
1,4,69,18750,1068,192,0
4,1,52,5950,1652,280,0
4,1,27,14909,1767,17,0
5,4,27,25997,196,37,1
1,2,35,25291,634,25,1
5,3,29,10923,1014,40,1
1,1,90,13848,1778,320,1
2,3,94,22210,40,7,0
4,4,47,17444,1766,0,1
4,3,16,8861,18,2,1
4,4,55,13422,1148,80,1
1,2,61,8648,320,51,0
1,1,50,3275,1385,166,1
2,2,41,18384,1847,166,0
3,2,29,9728,312,3,0
3,4,6,15439,1959,254,0
4,1,10,8339,1949,350,0
5,4,48,30551,73,3,0
2,2,33,20299,1052,115,1
5,3,87,23396,1698,152,1
3,1,47,18161,359,10,0
5,4,0,23038,775,131,0
3,3,42,22826,589,23,1
5,4,94,24368,914,82,0
3,4,40,22344,749,142,1
4,2,92,19150,248,22,1
3,3,32,8319,715,14,1
5,3,22,16940,297,11,1
3,4,84,7316,1564,218,0
3,2,52,16913,1205,132,0
1,1,66,18549,1179,106,0
2,3,70,15855,1854,166,1
5,2,69,16031,995,109,0
1,3,60,3767,1856,259,1
3,1,67,31114,38,2,1
5,2,49,8713,540,102,1
5,1,55,1695,967,145,1
5,4,21,31889,1557,31,1
2,3,77,10862,314,53,0
2,4,84,23889,1842,184,0
2,2,46,15000,1261,201,0
5,1,26,19334,1685,67,0
4,4,89,12450,1131,33,1
2,1,31,27363,1795,251,0
2,2,65,19624,65,11,0
4,3,92,28799,543,86,0
2,4,32,13211,1108,66,1
3,2,19,18801,1402,266,0
3,1,89,23049,235,16,0
5,3,34,2656,1258,239,0
4,2,86,13250,1943,116,1
3,4,29,12057,990,99,1
1,1,47,14804,38,4,0
2,1,64,29536,318,28,0
2,4,10,12858,1686,101,0
1,4,79,16113,463,55,0
5,2,80,23853,860,0,0
4,2,68,19478,1690,321,0
1,1,6,30798,1521,76,0
3,4,99,9646,199,17,1
3,3,92,2001,595,107,0
2,3,8,5997,339,23,0
2,3,33,2280,1272,12,0
5,3,33,30386,618,117,0
1,3,55,10626,28,0,0
5,2,16,31263,1384,13,0
1,3,46,4624,140,26,0
1,2,75,14057,1787,339,0
5,1,73,9730,1619,226,0
3,2,51,1009,1181,70,1
2,4,79,23442,1651,297,1
4,4,63,8722,856,8,0
1,4,22,2073,1740,87,0
4,4,50,19084,888,71,1
3,1,64,30826,775,62,0
4,1,45,9014,790,126,0
5,1,14,3724,1438,43,0
2,2,33,10831,528,58,0
4,2,98,11771,1095,10,1
1,4,97,5762,253,22,0
2,3,9,12379,1679,67,1
1,3,54,26405,836,58,1
4,4,92,10115,648,84,1
1,3,93,28238,33,0,0
1,3,81,13788,1768,17,1
2,4,55,28664,1267,164,0
3,2,71,18202,1197,131,0
2,1,62,23208,1966,117,0
4,3,58,1384,1519,182,1
4,4,88,16055,1417,99,1
2,2,27,28413,279,36,0
5,3,94,20291,1521,76,0
2,2,91,16760,203,30,0
5,1,90,2373,1385,124,0
1,4,75,16341,1596,47,0
2,2,81,21778,685,27,1
5,2,48,24694,274,0,0
2,4,4,5781,723,122,0
2,2,79,27291,1455,203,0
4,4,5,4761,911,0,1
1,3,47,2627,871,113,1
5,2,86,13494,1383,13,1
5,2,9,31942,364,32,0
5,1,61,3344,1669,200,0
4,2,11,31925,862,146,1
5,1,7,11334,1068,32,1
4,2,54,1615,745,44,1
1,4,28,23014,512,87,1
5,4,99,21496,1263,138,0
5,4,90,1390,1487,237,1
2,3,30,21562,1301,221,0
2,4,47,13401,920,27,0
3,3,20,10027,488,68,1
3,2,38,883,772,54,0
5,2,12,11993,523,94,0
1,3,96,27281,1943,330,1
4,4,11,2816,1925,173,0
4,2,42,6794,1534,153,0
1,2,59,18108,1199,107,0
1,1,8,4214,1597,31,0
3,1,2,16203,158,22,1
5,1,92,29857,458,54,1
1,3,90,8601,662,112,0
2,1,72,31435,1922,288,1
2,4,61,29569,1588,301,1
1,4,97,8688,359,53,1
1,1,91,18225,301,30,1
4,2,56,25532,793,23,0
2,1,95,29294,442,53,0
2,4,78,8328,387,38,1
1,4,59,20291,988,69,1
2,4,37,29859,1642,131,1
4,2,74,12017,251,47,1
5,4,61,29991,624,18,1
1,3,97,19100,527,31,1
4,2,54,14249,77,3,0
1,2,93,1386,1351,94,1
4,1,56,26271,1752,227,1
2,2,68,12895,752,7,1
2,4,77,16750,1452,116,0
1,4,37,14979,1114,167,1
2,4,9,31978,484,14,0
4,2,58,14892,1651,49,0
1,1,95,19721,1204,36,0
3,4,18,31956,1930,212,1
2,1,43,8974,280,50,1
1,3,94,20679,1187,213,1
4,1,12,18215,652,32,0
5,3,63,14923,995,179,1
1,4,62,18084,598,95,1
5,1,96,15130,592,0,0
5,3,26,18765,1203,108,1
3,4,78,9869,1156,173,0
1,4,6,27246,637,57,1
1,1,91,31482,1449,115,1
5,3,25,31272,1844,110,0
3,3,83,16637,1534,214,1
2,1,59,31471,1380,151,0
1,1,27,29779,993,39,1
5,3,94,24391,1374,0,1
2,2,40,8126,32,2,1
2,4,95,28478,318,12,0
4,1,47,7610,1299,0,1
2,2,99,21169,754,135,0
5,1,30,551,1190,83,1
3,1,23,10881,612,12,0
2,2,74,16274,1520,121,1
2,1,38,22321,1608,241,0
5,2,60,21337,1059,105,1
2,2,10,23989,193,15,1
4,2,22,12973,614,42,1
2,3,33,6610,1321,52,0
2,3,89,23753,597,107,0
2,3,14,6172,236,30,0
3,1,74,15366,1694,203,0
2,1,36,969,888,79,1
4,2,70,4321,948,161,0
2,2,42,4133,1866,55,0
5,1,29,26766,1745,296,0
1,3,45,9312,1259,125,0
2,2,20,26818,1569,156,0
3,1,34,5749,217,4,0
5,1,29,9360,748,7,1
1,1,37,24619,1926,115,1
5,3,59,21821,1824,200,0
1,4,26,11273,544,103,1
5,2,26,11134,1304,104,1
2,4,83,28260,1802,324,1
1,1,20,15381,1704,306,0
4,3,19,17117,1272,203,1
3,2,99,8415,707,120,0
2,4,16,19207,174,31,1
2,3,76,9181,785,7,0
1,1,77,5550,436,47,0
5,1,83,16662,1786,53,1
2,4,3,21251,690,27,0
5,1,68,8821,1618,32,1
4,4,28,26482,393,51,1
4,3,99,4682,1187,71,0
1,4,89,17493,1705,119,0
2,3,47,19542,962,144,1
4,4,58,16516,1037,62,0
2,4,0,12778,628,100,1
4,2,8,15669,1922,115,1
2,4,95,4235,619,74,0
2,1,14,14008,966,183,1
1,1,93,11914,1937,309,0
1,1,97,8604,1810,108,1
3,2,92,14014,1345,161,0
4,4,95,24176,1473,250,0
4,2,43,27507,783,23,1
1,2,11,22799,1944,97,0
2,2,66,26381,810,81,0
3,1,28,22018,1704,136,1
3,2,64,26119,375,71,0
4,1,40,15257,1998,139,1
1,3,39,8698,529,0,1
2,4,36,21994,1945,272,1
4,2,91,5298,226,13,1
3,1,57,28761,489,92,0
2,2,7,1136,1528,259,1
2,4,90,341,1434,114,0
5,3,89,7425,942,122,1
4,1,52,7302,56,6,0
3,3,19,4389,1256,25,1
3,1,49,24155,605,96,0
2,2,27,4858,1165,186,1
5,2,37,9387,75,9,0
3,3,10,27074,853,119,0
1,2,23,2819,346,41,0
2,4,71,13972,719,122,0
5,3,55,3114,1542,77,0
2,1,43,21885,178,32,0
5,1,81,8708,1145,194,1
1,3,52,27671,1477,132,1
3,1,74,14055,461,78,1
4,3,95,28440,1831,91,0
3,2,16,28080,859,103,0
5,1,6,6030,785,149,0
3,2,68,21228,551,11,0
3,1,40,17862,1762,211,1
4,2,15,4708,585,0,0
2,3,56,6440,769,115,1
1,3,51,26611,1482,0,1
4,4,37,13612,105,3,0
2,3,82,17378,1613,274,1
1,2,60,1495,289,23,1
3,4,66,11526,59,6,1
3,2,30,11719,1528,30,1
1,3,35,22466,1183,106,0
1,3,71,29032,103,2,1
3,2,46,8360,1949,77,0
5,3,50,29912,12,0,1
4,3,40,19543,124,7,1
1,1,16,11345,1756,158,1
1,4,79,4634,1352,202,0
5,2,97,30569,1419,85,0
2,4,36,16418,1188,47,0
4,4,7,10681,415,62,1
2,2,23,4347,14,0,0
1,2,83,4855,328,42,0
5,2,78,8522,960,182,1
2,4,39,8335,1642,197,1
1,3,13,6964,1467,176,0
4,2,69,29548,483,48,1
5,4,59,27838,1254,188,0
4,4,70,4258,919,9,0
5,2,81,17188,430,38,1
2,2,55,24712,1222,61,0
4,1,46,15882,473,4,1
5,2,17,4886,198,35,1
2,4,78,7400,1946,19,0
5,1,75,1592,1568,47,1
1,1,97,4337,1465,117,1
5,4,2,11827,293,32,1
2,4,67,14456,1977,336,1
2,3,61,25051,1982,39,0
1,1,31,5441,95,2,0
2,1,96,2131,600,72,1
1,4,60,21412,77,0,1
2,3,42,16758,1970,275,0
3,1,7,11624,1676,117,1
1,3,30,5544,237,45,1
3,4,10,13905,49,5,1
5,3,21,15900,369,7,1
2,3,52,31577,463,55,0
2,2,22,1531,1825,346,0
3,2,77,18875,1444,101,1
1,2,33,5186,1756,228,1
1,4,25,19867,840,159,1
4,4,90,7595,325,22,1
2,2,36,29063,880,70,1
1,1,71,14106,1897,37,1
3,3,33,29596,975,39,1
4,4,51,22987,595,89,0
3,1,55,20922,20,0,0
1,3,76,30481,54,0,1
5,1,3,3181,469,70,1
3,1,91,12632,737,0,1
1,2,88,23540,182,32,0
4,2,89,7674,1745,331,1
3,4,68,2921,167,30,0
1,2,10,1130,1752,140,1
5,1,88,23872,881,123,0
1,3,31,789,625,12,0
5,2,18,8653,1471,279,0
1,1,57,16145,1683,33,0
1,4,87,27153,1032,72,1
5,3,53,26485,1676,83,1
5,2,64,19349,1675,234,1
3,3,82,27765,1962,196,0
4,1,49,30630,655,32,1
5,3,81,14805,1197,119,1
2,3,97,2762,1539,261,0
2,4,9,18470,1283,179,0
4,2,74,29789,436,39,0
5,3,56,7407,651,123,0
1,2,3,9936,1091,98,1
4,2,32,10517,1715,17,1
3,3,14,2910,534,26,1
4,4,83,8625,366,0,0
4,1,67,11128,590,112,1
1,1,33,16586,373,33,1
4,3,87,330,289,0,1
5,4,2,11498,895,71,1
4,4,18,1953,329,32,0
1,3,1,6389,298,50,1
1,4,44,29687,717,0,0
5,4,10,12241,1496,104,0
4,3,98,21855,300,57,0
3,1,84,16525,1680,184,1
1,4,45,26672,1609,16,0
4,4,37,1321,546,87,0
5,1,72,30361,869,43,0
3,1,85,8433,1950,273,0
2,1,9,28076,1322,211,0
3,3,83,860,1379,41,0
4,3,34,5461,543,76,0
2,3,5,6023,327,0,1
5,2,8,2549,39,5,1
4,3,91,27957,63,9,1
4,2,28,224,594,100,1
3,2,94,6943,106,0,0
4,2,31,31065,1838,165,0
5,4,96,19693,331,6,0
2,2,38,14548,77,0,0
5,3,27,5772,1321,79,1
1,1,95,9949,1423,42,0
3,4,11,8693,1374,219,1
1,1,54,29108,257,20,0
5,2,97,8305,1286,231,0
4,4,10,26316,1249,137,1
5,1,98,28811,1281,166,1
4,2,85,16511,580,69,1
3,4,55,15241,1487,14,1
3,4,10,3536,992,9,0
4,2,62,27247,1000,100,0
5,4,88,27710,1635,147,1
4,2,16,9007,1743,331,1
1,4,77,3405,1259,88,1
3,3,44,5094,773,139,0
3,3,99,10391,663,125,0
2,3,17,16492,1075,172,1
2,2,5,13783,1091,174,1
1,3,19,7584,1106,55,1
4,2,72,18474,1038,145,0
1,4,77,29969,157,25,0
5,3,77,23385,1213,181,0
3,2,42,16201,878,43,0
2,3,44,14813,136,8,1
4,3,99,9796,1666,249,1
3,2,87,30927,709,77,1
1,2,60,25087,272,16,1
3,1,93,20743,11,1,0
4,2,56,8797,542,27,0
3,4,54,27158,1299,38,0
1,2,52,1795,1395,41,1
5,4,45,3032,45,8,0
4,2,19,13714,961,9,0
1,1,18,4100,416,12,0
3,2,6,23065,1587,238,1
5,3,1,2011,226,29,1
4,4,40,18681,498,0,1
2,1,34,21814,1421,184,1
4,3,52,15838,551,104,0
5,4,83,20116,348,38,0
1,2,54,11606,745,104,0
3,1,63,29106,1199,215,0
1,1,94,17433,951,171,0
2,3,65,29150,1664,316,0
1,2,13,18641,1010,30,1
5,1,30,20257,1050,199,1
1,2,79,9987,650,123,1
4,3,36,21976,598,83,0
3,2,76,22330,1730,69,1
3,3,78,25713,205,16,0
1,3,5,28315,1380,179,1
1,4,92,22102,1535,291,1
4,1,86,10813,1048,10,1
3,4,43,6878,470,18,0
3,2,56,11870,1676,201,0
4,3,97,30376,1611,96,1
5,4,96,19949,856,128,0
4,2,38,18458,1310,209,1
5,3,16,27112,811,81,1
1,2,78,15862,552,33,1
3,1,5,23880,421,25,0
3,3,74,25254,560,84,0
2,3,42,17232,37,2,1
1,2,67,16855,164,31,0
3,3,96,8246,1394,250,1
2,2,91,7372,539,48,1
3,1,66,30128,432,38,0
3,2,64,15761,1241,223,1
5,2,80,15575,419,50,1
5,1,12,3451,370,3,0
3,2,91,12796,528,79,1
