item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_id
other,1,57,12244,478,9,1586
other,1,69,23741,283,14,1587
kitchen itensils,4,15,30438,85,6,1588
furniture,4,85,15150,1810,72,1589
clothes,2,94,3333,306,58,1590
furniture,1,88,11077,1495,59,1591
kids,4,21,17446,1464,248,1592
kitchen itensils,1,98,26068,84,5,1593
other,3,9,29586,171,30,1594
other,1,22,26671,1557,124,1595
kids,4,32,6663,298,47,1596
kids,1,43,6923,891,8,1597
clothes,3,57,25073,254,25,1598
clothes,4,74,24283,1611,144,1599
furniture,2,2,14196,1151,46,1600
kitchen itensils,3,10,15651,1179,82,1601
kids,1,12,8949,302,0,1602
kids,2,66,29749,893,44,1603
kitchen itensils,2,64,8526,1762,140,1604
other,4,24,12760,531,63,1605
other,3,99,7167,1254,37,1606
clothes,4,46,18271,638,95,1607
kitchen itensils,3,3,6941,1102,22,1608
other,4,9,15294,701,21,1609
other,3,1,23088,1005,110,1610
clothes,3,94,15427,1377,55,1611
clothes,3,47,27293,1656,231,1612
other,1,84,31283,1175,129,1613
kitchen itensils,4,65,28423,316,50,1614
other,3,56,2692,1258,100,1615
furniture,2,26,10994,1555,77,1616
clothes,4,26,12442,1555,171,1617
clothes,1,82,7896,1568,172,1618
furniture,1,64,31396,494,79,1619
kitchen itensils,3,20,19358,1156,208,1620
kitchen itensils,1,74,3660,638,51,1621
kitchen itensils,4,45,872,759,37,1622
other,1,56,23265,1424,213,1623
kids,2,49,15406,505,65,1624
furniture,3,79,224,834,116,1625
furniture,3,29,17103,1741,139,1626
kids,4,71,25684,1128,180,1627
kitchen itensils,2,60,20272,1282,141,1628
kitchen itensils,3,28,31423,761,129,1629
furniture,3,12,14402,1899,284,1630
clothes,3,46,20774,787,39,1631
other,1,90,19978,88,10,1632
furniture,3,51,12741,1220,85,1633
other,2,37,18559,871,95,1634
kids,2,95,10802,1366,54,1635
furniture,3,88,31961,240,14,1636
kitchen itensils,3,89,7412,1542,231,1637
kitchen itensils,3,68,9303,1340,120,1638
other,2,6,29290,648,38,1639
furniture,3,44,9730,104,18,1640
kitchen itensils,4,14,17659,1740,139,1641
kids,4,0,2932,482,0,1642
other,4,83,10467,1867,149,1643
furniture,1,2,25437,193,9,1644
other,3,38,23969,341,34,1645
other,3,97,6299,456,0,1646
kitchen itensils,3,84,21246,251,25,1647
clothes,1,25,6149,1676,201,1648
kitchen itensils,3,22,14092,336,23,1649
clothes,1,25,18324,1665,0,1650
other,4,57,10869,1353,81,1651
kitchen itensils,3,23,19547,853,34,1652
kids,4,52,12033,1540,261,1653
kids,2,35,7012,888,142,1654
furniture,1,11,12690,370,7,1655
other,1,15,990,1147,206,1656
other,2,81,18489,345,24,1657
kitchen itensils,1,65,21691,1420,14,1658
other,2,68,21835,1498,134,1659
furniture,1,25,14,1627,16,1660
furniture,2,26,24809,1723,223,1661
kitchen itensils,4,56,6027,1688,253,1662
furniture,2,48,5439,1171,210,1663
clothes,4,72,24186,1824,91,1664
clothes,1,53,28768,1520,182,1665
kids,2,98,18198,1002,40,1666
kitchen itensils,1,64,12951,1545,46,1667
kids,2,26,31329,755,90,1668
clothes,3,99,4247,1806,216,1669
kitchen itensils,3,44,19934,1815,90,1670
kids,3,28,19999,501,15,1671
kids,1,3,26568,500,70,1672
clothes,3,55,21326,930,120,1673
clothes,3,50,30538,77,7,1674
furniture,1,23,15142,158,1,1675
other,1,94,6398,1182,0,1676
kitchen itensils,4,19,24454,258,43,1677
other,4,64,26499,1329,146,1678
furniture,4,73,31338,650,84,1679
clothes,1,40,25668,1040,124,1680
kitchen itensils,4,25,21930,325,22,1681
kitchen itensils,3,3,26997,277,22,1682
furniture,3,68,7888,262,36,1683
kids,2,75,3160,1865,149,1684
kids,2,11,15761,720,0,1685
other,4,4,29927,1956,78,1686
kitchen itensils,1,56,12165,1902,266,1687
other,1,0,29864,264,42,1688
furniture,1,38,26044,247,37,1689
furniture,1,8,23792,1081,129,1690
kitchen itensils,3,18,1864,205,30,1691
other,3,46,1451,1093,76,1692
kitchen itensils,3,30,2237,1534,15,1693
kitchen itensils,1,79,31326,979,78,1694
furniture,4,14,26391,598,113,1695
clothes,3,96,29150,1560,171,1696
furniture,4,43,20674,387,54,1697
kids,4,9,30529,848,127,1698
other,2,78,10875,413,74,1699
other,4,46,9470,319,28,1700
other,2,53,22768,1646,197,1701
kids,1,99,21693,280,33,1702
clothes,1,7,2275,1155,92,1703
furniture,1,76,12482,1642,131,1704
other,4,54,30568,533,42,1705
other,1,27,20139,756,45,1706
clothes,2,96,24930,544,59,1707
clothes,4,47,24585,789,63,1708
other,1,86,21575,1643,164,1709
kitchen itensils,4,39,21235,333,29,1710
kitchen itensils,1,55,23078,1196,107,1711
clothes,1,22,2530,1267,240,1712
furniture,3,65,28564,1363,231,1713
clothes,3,13,29514,661,92,1714
furniture,2,79,5066,964,154,1715
kids,3,25,16252,1920,38,1716
furniture,3,44,14026,78,2,1717
kitchen itensils,2,29,959,1033,20,1718
furniture,2,96,18512,1506,45,1719
other,3,67,236,951,85,1720
clothes,3,31,10810,959,47,1721
other,3,97,21481,359,14,1722
other,1,31,24607,366,10,1723
kitchen itensils,4,48,26641,1428,71,1724
kids,2,81,6313,1806,36,1725
other,1,35,15693,1888,18,1726
furniture,3,7,25875,1975,335,1727
furniture,2,55,28126,1442,144,1728
furniture,3,10,4204,1176,70,1729
kitchen itensils,4,91,20272,1004,130,1730
clothes,3,92,5161,1468,161,1731
kitchen itensils,3,53,24683,1003,20,1732
kitchen itensils,1,65,30827,543,21,1733
kids,2,41,14330,1222,232,1734
furniture,4,38,3214,8,1,1735
furniture,2,36,23772,494,4,1736
other,2,89,19440,1765,88,1737
kids,3,1,7043,70,2,1738
kitchen itensils,3,40,4317,362,47,1739
other,2,38,25900,1777,159,1740
clothes,1,75,24802,1831,18,1741
clothes,2,38,19322,1708,222,1742
kitchen itensils,3,25,26873,908,0,1743
kitchen itensils,3,2,11302,1743,156,1744
kitchen itensils,3,39,31,1041,0,1745
furniture,1,95,25879,1907,95,1746
kids,1,20,8523,1192,35,1747
kids,2,7,22356,1578,126,1748
furniture,1,15,3114,448,49,1749
kids,2,14,23095,1697,169,1750
kids,3,62,24779,240,24,1751
other,4,73,7462,1258,0,1752
furniture,1,19,2398,1246,236,1753
furniture,3,90,11274,1571,62,1754
other,4,31,15013,1592,206,1755
clothes,3,60,10275,472,9,1756
kids,1,16,13948,673,107,1757
clothes,1,72,28069,1175,11,1758
kids,3,17,7208,1467,220,1759
clothes,3,24,22809,1327,159,1760
clothes,3,50,25256,375,30,1761
clothes,4,14,29361,306,9,1762
other,4,55,28908,1116,100,1763
kitchen itensils,1,50,29437,241,9,1764
furniture,2,26,9884,753,30,1765
clothes,3,66,26517,839,33,1766
other,2,79,11408,1386,263,1767
kitchen itensils,3,74,11187,1788,321,1768
furniture,4,38,14014,1677,150,1769
other,1,52,20256,1959,352,1770
furniture,4,83,2057,1974,276,1771
clothes,3,85,11588,550,77,1772
furniture,1,75,23989,1866,298,1773
kids,4,83,14256,1644,115,1774
other,1,40,25406,540,64,1775
kitchen itensils,4,90,24844,3,0,1776
kitchen itensils,1,13,19220,711,99,1777
furniture,3,22,30582,1599,127,1778
clothes,3,64,20329,293,20,1779
other,4,22,23494,546,60,1780
clothes,1,63,13881,434,43,1781
other,3,11,11711,1805,234,1782
other,2,9,29308,1843,313,1783
kids,2,57,6116,1659,248,1784
furniture,2,74,28679,1268,177,1785
other,4,55,6906,1734,156,1786
furniture,3,91,13557,620,117,1787
other,1,57,20657,1754,105,1788
kids,1,64,8402,1937,116,1789
clothes,3,30,14280,654,45,1790
other,2,38,19162,1866,354,1791
kitchen itensils,1,27,18034,332,0,1792
furniture,3,11,13117,1337,133,1793
clothes,1,3,30080,851,119,1794
clothes,4,17,4287,1405,266,1795
other,1,54,24009,1346,215,1796
furniture,4,90,11399,1455,276,1797
furniture,4,81,29077,1429,271,1798
kids,1,20,21254,1821,182,1799
clothes,2,28,7436,401,4,1800
furniture,4,9,12502,477,14,1801
kids,4,11,27269,326,19,1802
kids,2,58,31254,1959,137,1803
clothes,4,47,17813,385,23,1804
other,4,38,19197,1867,18,1805
clothes,4,50,3256,907,163,1806
other,4,81,19972,1649,296,1807
other,2,53,13627,1837,293,1808
kitchen itensils,3,75,2191,1656,264,1809
kitchen itensils,2,30,24840,262,49,1810
other,1,57,23411,443,57,1811
kids,1,82,19718,400,56,1812
furniture,2,95,10416,1122,11,1813
furniture,3,67,26260,1295,142,1814
furniture,1,59,9452,1534,15,1815
furniture,2,69,14934,1115,122,1816
kitchen itensils,1,98,27793,312,3,1817
kitchen itensils,3,49,14175,1204,132,1818
clothes,2,73,2967,1805,126,1819
clothes,4,87,29587,1753,298,1820
kitchen itensils,4,71,7743,751,60,1821
clothes,4,81,29714,470,14,1822
furniture,3,96,30927,777,116,1823
kids,2,87,4578,1678,50,1824
kids,3,55,23758,1215,182,1825
furniture,4,83,22777,157,1,1826
clothes,2,8,4190,1336,253,1827
other,1,79,12310,1153,57,1828
other,1,29,3357,429,38,1829
kids,1,46,22714,388,0,1830
clothes,1,54,9032,515,66,1831
other,2,94,24799,1878,187,1832
furniture,2,28,27588,1745,69,1833
other,2,53,10630,798,127,1834
kids,2,43,12429,1931,19,1835
kids,4,27,4255,260,13,1836
kitchen itensils,3,62,10075,226,13,1837
other,4,11,15728,314,15,1838
kitchen itensils,4,8,28094,946,0,1839
kitchen itensils,2,14,12749,1932,270,1840
clothes,3,58,16856,397,11,1841
clothes,1,61,22810,242,9,1842
kids,1,19,3408,1173,70,1843
kids,1,21,30896,1149,103,1844
kids,2,19,17845,1087,86,1845
kitchen itensils,1,38,26359,1783,17,1846
furniture,2,82,15948,453,77,1847
clothes,2,6,14621,1173,187,1848
clothes,1,46,22577,643,64,1849
furniture,2,95,7061,1262,113,1850
furniture,3,80,7538,1809,72,1851
other,1,21,16401,1598,191,1852
kitchen itensils,2,63,27065,14,2,1853
kitchen itensils,3,18,11874,1518,106,1854
kitchen itensils,1,42,16354,1150,126,1855
kids,2,81,31808,306,9,1856
kitchen itensils,2,96,30785,1772,212,1857
other,2,12,23385,352,56,1858
furniture,2,98,20361,1594,175,1859
other,3,84,1938,118,12,1860
kids,2,95,4554,1196,203,1861
furniture,4,1,27000,1782,249,1862
furniture,1,92,28109,1746,0,1863
clothes,4,78,24258,1255,50,1864
clothes,4,42,5877,1939,116,1865
kids,4,0,11397,303,6,1866
furniture,2,54,25905,1417,127,1867
kids,4,1,280,1545,278,1868
furniture,3,32,23893,1689,152,1869
kitchen itensils,4,80,4450,1711,136,1870
clothes,2,37,15758,295,50,1871
furniture,3,49,29953,1485,29,1872
kids,4,67,6675,781,109,1873
kids,3,6,19815,744,7,1874
kids,4,3,29097,65,3,1875
kids,2,89,6066,1376,110,1876
kids,2,59,6408,1526,289,1877
kitchen itensils,2,52,23271,57,1,1878
kitchen itensils,1,86,4034,590,0,1879
kitchen itensils,3,84,31444,1155,115,1880
furniture,1,62,9213,553,94,1881
furniture,2,80,26168,108,6,1882
furniture,1,83,25161,266,37,1883
clothes,3,87,6731,1045,52,1884
kids,4,45,14736,897,170,1885
kitchen itensils,3,73,10745,1153,103,1886
furniture,2,64,16516,1041,31,1887
other,4,2,21023,270,10,1888
other,3,29,13249,667,73,1889
kids,2,59,14554,1115,22,1890
other,2,4,22500,1167,58,1891
kitchen itensils,2,15,31503,1226,196,1892
furniture,3,76,9065,1498,224,1893
clothes,4,37,7655,1510,256,1894
other,1,28,18398,1915,268,1895
kids,2,19,17681,545,49,1896
other,3,39,17897,1384,13,1897
clothes,1,77,19346,1795,143,1898
clothes,2,14,29121,1701,17,1899
furniture,2,68,31774,1939,0,1900
clothes,4,42,15383,417,70,1901
kids,4,36,12890,645,0,1902
clothes,4,15,13278,76,3,1903
clothes,4,8,23292,1334,146,1904
kids,2,59,17960,135,17,1905
other,3,86,13972,391,31,1906
clothes,2,28,24247,469,23,1907
kids,2,13,9208,1871,168,1908
kitchen itensils,3,13,30260,1087,130,1909
kitchen itensils,1,54,27562,1941,19,1910
other,3,39,8817,1397,13,1911
clothes,3,11,3363,316,56,1912
clothes,1,47,25769,1850,92,1913
kitchen itensils,1,31,25296,1124,89,1914
other,2,51,11219,1916,229,1915
clothes,4,49,2606,469,37,1916
kids,2,95,26550,1302,39,1917
kitchen itensils,1,6,11653,494,74,1918
clothes,4,16,31072,1395,223,1919
clothes,4,46,9560,285,0,1920
kids,2,6,31553,1406,0,1921
clothes,3,36,8372,258,49,1922
kitchen itensils,1,61,17274,1981,198,1923
other,3,16,22822,964,28,1924
furniture,1,84,31984,798,15,1925
kitchen itensils,2,20,7139,342,64,1926
clothes,2,41,13286,20,0,1927
kids,2,41,9359,639,70,1928
clothes,4,93,8633,1096,54,1929
kids,2,61,23641,1902,266,1930
furniture,3,94,15063,1286,25,1931
clothes,2,13,10483,238,14,1932
furniture,3,46,11835,1358,108,1933
other,1,72,20841,21,1,1934
clothes,3,47,31841,1025,112,1935
kids,4,36,6526,770,130,1936
clothes,3,44,9638,1272,25,1937
furniture,4,31,28024,1186,130,1938
other,1,8,12099,1081,86,1939
kids,4,75,2011,1097,120,1940
kitchen itensils,3,76,341,1415,183,1941
kitchen itensils,3,92,9090,1914,229,1942
clothes,4,71,10888,505,70,1943
other,3,46,11378,921,27,1944
kitchen itensils,3,62,5544,176,33,1945
other,3,99,3249,674,67,1946
other,4,84,21435,1810,235,1947
kids,1,10,10774,1985,258,1948
kids,3,47,1603,936,168,1949
clothes,2,70,4851,772,0,1950
clothes,1,48,8216,315,22,1951
other,3,49,28552,1472,117,1952
kitchen itensils,1,60,15274,869,60,1953
other,3,13,26561,1694,169,1954
clothes,4,31,1451,1860,111,1955
other,4,94,27261,768,84,1956
furniture,3,98,25184,1053,200,1957
other,3,75,19357,1130,45,1958
kids,1,3,20898,1180,153,1959
other,4,3,15458,840,117,1960
clothes,2,15,29918,1653,165,1961
kitchen itensils,3,80,7576,1108,0,1962
clothes,3,33,16459,171,11,1963
kitchen itensils,1,34,25451,9,1,1964
furniture,4,9,29878,192,9,1965
kids,1,51,16813,1707,51,1966
kids,3,62,23344,786,31,1967
furniture,4,89,8957,947,66,1968
other,3,83,14801,1450,14,1969
kitchen itensils,1,34,28213,1739,330,1970
kids,4,18,225,295,47,1971
kids,1,6,22889,43,5,1972
other,4,17,8218,1001,160,1973
kids,1,29,24919,323,19,1974
other,1,54,14476,200,36,1975
furniture,2,92,30975,1739,52,1976
kitchen itensils,3,74,26806,1873,299,1977
kids,4,92,24795,708,84,1978
other,3,26,31433,1543,46,1979
kitchen itensils,3,23,24203,1591,206,1980
other,1,90,12375,615,12,1981
kids,1,81,3698,1450,275,1982
other,3,42,20897,316,18,1983
other,4,29,26474,310,18,1984
clothes,4,95,22934,1736,295,1985
clothes,3,11,20877,68,3,1986
other,2,60,12947,266,2,1987
kitchen itensils,3,36,13036,1777,302,1988
furniture,3,60,1461,1209,24,1989
kitchen itensils,4,10,21450,184,34,1990
kitchen itensils,1,61,20171,1873,74,1991
kids,3,59,12417,1661,282,1992
kitchen itensils,2,22,21441,1489,0,1993
furniture,4,95,16374,1322,92,1994
furniture,3,26,22542,918,91,1995
other,4,8,22443,138,15,1996
other,2,1,26825,1644,164,1997
furniture,1,56,15650,1875,112,1998
clothes,3,39,30806,732,124,1999
furniture,2,54,8158,857,102,2000
clothes,2,14,1304,1487,74,2001
clothes,2,43,18358,1299,12,2002
other,4,0,17017,1336,26,2003
clothes,1,48,28845,958,9,2004
kitchen itensils,1,33,27395,1622,259,2005
kids,1,65,12500,1582,63,2006
other,2,93,20559,122,20,2007
furniture,3,84,1538,1942,77,2008
clothes,1,86,9457,1331,106,2009
kids,3,5,13648,1094,0,2010
kids,1,18,10719,1676,167,2011
clothes,2,27,29504,1253,0,2012
other,2,49,16210,1375,27,2013
kids,3,51,19754,963,182,2014
furniture,2,53,26948,1039,41,2015
other,2,86,1935,1707,68,2016
kids,1,72,12560,1450,58,2017
furniture,4,28,19465,1142,194,2018
kids,3,21,31665,1795,35,2019
other,3,25,18784,293,20,2020
kitchen itensils,3,65,26774,1813,36,2021
furniture,2,82,29543,461,36,2022
furniture,4,36,31119,546,87,2023
other,3,79,1142,1800,126,2024
kids,2,31,226,597,5,2025
kids,4,28,30983,1115,11,2026
kids,2,55,14,434,52,2027
other,4,5,31992,1977,336,2028
kids,2,27,28001,1906,57,2029
furniture,1,10,16090,875,157,2030
other,4,44,21051,1636,261,2031
clothes,2,48,6882,1149,22,2032
clothes,1,32,3768,1005,180,2033
furniture,4,57,7137,1231,196,2034
furniture,2,46,25399,1025,0,2035
other,1,62,30940,1658,165,2036
kids,1,75,21879,625,18,2037
kids,4,97,14102,1674,117,2038
kids,1,50,1060,143,18,2039
other,1,5,6122,1436,229,2040
other,1,63,22462,625,56,2041
furniture,3,23,18521,1441,28,2042
kids,3,41,2567,14,0,2043
kitchen itensils,3,14,4465,1410,183,2044
kids,2,82,30540,391,15,2045
other,1,66,17582,664,126,2046
other,4,66,21412,1922,76,2047
kitchen itensils,1,13,4556,1597,79,2048
kids,3,16,18175,1327,92,2049
clothes,1,52,31182,1262,201,2050
furniture,3,3,23591,1969,216,2051
clothes,2,53,11499,681,74,2052
other,1,85,10839,545,27,2053
furniture,1,80,16894,1065,63,2054
kids,3,1,7687,549,10,2055
clothes,4,17,26209,926,92,2056
kitchen itensils,3,47,27787,430,0,2057
other,2,17,11136,1724,293,2058
other,3,98,14002,1141,45,2059
kids,3,62,1264,688,116,2060
furniture,1,2,6233,1620,226,2061
other,4,13,19697,1200,24,2062
kids,3,75,30381,450,81,2063
kitchen itensils,3,70,28664,1847,203,2064
clothes,2,97,1568,705,112,2065
other,1,26,7911,1012,111,2066
kids,4,58,27438,1467,44,2067
kitchen itensils,2,30,9093,937,84,2068
furniture,4,32,1801,1942,194,2069
clothes,1,17,24660,38,3,2070
other,2,80,21727,1826,346,2071
other,1,54,21762,1770,300,2072
kitchen itensils,4,84,3615,457,9,2073
clothes,3,91,18339,478,76,2074
kids,2,77,155,1533,137,2075
clothes,4,13,23017,1754,87,2076
kitchen itensils,1,90,15361,794,95,2077
furniture,1,43,4379,38,4,2078
kids,2,67,21876,452,67,2079
kitchen itensils,2,68,23270,1068,21,2080
other,3,0,2677,2000,40,2081
furniture,4,15,13144,1943,291,2082
kitchen itensils,2,41,11573,1469,279,2083
clothes,3,82,26850,1282,243,2084
furniture,2,28,9909,1572,141,2085
kids,3,81,2043,1328,39,2086
clothes,1,23,22060,1387,235,2087
kitchen itensils,3,75,592,560,100,2088
kitchen itensils,3,36,7642,1190,35,2089
clothes,2,20,2682,1632,228,2090
kitchen itensils,2,90,22724,1525,259,2091
other,4,51,15782,28,0,2092
furniture,4,86,7959,351,14,2093
kitchen itensils,4,28,12397,86,7,2094
clothes,2,1,23762,538,37,2095
clothes,2,39,25513,1033,10,2096
clothes,3,81,19257,1141,216,2097
kitchen itensils,2,39,25623,881,61,2098
kitchen itensils,1,4,22031,397,23,2099
clothes,3,9,19184,1831,183,2100
clothes,2,80,912,72,0,2101
kids,2,66,11647,1462,263,2102
kids,1,97,21853,1002,170,2103
other,4,87,29150,1613,290,2104
kids,3,82,14853,1559,155,2105
furniture,4,94,3483,1949,77,2106
kids,2,63,16187,1526,76,2107
kitchen itensils,1,84,7710,850,110,2108
kitchen itensils,2,90,13756,363,68,2109
other,4,40,531,264,39,2110
clothes,2,73,2376,1494,74,2111
furniture,1,64,30893,816,89,2112
furniture,1,84,3098,206,12,2113
kitchen itensils,3,81,26054,1494,134,2114
kitchen itensils,3,95,13138,1393,97,2115
kitchen itensils,4,17,7630,928,83,2116
kids,1,5,26156,1102,77,2117
kitchen itensils,3,44,8105,1899,227,2118
clothes,4,50,20399,250,2,2119
kitchen itensils,4,95,28539,1006,10,2120
other,3,32,31836,1985,377,2121
clothes,2,48,22940,1688,151,2122
furniture,2,85,19513,879,79,2123
clothes,3,69,23598,222,4,2124
clothes,2,95,6264,1461,204,2125
furniture,2,83,28502,1215,60,2126
clothes,3,31,6839,746,74,2127
furniture,1,2,321,915,9,2128
clothes,4,34,15388,1242,173,2129
kitchen itensils,2,61,24715,1029,20,2130
furniture,4,60,24752,1530,122,2131
clothes,1,47,24900,1856,222,2132
kitchen itensils,1,78,14070,1452,72,2133
clothes,3,65,6491,790,86,2134
other,3,77,8920,97,4,2135
kitchen itensils,3,14,29060,400,8,2136
furniture,4,39,23865,1531,30,2137
kitchen itensils,3,97,10056,1944,0,2138
clothes,4,26,4893,1093,21,2139
clothes,1,2,5665,521,67,2140
kitchen itensils,1,1,10158,508,96,2141
clothes,1,83,15600,1603,272,2142
furniture,1,98,28771,1585,31,2143
kids,2,53,22285,1624,211,2144
kitchen itensils,3,46,850,1748,192,2145
kitchen itensils,1,20,9807,1517,227,2146
kitchen itensils,4,52,13606,848,127,2147
other,2,53,18989,1331,173,2148
kids,4,2,7809,215,21,2149
furniture,2,90,23561,579,40,2150
kids,1,87,31749,947,179,2151
other,4,19,21871,914,164,2152
clothes,1,12,24698,1895,284,2153
kitchen itensils,2,22,8311,1955,58,2154
furniture,1,11,22047,1578,236,2155
other,2,96,9179,289,26,2156
clothes,2,0,8569,1884,244,2157
kitchen itensils,3,26,9850,1772,230,2158
kids,1,43,19930,1884,131,2159
clothes,2,11,28604,1779,249,2160
clothes,2,47,31193,1503,120,2161
other,1,19,12822,905,108,2162
kids,1,1,31307,1526,289,2163
other,2,29,9186,442,48,2164
clothes,2,6,13519,1750,315,2165
other,3,41,9489,1502,150,2166
other,1,23,10436,795,111,2167
kitchen itensils,2,96,25696,1950,312,2168
kitchen itensils,2,1,13123,1854,92,2169
furniture,3,37,17373,926,18,2170
furniture,4,30,24647,1340,120,2171
kitchen itensils,1,26,21345,1960,39,2172
kids,4,44,18745,1487,208,2173
kitchen itensils,4,94,16512,1496,254,2174
clothes,3,2,27710,222,39,2175
other,4,11,29760,52,0,2176
furniture,3,67,28506,1434,14,2177
kitchen itensils,3,90,310,1011,151,2178
kids,4,85,28269,497,69,2179
other,4,7,31433,515,87,2180
other,1,72,26602,1918,115,2181
other,3,89,31193,88,0,2182
clothes,3,82,15826,1816,36,2183
other,4,51,15368,512,61,2184
furniture,3,32,3079,1180,106,2185
other,4,41,28616,265,15,2186
kitchen itensils,1,59,1851,1215,85,2187
clothes,3,7,11046,720,72,2188
kitchen itensils,2,75,25518,20,2,2189
kids,1,6,16519,1047,198,2190
furniture,4,92,1838,1173,23,2191
furniture,4,25,8068,50,6,2192
other,4,29,7348,347,13,2193
clothes,1,4,4463,619,111,2194
furniture,1,51,17143,247,29,2195
clothes,2,95,19786,1026,153,2196
kids,2,22,17325,1152,11,2197
furniture,1,34,3190,968,58,2198
other,3,69,7397,219,17,2199
other,4,4,807,500,45,2200
clothes,2,28,29434,892,0,2201
other,4,18,4146,1784,124,2202
kids,1,19,22772,1659,66,2203
clothes,4,20,17711,193,30,2204
kitchen itensils,2,33,25665,1511,30,2205
furniture,2,87,23983,1800,234,2206
other,3,24,16918,1584,31,2207
furniture,2,25,9913,726,130,2208
other,3,7,20915,985,49,2209
clothes,2,18,21260,626,37,2210
other,1,44,31689,952,38,2211
other,3,94,1906,741,0,2212
other,4,44,27325,1462,248,2213
kids,2,20,6420,531,84,2214
kids,3,83,20658,497,94,2215
other,4,3,30030,209,37,2216
kitchen itensils,4,72,29992,943,150,2217
kids,2,4,14288,466,51,2218
clothes,4,14,1825,283,53,2219
other,1,79,31029,695,62,2220
kitchen itensils,3,18,22752,1347,40,2221
other,4,93,29131,415,37,2222
clothes,1,97,8956,1954,0,2223
kids,3,24,6721,1583,63,2224
kids,1,74,4402,312,53,2225
furniture,4,12,27596,1003,150,2226
clothes,1,57,23991,980,88,2227
kids,2,38,26042,798,95,2228
kids,4,80,18391,401,32,2229
kids,3,34,21843,1275,38,2230
kids,2,98,4781,1813,163,2231
clothes,1,42,19498,497,54,2232
furniture,1,35,18248,168,6,2233
furniture,1,42,15628,609,79,2234
clothes,4,81,8790,1096,186,2235
kids,3,25,27118,548,16,2236
kids,4,78,22797,149,26,2237
other,1,42,22737,1345,188,2238
kitchen itensils,1,49,18961,481,57,2239
kids,2,63,13993,935,168,2240
clothes,1,56,18311,1833,256,2241
other,2,58,27838,1905,19,2242
clothes,4,89,13192,731,109,2243
clothes,2,87,26105,1899,75,2244
kids,4,9,19045,604,0,2245
kids,1,99,12543,1826,182,2246
other,2,31,20728,226,27,2247
furniture,3,71,23597,1910,229,2248
kids,4,53,9098,744,29,2249
kitchen itensils,2,69,27947,1986,278,2250
other,3,84,24566,1337,120,2251
clothes,2,38,25542,1802,162,2252
clothes,2,7,21052,1236,185,2253
kids,1,67,31228,424,72,2254
kids,2,29,12840,1419,42,2255
furniture,1,35,15009,632,120,2256
other,2,85,16581,1551,77,2257
other,2,71,5169,1881,282,2258
furniture,2,22,12833,509,66,2259
other,3,1,23935,580,81,2260
furniture,2,73,11091,549,54,2261
clothes,1,96,11155,734,29,2262
furniture,1,69,3217,1774,301,2263
furniture,3,3,7823,1897,151,2264
other,1,32,3694,362,36,2265
furniture,3,84,4376,1380,234,2266
kitchen itensils,1,1,27389,1426,199,2267
furniture,2,70,11311,0,0,2268
clothes,3,0,17699,509,40,2269
furniture,1,14,3181,881,26,2270
furniture,2,44,25851,856,145,2271
kids,4,74,30348,1076,43,2272
kitchen itensils,1,8,17369,1615,64,2273
kids,1,76,1066,1364,109,2274
kids,4,65,18197,1724,258,2275
other,1,91,7689,1578,299,2276
clothes,1,93,16387,991,59,2277
furniture,4,52,11091,1416,113,2278
furniture,2,37,5343,988,98,2279
clothes,4,90,13699,1787,142,2280
clothes,2,48,13973,1657,66,2281
kids,4,93,1941,1204,180,2282
kids,1,4,9805,1208,48,2283
kitchen itensils,1,13,20281,1571,109,2284
kitchen itensils,2,7,28547,674,94,2285
kids,1,9,18697,851,102,2286
kids,3,2,21735,679,13,2287
other,4,31,24537,398,23,2288
other,1,10,11605,112,13,2289
other,4,28,12580,165,3,2290
furniture,1,68,7559,972,145,2291
other,1,55,3270,211,31,2292
kids,4,96,21172,1851,111,2293
other,1,22,31609,1086,119,2294
kitchen itensils,4,49,26066,258,18,2295
kids,1,74,31830,642,89,2296
kitchen itensils,4,16,31349,1370,246,2297
other,3,80,14216,848,33,2298
kids,1,39,26962,502,40,2299
kitchen itensils,1,92,25961,1912,305,2300
kids,4,50,27468,600,24,2301
kitchen itensils,2,18,8278,1602,192,2302
other,4,88,17923,1928,38,2303
clothes,2,13,1604,1683,67,2304
other,4,62,9730,947,37,2305
furniture,3,46,9864,557,94,2306
other,2,9,3182,1950,175,2307
kitchen itensils,1,3,28260,1867,149,2308
kitchen itensils,3,44,4766,785,117,2309
furniture,2,94,810,1850,166,2310
furniture,4,83,7555,1750,315,2311
clothes,4,20,14475,1564,265,2312
other,1,0,20593,1220,97,2313
kids,1,71,16745,716,14,2314
other,3,34,9241,638,57,2315
furniture,4,39,11132,938,159,2316
kitchen itensils,2,77,16853,1445,158,2317
kitchen itensils,1,9,8316,187,11,2318
kids,1,85,12733,659,39,2319
other,1,67,6043,530,21,2320
furniture,4,84,2262,419,75,2321
other,3,34,7647,1466,14,2322
clothes,3,88,30353,809,16,2323
clothes,2,3,27212,1989,0,2324
kitchen itensils,3,12,27107,559,89,2325
kids,3,11,4467,536,0,2326
furniture,4,51,2875,159,6,2327
clothes,4,87,22618,535,80,2328
kitchen itensils,4,23,30091,965,86,2329
other,1,20,1534,95,2,2330
kitchen itensils,2,99,30699,1105,66,2331
clothes,1,23,8413,1891,245,2332
other,1,54,10072,337,26,2333
other,4,54,8108,988,0,2334
